"",BBK01.OUN243,BBK01.OUN243_FLAGS
"",Time deposits of domestic enterprises (non-MFIs) / for more than two years / Special purpose banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:19:10,
1999-01,20.392,
1999-02,20.265,
1999-03,20.307,
1999-04,20.288,
1999-05,20.292,
1999-06,20.275,
1999-07,20.336,
1999-08,20.619,
1999-09,20.225,
1999-10,20.132,
1999-11,20.094,
1999-12,20.128,
2000-01,20.018,
2000-02,19.806,
2000-03,19.626,
2000-04,19.562,
2000-05,13.284,
2000-06,13.174,
2000-07,12.995,
2000-08,12.890,
2000-09,12.856,
2000-10,12.791,
2000-11,12.279,
2000-12,12.053,
2001-01,11.963,
2001-02,11.849,
2001-03,11.809,
2001-04,11.643,
2001-05,11.519,
2001-06,11.339,
2001-07,11.137,
2001-08,11.042,
2001-09,11.004,
2001-10,10.771,
2001-11,10.684,
2001-12,10.672,
2002-01,10.641,
2002-02,10.583,
2002-03,10.625,
2002-04,10.634,
2002-05,10.513,
2002-06,10.499,
2002-07,10.472,
2002-08,10.735,
2002-09,10.629,
2002-10,10.739,
2002-11,11.994,
2002-12,12.026,
2003-01,11.996,
2003-02,12.105,
2003-03,11.973,
2003-04,11.862,
2003-05,11.517,
2003-06,11.489,
2003-07,11.601,
2003-08,12.091,
2003-09,11.683,
2003-10,11.766,
2003-11,11.858,
2003-12,11.870,
2004-01,11.955,
2004-02,11.628,
2004-03,11.684,
2004-04,11.740,
2004-05,11.685,
2004-06,11.605,
2004-07,11.538,
2004-08,11.471,
2004-09,13.119,
2004-10,13.139,
2004-11,13.053,
2004-12,28.469,
2005-01,28.337,
2005-02,28.944,
2005-03,29.775,
2005-04,30.408,
2005-05,30.484,
2005-06,30.641,
2005-07,30.559,
2005-08,30.799,
2005-09,30.913,
2005-10,31.594,
2005-11,31.674,
2005-12,32.376,
2006-01,33.097,
2006-02,33.550,
2006-03,33.895,
2006-04,34.656,
2006-05,34.809,
2006-06,35.241,
2006-07,35.720,
2006-08,36.623,
2006-09,36.869,
2006-10,37.303,
2006-11,37.140,
2006-12,38.548,
2007-01,39.017,
2007-02,39.272,
2007-03,39.323,
2007-04,40.589,
2007-05,41.071,
2007-06,41.690,
2007-07,42.173,
2007-08,42.531,
2007-09,42.500,
2007-10,40.514,
2007-11,40.533,
2007-12,41.828,
2008-01,41.691,
2008-02,42.184,
2008-03,42.368,
2008-04,43.127,
2008-05,43.220,
2008-06,42.890,
2008-07,42.754,
2008-08,42.788,
2008-09,43.108,
2008-10,42.277,
2008-11,42.540,
2008-12,43.754,
2009-01,44.612,
2009-02,44.990,
2009-03,45.545,
2009-04,47.280,
2009-05,47.702,
2009-06,47.474,
2009-07,47.894,
2009-08,48.070,
2009-09,48.022,
2009-10,47.436,
2009-11,47.388,
2009-12,47.800,
2010-01,47.208,
2010-02,47.782,
2010-03,48.143,
2010-04,48.280,
2010-05,48.448,
2010-06,48.498,
2010-07,48.791,
2010-08,48.670,
2010-09,48.468,
2010-10,48.122,
2010-11,48.087,
2010-12,49.004,
2011-01,48.783,
2011-02,48.660,
2011-03,48.853,
2011-04,49.019,
2011-05,49.431,
2011-06,49.676,
2011-07,50.058,
2011-08,50.536,
2011-09,50.062,
2011-10,49.720,
2011-11,49.837,
2011-12,48.061,
2012-01,48.003,
2012-02,47.831,
2012-03,47.764,
2012-04,47.702,
2012-05,47.285,
2012-06,46.968,
2012-07,46.673,
2012-08,46.800,
2012-09,46.589,
2012-10,46.635,
2012-11,46.041,
2012-12,45.939,
2013-01,45.718,
2013-02,45.679,
2013-03,44.966,
2013-04,44.707,
2013-05,45.096,
2013-06,45.057,
2013-07,44.909,
2013-08,44.711,
2013-09,44.754,
2013-10,44.570,
2013-11,44.682,
2013-12,44.641,
2014-01,44.523,
2014-02,44.577,
2014-03,44.108,
2014-04,44.019,
2014-05,43.837,
2014-06,43.344,
2014-07,43.320,
2014-08,43.037,
2014-09,42.925,
2014-10,42.603,
2014-11,42.707,
2014-12,42.060,Provisional value
