"",BBK01.OEAE03V,BBK01.OEAE03V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:06:33,
2002-01,1.151,
2002-04,1.136,
2002-07,1.013,
2002-10,1.237,
2003-01,1.073,
2003-04,0.884,
2003-07,0.944,
2003-10,0.910,
2004-01,0.841,
2004-04,0.857,
2004-07,0.782,
2004-10,0.751,
2005-01,0.677,
2005-04,0.630,
2005-07,0.711,
2005-10,0.811,
2006-01,0.750,
2006-04,0.898,
2006-07,0.994,
2006-10,0.877,
2007-01,0.859,
2007-04,0.812,
2007-07,0.905,
2007-10,0.998,
2008-01,0.806,
2008-04,0.495,
2008-07,0.495,
2008-10,0.485,
2009-01,0.512,
2009-04,0.483,
2009-07,0.483,
2009-10,0.510,
2010-01,0.789,
2010-04,0.763,
2010-07,0.752,
2010-10,0.757,
2011-01,0.756,
2011-04,0.754,
2011-07,0.881,
2011-10,0.899,
2012-01,0.907,
2012-04,0.914,
2012-07,0.925,
2012-10,0.868,
2013-01,0.866,
2013-04,0.843,
2013-07,0.840,
2013-10,0.904,
2014-01,0.948,
2014-04,0.955,
2014-07,0.965,
