"",BBFB1.Q.N.DE.B5.S1.S1.T.B.IN1._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.B5.S1.S1.T.B.IN1._Z._Z._Z._T._X.N_FLAGS
"",Current account / Primary income / Balance / EU28 (fixed composition),
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:27:27,
1991-01,2585.129,
1991-04,1641.686,
1991-07,2103.342,
1991-10,1633.189,
1992-01,1249.330,
1992-04,854.611,
1992-07,1182.945,
1992-10,478.972,
1993-01,474.821,
1993-04,18.107,
1993-07,-70.577,
1993-10,238.932,
1994-01,-569.209,
1994-04,-1222.110,
1994-07,-789.238,
1994-10,243.381,
1995-01,-1523.190,
1995-04,-2320.822,
1995-07,-2392.490,
1995-10,-348.801,
1996-01,-1389.246,
1996-04,-2544.162,
1996-07,-4751.727,
1996-10,474.128,
1997-01,-2931.660,
1997-04,-3676.542,
1997-07,-3266.898,
1997-10,-352.214,
1998-01,-3449.699,
1998-04,-5188.671,
1998-07,-5070.347,
1998-10,-2163.005,
1999-01,-4337.142,
1999-04,-5685.852,
1999-07,-5614.496,
1999-10,-3080.138,
2000-01,-3696.695,
2000-04,-5724.391,
2000-07,-7781.924,
2000-10,286.982,
2001-01,-3919.414,
2001-04,-5301.170,
2001-07,-4952.076,
2001-10,-1763.226,
2002-01,-6410.718,
2002-04,-8998.333,
2002-07,-7818.556,
2002-10,-4400.005,
2003-01,-5145.193,
2003-04,-8450.900,
2003-07,-6005.220,
2003-10,-1434.163,
2004-01,-3361.369,
2004-04,-4983.763,
2004-07,-2186.086,
2004-10,2143.664,
2005-01,-621.745,
2005-04,-3612.170,
2005-07,-997.550,
2005-10,4021.530,
2006-01,3238.991,
2006-04,467.437,
2006-07,5001.586,
2006-10,11406.192,
2007-01,6698.583,
2007-04,-2714.873,
2007-07,4386.287,
2007-10,10764.823,
2008-01,7462.972,
2008-04,-6142.253,
2008-07,436.901,
2008-10,8554.135,
2009-01,9030.476,
2009-04,2801.604,
2009-07,10984.101,
2009-10,17209.577,
2010-01,7882.636,
2010-04,509.320,
2010-07,6428.215,
2010-10,14278.298,
2011-01,11262.545,
2011-04,3908.902,
2011-07,12461.600,
2011-10,18608.564,
2012-01,12376.132,
2012-04,5761.149,
2012-07,12277.411,
2012-10,18082.479,
2013-01,12726.206,
2013-04,8025.714,
2013-07,10424.479,
2013-10,18873.400,
2014-01,11797.091,Provisional value
2014-04,4411.680,Provisional value
2014-07,11291.190,Provisional value
