"",BBK01.SUD027,BBK01.SUD027_FLAGS
"",Outstanding amounts (volumes) of German banks / Housing loans to households with maturity of over 1 year and up to 5 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:37,
2003-01,31290,
2003-02,31146,
2003-03,31086,
2003-04,31074,
2003-05,31264,
2003-06,32349,
2003-07,32621,
2003-08,32709,
2003-09,32871,
2003-10,33146,
2003-11,33167,
2003-12,33052,
2004-01,32907,
2004-02,32809,
2004-03,32180,
2004-04,32148,
2004-05,32268,
2004-06,33008,
2004-07,33072,
2004-08,33203,
2004-09,33360,
2004-10,33775,
2004-11,33278,
2004-12,33190,
2005-01,32930,
2005-02,32852,
2005-03,33789,
2005-04,31177,
2005-05,30996,
2005-06,30947,
2005-07,30817,
2005-08,30942,
2005-09,30916,
2005-10,30687,
2005-11,30701,
2005-12,30827,
2006-01,30241,
2006-02,30130,
2006-03,29959,
2006-04,29514,
2006-05,29958,
2006-06,29879,
2006-07,29697,
2006-08,29598,
2006-09,29571,
2006-10,29456,
2006-11,29155,
2006-12,29536,
2007-01,29312,
2007-02,29068,
2007-03,28581,
2007-04,28304,
2007-05,28090,
2007-06,27849,
2007-07,27778,
2007-08,27649,
2007-09,27516,
2007-10,27337,
2007-11,27097,
2007-12,26823,
2008-01,26524,
2008-02,26171,
2008-03,26002,
2008-04,25743,
2008-05,25587,
2008-06,25544,
2008-07,25308,
2008-08,25164,
2008-09,24989,
2008-10,24654,
2008-11,24457,
2008-12,24239,
2009-01,23857,
2009-02,23698,
2009-03,25121,
2009-04,25145,
2009-05,25160,
2009-06,25260,
2009-07,25362,
2009-08,25463,
2009-09,25577,
2009-10,25653,
2009-11,25786,
2009-12,25772,
2010-01,25666,
2010-02,25617,
2010-03,25698,
2010-04,25751,
2010-05,25886,
2010-06,25736,
2010-07,25877,
2010-08,26087,
2010-09,26301,
2010-10,26375,
2010-11,26558,
2010-12,26563,
2011-01,26421,
2011-02,26475,
2011-03,26702,
2011-04,26839,
2011-05,27063,
2011-06,27213,
2011-07,27349,
2011-08,27537,
2011-09,27817,
2011-10,27897,
2011-11,28069,
2011-12,28122,
2012-01,28154,
2012-02,28188,
2012-03,28402,
2012-04,28290,
2012-05,28501,
2012-06,28620,
2012-07,28775,
2012-08,28844,
2012-09,28910,
2012-10,29062,
2012-11,29210,
2012-12,29153,
2013-01,29130,
2013-02,28985,
2013-03,28892,
2013-04,28943,
2013-05,28887,
2013-06,28964,
2013-07,28977,
2013-08,28947,
2013-09,29073,
2013-10,29061,
2013-11,29027,
2013-12,28778,
2014-01,28563,
2014-02,28337,
2014-03,28267,
2014-04,28198,
2014-05,28197,
2014-06,28112,
2014-07,28148,
2014-08,28220,
2014-09,28295,
2014-10,28278,
2014-11,28396,
2014-12,28189,Provisional value
"","General: Data based on mothly balance sheet statistics. Secured and unsecured loans for home purchase, including building and home improvements; including loans granted by building and loan associations and interim credits as well as transmitted loans granted by the reporting agents in their own name and for their own account. p = Provisional",
