"",BBK01.TUB602,BBK01.TUB602_FLAGS
"",Claims on non-euro area residents denominated in foreign currency / receivables from the IMF / Deutsche Bundesbank,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-02 10:39:56,
2002-01,8775,
2002-02,8811,
2002-03,8840,
2002-04,8341,
2002-05,8365,
2002-06,8848,
2002-07,8777,
2002-08,8688,
2002-09,8751,
2002-10,8614,
2002-11,8601,
2002-12,8272,
2003-01,8172,
2003-02,8165,
2003-03,8348,
2003-04,8239,
2003-05,8263,
2003-06,8292,
2003-07,8262,
2003-08,8348,
2003-09,8492,
2003-10,8492,
2003-11,8494,
2003-12,7609,
2004-01,7609,
2004-02,7646,
2004-03,7610,
2004-04,7856,
2004-05,7763,
2004-06,7390,
2004-07,7365,
2004-08,7395,
2004-09,6996,
2004-10,6951,
2004-11,6872,
2004-12,6548,
2005-01,6480,
2005-02,6445,
2005-03,6143,
2005-04,6070,
2005-05,6179,
2005-06,5830,
2005-07,5033,
2005-08,5032,
2005-09,4994,
2005-10,4983,
2005-11,4985,
2005-12,4549,
2006-01,4542,
2006-02,3842,
2006-03,3755,
2006-04,3740,
2006-05,3448,
2006-06,3639,
2006-07,3470,
2006-08,3518,
2006-09,3440,
2006-10,3095,
2006-11,3109,
2006-12,3011,
2007-01,2974,
2007-02,2738,
2007-03,2624,
2007-04,2610,
2007-05,2694,
2007-06,2666,
2007-07,2607,
2007-08,2603,
2007-09,2530,
2007-10,2498,
2007-11,2472,
2007-12,2418,
2008-01,2400,
2008-02,2405,
2008-03,2335,
2008-04,2335,
2008-05,2507,
2008-06,2495,
2008-07,2462,
2008-08,2468,
2008-09,2623,
2008-10,2584,
2008-11,3279,
2008-12,3285,
2009-01,3285,
2009-02,3289,
2009-03,3463,
2009-04,3464,
2009-05,4709,
2009-06,4493,
2009-07,4694,
2009-08,15146,
2009-09,16268,
2009-10,16606,
2009-11,15863,
2009-12,15969,
2010-01,15994,
2010-02,16726,
2010-03,17176,
2010-04,17161,
2010-05,17855,
2010-06,19039,
2010-07,19124,
2010-08,19029,
2010-09,18188,
2010-10,18062,
2010-11,17867,
2010-12,18740,
2011-01,18938,
2011-02,18863,
2011-03,19253,
2011-04,19253,
2011-05,19258,
2011-06,19098,
2011-07,19651,
2011-08,19659,
2011-09,20862,
2011-10,20862,
2011-11,20853,
2011-12,22296,
2012-01,22294,
2012-02,22621,
2012-03,22177,
2012-04,22381,
2012-05,22306,
2012-06,23320,
2012-07,23339,
2012-08,23497,
2012-09,23295,
2012-10,23298,
2012-11,22984,
2012-12,22344,
2013-01,22497,
2013-02,22244,
2013-03,22403,
2013-04,22391,
2013-05,22317,
2013-06,21926,
2013-07,21853,
2013-08,21544,
2013-09,21296,
2013-10,21087,
2013-11,21039,
2013-12,20798,
2014-01,20798,
2014-02,20550,
2014-03,20586,
2014-04,20983,
2014-05,20912,
2014-06,20795,
2014-07,20931,
2014-08,20779,
2014-09,21864,
2014-10,21708,
2014-11,21643,
2014-12,20624,
