"",BBK01.QX6020,BBK01.QX6020_FLAGS
"",Banks in Germany: Foreign shares and other securities / Industrial countries / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:06:33,
1982-12,0.269,
1983-01,0.279,
1983-02,0.287,
1983-03,0.318,
1983-04,0.348,
1983-05,0.335,
1983-06,0.335,
1983-07,0.345,
1983-08,0.351,
1983-09,0.338,
1983-10,0.338,
1983-11,0.350,
1983-12,0.303,
1984-01,0.360,
1984-02,0.363,
1984-03,0.364,
1984-04,0.357,
1984-05,0.378,
1984-06,0.375,
1984-07,0.372,
1984-08,0.410,
1984-09,0.360,
1984-10,0.380,
1984-11,0.376,
1984-12,0.322,
1985-01,0.397,
1985-02,0.403,
1985-03,0.407,
1985-04,0.416,
1985-05,0.416,
1985-06,0.438,
1985-07,0.421,
1985-08,0.456,
1985-09,0.467,
1985-10,0.481,
1985-11,0.544,
1985-12,0.534,
1986-01,0.632,
1986-02,0.720,
1986-03,0.655,
1986-04,0.706,
1986-05,0.775,
1986-06,0.808,
1986-07,0.826,
1986-08,0.786,
1986-09,0.734,
1986-10,1.502,
1986-11,1.409,
1986-12,1.481,
1987-01,1.355,
1987-02,1.103,
1987-03,1.146,
1987-04,1.172,
1987-05,1.255,
1987-06,1.279,
1987-07,1.304,
1987-08,1.340,
1987-09,1.373,
1987-10,1.351,
1987-11,1.268,
1987-12,1.203,
1988-01,0.841,
1988-02,0.835,
1988-03,0.862,
1988-04,0.836,
1988-05,0.839,
1988-06,0.864,
1988-07,0.984,
1988-08,0.990,
1988-09,1.001,
1988-10,1.194,
1988-11,1.353,
1988-12,1.302,
1989-01,1.417,
1989-02,1.444,
1989-03,1.475,
1989-04,1.502,
1989-05,1.434,
1989-06,1.405,
1989-07,1.522,
1989-08,1.440,
1989-09,1.591,
1989-10,1.513,
1989-11,1.580,
1989-12,1.641,
1990-01,1.499,
1990-02,1.401,
1990-03,1.477,
1990-04,1.542,
1990-05,1.513,
1990-06,1.446,
1990-07,1.499,
1990-08,1.478,
1990-09,1.465,
1990-10,1.503,
1990-11,1.444,
1990-12,1.321,
1991-01,0.989,
1991-02,1.028,
1991-03,1.093,
1991-04,1.133,
1991-05,1.097,
1991-06,1.140,
1991-07,1.156,
1991-08,1.202,
1991-09,1.245,
1991-10,1.221,
1991-11,1.232,
1991-12,1.143,
1992-01,1.410,
1992-02,1.447,
1992-03,1.463,
1992-04,1.559,
1992-05,1.547,
1992-06,1.845,
1992-07,1.541,
1992-08,1.516,
1992-09,1.679,
1992-10,2.039,
