"",BBK01.CEB030,BBK01.CEB030_FLAGS
"",Liabilities debtor: Monetary financial institutions                    creditor:  All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:17:21,
1991-01,2851.4,
1991-04,2897.2,
1991-07,2910.9,
1991-10,3019.3,
1992-01,3066.8,
1992-04,3095.2,
1992-07,3141.8,
1992-10,3261.6,
1993-01,3334.7,
1993-04,3393.6,
1993-07,3461.8,
1993-10,3667.4,
1994-01,3619.9,
1994-04,3624.7,
1994-07,3621.5,
1994-10,3769.9,
1995-01,3783.0,
1995-04,3861.5,
1995-07,3948.7,
1995-10,4145.2,
1996-01,4207.7,
1996-04,4262.8,
1996-07,4344.3,
1996-10,4558.0,
1997-01,4672.0,
1997-04,4783.4,
1997-07,4860.7,
1997-10,5034.5,
1998-01,5144.8,
1998-04,5311.5,
1998-07,5315.1,
1998-10,5570.5,
1999-01,5642.6,
1999-04,5710.9,
1999-07,5776.0,
1999-10,5971.1,
2000-01,6101.3,
2000-04,6128.6,
2000-07,6199.0,
2000-10,6338.0,
2001-01,6537.8,
2001-04,6522.3,
2001-07,6516.5,
2001-10,6561.2,
2002-01,6511.8,
2002-04,6507.1,
2002-07,6539.1,
2002-10,6624.4,
2003-01,6700.2,
2003-04,6803.8,
2003-07,6688.6,
2003-10,6740.7,
2004-01,6855.2,
2004-04,6871.1,
2004-07,6941.2,
2004-10,7023.2,
2005-01,7116.9,
2005-04,7290.0,
2005-07,7342.7,
2005-10,7307.4,
2006-01,7431.9,
2006-04,7468.2,
2006-07,7506.6,
2006-10,7587.1,
2007-01,7715.5,
2007-04,7764.2,
2007-07,7878.9,
2007-10,8088.8,
2008-01,8122.3,
2008-04,8071.3,
2008-07,8312.6,
2008-10,8360.6,
2009-01,8174.6,
2009-04,8216.8,
2009-07,8035.2,
2009-10,7952.2,
2010-01,8017.4,
2010-04,8283.9,
2010-07,7952.0,
2010-10,7729.2,
2011-01,7547.9,
2011-04,7527.7,
2011-07,7778.1,
2011-10,7847.9,
2012-01,8290.0,
2012-04,8387.9,
2012-07,8285.7,
2012-10,8039.1,
2013-01,7853.4,
2013-04,7741.4,
2013-07,7689.5,
2013-10,7586.3,
2014-01,7503.0,
