"",BBK01.OUZ071,BBK01.OUZ071_FLAGS
"","Participating interests and shares in affiliated enterprises, Big banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:09,
1999-01,42.423,
1999-02,43.233,
1999-03,43.762,
1999-04,44.506,
1999-05,44.582,
1999-06,50.729,
1999-07,51.770,
1999-08,51.904,
1999-09,56.658,
1999-10,57.140,
1999-11,57.360,
1999-12,59.304,
2000-01,59.623,
2000-02,59.603,
2000-03,60.032,
2000-04,60.501,
2000-05,61.145,
2000-06,62.573,
2000-07,62.732,
2000-08,63.165,
2000-09,64.035,
2000-10,66.022,
2000-11,66.236,
2000-12,74.228,
2001-01,74.813,
2001-02,76.255,
2001-03,77.268,
2001-04,77.471,
2001-05,77.854,
2001-06,78.196,
2001-07,81.205,
2001-08,80.417,
2001-09,80.216,
2001-10,80.742,
2001-11,77.741,
2001-12,81.220,
2002-01,73.207,
2002-02,77.801,
2002-03,78.912,
2002-04,79.822,
2002-05,80.196,
2002-06,79.645,
2002-07,78.724,
2002-08,84.359,
2002-09,84.806,
2002-10,85.702,
2002-11,86.962,
2002-12,90.659,
2003-01,87.497,
2003-02,84.971,
2003-03,85.510,
2003-04,84.724,
2003-05,86.292,
2003-06,84.624,
2003-07,85.826,
2003-08,86.618,
2003-09,83.276,
2003-10,82.157,
2003-11,78.141,
2003-12,74.734,
2004-01,74.858,
2004-02,73.697,
2004-03,74.110,
2004-04,73.162,
2004-05,73.195,
2004-06,72.624,
2004-07,71.927,
2004-08,71.036,
2004-09,70.440,
2004-10,69.994,
2004-11,69.499,
2004-12,69.490,
2005-01,69.918,
2005-02,66.988,
2005-03,66.844,
2005-04,67.533,
2005-05,67.028,
2005-06,65.515,
2005-07,66.008,
2005-08,65.706,
2005-09,65.362,
2005-10,65.389,
2005-11,64.350,
2005-12,65.425,
2006-01,68.755,
2006-02,70.191,
2006-03,72.724,
2006-04,71.411,
2006-05,72.307,
2006-06,71.231,
2006-07,71.457,
2006-08,71.704,
2006-09,73.071,
2006-10,73.844,
2006-11,73.773,
2006-12,74.409,
2007-01,68.545,
2007-02,68.341,
2007-03,68.442,
2007-04,68.296,
2007-05,68.870,
2007-06,69.595,
2007-07,69.010,
2007-08,68.726,
2007-09,68.787,
2007-10,68.277,
2007-11,67.975,
2007-12,67.602,
2008-01,69.282,
2008-02,68.736,
2008-03,69.731,
2008-04,69.885,
2008-05,69.684,
2008-06,70.056,
2008-07,74.273,
2008-08,73.641,
2008-09,71.197,
2008-10,72.418,
2008-11,72.085,
2008-12,68.366,
2009-01,78.598,
2009-02,78.216,
2009-03,83.385,
2009-04,83.981,
2009-05,75.971,
2009-06,74.538,
2009-07,73.980,
2009-08,74.651,
2009-09,74.351,
2009-10,69.497,
2009-11,69.818,
2009-12,68.908,
2010-01,71.747,
2010-02,67.569,
2010-03,69.201,
2010-04,69.982,
2010-05,69.306,
2010-06,75.797,
2010-07,68.559,
2010-08,69.854,
2010-09,69.303,
2010-10,69.865,
2010-11,70.970,
2010-12,68.476,
2011-01,72.438,
2011-02,71.454,
2011-03,71.589,
2011-04,71.504,
2011-05,69.514,
2011-06,70.187,
2011-07,69.281,
2011-08,69.714,
2011-09,69.808,
2011-10,69.753,
2011-11,70.096,
2011-12,64.621,
2012-01,67.711,
2012-02,72.513,
2012-03,71.254,
2012-04,69.933,
2012-05,70.418,
2012-06,70.408,
2012-07,70.472,
2012-08,70.339,
2012-09,70.053,
2012-10,69.846,
2012-11,69.673,
2012-12,66.641,
2013-01,72.545,
2013-02,70.350,
2013-03,68.296,
2013-04,68.689,
2013-05,71.631,
2013-06,71.923,
2013-07,71.941,
2013-08,72.382,
2013-09,72.322,
2013-10,72.140,
2013-11,70.441,
2013-12,69.061,
2014-01,71.711,
2014-02,70.096,
2014-03,70.517,
2014-04,70.739,
2014-05,67.702,
2014-06,66.750,
2014-07,66.770,
2014-08,66.680,
2014-09,67.438,
2014-10,67.342,
2014-11,67.092,
