"",BBK01.QX6251,BBK01.QX6251_FLAGS
"",Banks in Germany: Claims on non-residents / Hungary / US dollar,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:13:43,
1992-07,0.104,
1992-08,0.097,
1992-09,0.097,
1992-10,0.115,
1992-11,0.120,
1992-12,0.093,
1993-01,0.140,
1993-02,0.155,
1993-03,0.132,
1993-04,0.141,
1993-05,0.151,
1993-06,0.166,
1993-07,0.169,
1993-08,0.153,
1993-09,0.143,
1993-10,0.148,
1993-11,0.164,
1993-12,0.164,
1994-01,0.206,
1994-02,0.200,
1994-03,0.200,
1994-04,0.194,
1994-05,0.199,
1994-06,0.189,
1994-07,0.213,
1994-08,0.225,
1994-09,0.255,
1994-10,0.247,
1994-11,0.261,
1994-12,0.275,
1995-01,0.266,
1995-02,0.266,
1995-03,0.277,
1995-04,0.288,
1995-05,0.303,
1995-06,0.295,
1995-07,0.308,
1995-08,0.333,
1995-09,0.325,
1995-10,0.344,
1995-11,0.343,
1995-12,0.338,
1996-01,0.344,
1996-02,0.344,
1996-03,0.303,
1996-04,0.280,
1996-05,0.263,
1996-06,0.241,
1996-07,0.236,
1996-08,0.239,
1996-09,0.255,
1996-10,0.295,
1996-11,0.305,
1996-12,0.335,
1997-01,0.326,
1997-02,0.327,
1997-03,0.322,
1997-04,0.299,
1997-05,0.294,
1997-06,0.296,
1997-07,0.343,
1997-08,0.341,
1997-09,0.334,
1997-10,0.336,
1997-11,0.370,
1997-12,0.376,
1998-01,0.391,
1998-02,0.397,
1998-03,0.427,
1998-04,0.502,
1998-05,0.465,
1998-06,0.514,
1998-07,0.492,
1998-08,0.464,
1998-09,0.444,
1998-10,0.413,
1998-11,0.439,
1998-12,0.470,
1999-01,0.456,
1999-02,0.475,
1999-03,0.496,
1999-04,0.474,
1999-05,0.475,
1999-06,0.456,
1999-07,0.465,
1999-08,0.486,
1999-09,0.449,
1999-10,0.463,
1999-11,0.477,
1999-12,0.453,
2000-01,0.468,
2000-02,0.491,
2000-03,0.498,
2000-04,0.531,
2000-05,0.526,
2000-06,0.505,
2000-07,0.464,
2000-08,0.444,
2000-09,0.438,
2000-10,0.457,
2000-11,0.455,
2000-12,0.425,
2001-01,0.454,
2001-02,0.530,
2001-03,0.449,
2001-04,0.442,
2001-05,0.444,
2001-06,0.456,
2001-07,0.405,
2001-08,0.380,
2001-09,0.393,
2001-10,0.346,
2001-11,0.466,
2001-12,0.358,
2002-01,0.415,
2002-02,0.359,
2002-03,0.365,
2002-04,0.374,
2002-05,0.340,
2002-06,0.324,
2002-07,0.334,
2002-08,0.338,
2002-09,0.324,
2002-10,0.240,
2002-11,0.258,
2002-12,0.256,
2003-01,0.696,
2003-02,0.315,
2003-03,0.417,
2003-04,0.330,
2003-05,0.262,
2003-06,0.406,
2003-07,0.303,
2003-08,0.291,
2003-09,0.280,
2003-10,0.233,
