"",BBK01.TU2028,BBK01.TU2028_FLAGS
"",Foreign branches: Working capital and own funds,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:28,
1973-06,0.016,
1973-07,0.016,
1973-08,0.017,
1973-09,0.017,
1973-10,0.017,
1973-11,0.019,
1973-12,0.021,
1974-01,0.021,
1974-02,0.020,
1974-03,0.020,
1974-04,0.029,
1974-05,0.030,
1974-06,0.033,
1974-07,0.031,
1974-08,0.032,
1974-09,0.033,
1974-10,0.033,
1974-11,0.035,
1974-12,0.037,
1975-01,0.040,
1975-02,0.038,
1975-03,0.037,
1975-04,0.037,
1975-05,0.036,
1975-06,0.036,
1975-07,0.036,
1975-08,0.036,
1975-09,0.036,
1975-10,0.058,
1975-11,0.058,
1975-12,0.059,
1976-01,0.062,
1976-02,0.062,
1976-03,0.061,
1976-04,0.089,
1976-05,0.094,
1976-06,0.094,
1976-07,0.094,
1976-08,0.090,
1976-09,0.092,
1976-10,0.090,
1976-11,0.095,
1976-12,0.090,
1977-01,0.091,
1977-02,0.094,
1977-03,0.107,
1977-04,0.107,
1977-05,0.106,
1977-06,0.106,
1977-07,0.104,
1977-08,0.105,
1977-09,0.105,
1977-10,0.109,
1977-11,0.108,
1977-12,0.107,
1978-01,0.111,
1978-02,0.109,
1978-03,0.109,
1978-04,0.112,
1978-05,0.112,
1978-06,0.115,
1978-07,0.120,
1978-08,0.133,
1978-09,0.131,
1978-10,0.126,
1978-11,0.129,
1978-12,0.127,
1979-01,0.124,
1979-02,0.127,
1979-03,0.141,
1979-04,0.140,
1979-05,0.167,
1979-06,0.185,
1979-07,0.192,
1979-08,0.192,
1979-09,0.189,
1979-10,0.193,
1979-11,0.198,
1979-12,0.246,
1980-01,0.248,
1980-02,0.252,
1980-03,0.268,
1980-04,0.344,
1980-05,0.355,
1980-06,0.359,
1980-07,0.364,
1980-08,0.363,
1980-09,0.376,
1980-10,0.383,
1980-11,0.382,
1980-12,0.394,
1981-01,0.400,
1981-02,0.397,
1981-03,0.396,
1981-04,0.512,
1981-05,0.514,
1981-06,0.678,
1981-07,0.754,
1981-08,0.752,
1981-09,0.747,
1981-10,0.771,
1981-11,0.770,
1981-12,0.758,
1982-01,0.759,
1982-02,0.758,
1982-03,0.768,
1982-04,0.766,
1982-05,0.763,
1982-06,0.838,
1982-07,0.833,
1982-08,0.841,
1982-09,0.909,
1982-10,1.003,
1982-11,1.001,
1982-12,0.903,
1983-01,0.880,
1983-02,0.909,
1983-03,0.921,
1983-04,0.925,
1983-05,0.922,
1983-06,0.923,
1983-07,1.006,
1983-08,1.011,
1983-09,1.005,
1983-10,1.174,
1983-11,1.176,
1983-12,1.113,
1984-01,1.144,
1984-02,1.150,
1984-03,1.145,
1984-04,1.158,
1984-05,1.155,
1984-06,1.152,
1984-07,1.183,
1984-08,1.178,
1984-09,1.152,
1984-10,1.150,
1984-11,1.148,
1984-12,1.170,
1985-01,1.189,
1985-02,1.188,
1985-03,1.173,
1985-04,1.295,
1985-05,1.288,
1985-06,1.287,
1985-07,1.312,
1985-08,1.334,
1985-09,1.349,
1985-10,1.346,
1985-11,1.396,
1985-12,1.344,
1986-01,1.366,
1986-02,1.362,
1986-03,1.365,
1986-04,1.359,
1986-05,1.366,
1986-06,1.363,
1986-07,1.316,
1986-08,1.312,
1986-09,1.321,
1986-10,1.333,
1986-11,1.328,
1986-12,1.333,
1987-01,1.325,
1987-02,1.336,
1987-03,1.331,
1987-04,1.330,
1987-05,1.328,
1987-06,1.328,
1987-07,1.338,
1987-08,1.335,
1987-09,1.341,
1987-10,1.348,
1987-11,1.374,
1987-12,1.452,
1988-01,1.449,
1988-02,1.468,
1988-03,1.479,
1988-04,1.452,
1988-05,1.455,
1988-06,1.465,
1988-07,1.475,
1988-08,1.458,
1988-09,1.470,
1988-10,1.746,
1988-11,1.868,
1988-12,1.695,
1989-01,1.713,
1989-02,1.772,
1989-03,1.775,
1989-04,1.837,
1989-05,1.752,
1989-06,1.750,
1989-07,1.747,
1989-08,1.753,
1989-09,1.893,
1989-10,1.890,
1989-11,2.135,
1989-12,1.973,
1990-01,2.017,
1990-02,2.031,
1990-03,2.085,
1990-04,2.089,
1990-05,2.124,
1990-06,2.130,
1990-07,2.306,
1990-08,2.302,
1990-09,2.305,
1990-10,2.301,
1990-11,2.316,
1990-12,2.410,
1991-01,2.427,
1991-02,2.440,
1991-03,2.517,
1991-04,2.589,
1991-05,2.583,
1991-06,2.597,
1991-07,2.725,
1991-08,2.725,
1991-09,2.711,
1991-10,2.712,
1991-11,2.706,
1991-12,2.695,
1992-01,2.708,
1992-02,2.779,
1992-03,2.787,
1992-04,2.877,
1992-05,2.924,
1992-06,2.912,
1992-07,2.916,
1992-08,2.910,
1992-09,3.049,
1992-10,3.085,
1992-11,3.111,
1992-12,3.538,
1993-01,3.543,
1993-02,3.620,
1993-03,3.747,
1993-04,3.779,
1993-05,3.787,
1993-06,3.811,
1993-07,3.802,
1993-08,3.787,
1993-09,3.858,
1993-10,3.883,
1993-11,3.943,
1993-12,4.152,
1994-01,4.164,
1994-02,4.186,
1994-03,4.258,
1994-04,4.148,
1994-05,4.295,
1994-06,4.380,
1994-07,4.430,
1994-08,4.443,
1994-09,4.485,
1994-10,4.505,
1994-11,4.498,
1994-12,4.859,
1995-01,4.872,
1995-02,4.900,
1995-03,4.888,
1995-04,4.859,
1995-05,4.888,
1995-06,4.988,
1995-07,5.043,
1995-08,5.068,
1995-09,5.055,
1995-10,5.091,
1995-11,5.111,
1995-12,5.579,
1996-01,5.583,
1996-02,6.108,
1996-03,6.151,
1996-04,6.129,
1996-05,6.272,
1996-06,6.263,
1996-07,6.255,
1996-08,6.260,
1996-09,6.277,
1996-10,6.500,
1996-11,6.570,
1996-12,6.879,
1997-01,6.954,
1997-02,7.055,
1997-03,7.049,
1997-04,7.172,
1997-05,8.638,
1997-06,8.720,
1997-07,8.783,
1997-08,8.748,
1997-09,8.959,
1997-10,8.794,
1997-11,8.795,
1997-12,8.865,
1998-01,8.968,
1998-02,9.039,
1998-03,9.105,
1998-04,9.102,
1998-05,9.213,
1998-06,9.280,
1998-07,9.619,
1998-08,9.702,
1998-09,12.159,
1998-10,12.281,
1998-11,12.335,
1998-12,10.246,
1999-01,10.362,
1999-02,10.358,
1999-03,10.184,
1999-04,10.266,
1999-05,15.604,
1999-06,15.315,
1999-07,15.622,
1999-08,16.557,
1999-09,16.565,
1999-10,13.900,
1999-11,13.945,
1999-12,13.987,
2000-01,14.045,
2000-02,17.937,
2000-03,18.694,
2000-04,18.746,
2000-05,18.908,
2000-06,19.079,
