"",BBK01.TUE388,BBK01.TUE388_FLAGS
"",Debt securities issued (net) / of which denominated in euro / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:14,
1997-09,1176715,
1997-10,1181162,
1997-11,1180295,
1997-12,1178196,
1998-01,1191601,
1998-02,1204251,
1998-03,1216280,
1998-04,1216524,
1998-05,1226958,
1998-06,1232797,
1998-07,1254185,
1998-08,1257082,
1998-09,1258851,
1998-10,1260096,
1998-11,1275218,
1998-12,1274439,
1999-01,1283725,
1999-02,1287649,
1999-03,1304870,
1999-04,1319349,
1999-05,1323289,
1999-06,1317612,
1999-07,1317087,
1999-08,1325177,
1999-09,1349025,
1999-10,1363186,
1999-11,1387308,
1999-12,1389012,
2000-01,1372259,
2000-02,1386023,
2000-03,1395739,
2000-04,1393065,
2000-05,1411507,
2000-06,1416735,
2000-07,1415304,
2000-08,1418503,
2000-09,1420176,
2000-10,1428471,
2000-11,1419560,
2000-12,1426140,
2001-01,1464958,
2001-02,1473452,
2001-03,1478673,
2001-04,1475996,
2001-05,1464396,
2001-06,1480368,
2001-07,1481534,
2001-08,1474180,
2001-09,1475126,
2001-10,1481310,
2001-11,1453746,
2001-12,1453614,
2002-01,1463368,
2002-02,1463047,
2002-03,1474559,
2002-04,1466383,
2002-05,1481488,
2002-06,1476875,
2002-07,1478776,
2002-08,1496004,
2002-09,1494058,
2002-10,1492744,
2002-11,1494064,
2002-12,1490293,
2003-01,1481241,
2003-02,1484388,
2003-03,1483421,
2003-04,1515759,
2003-05,1513760,
2003-06,1514876,
2003-07,1516986,
2003-08,1513849,
2003-09,1516783,
2003-10,1537941,
2003-11,1550917,
2003-12,1535206,
2004-01,1549032,
2004-02,1558572,
2004-03,1575599,
2004-04,1586446,
2004-05,1588991,
2004-06,1597945,
2004-07,1606840,
2004-08,1616275,
2004-09,1635531,
2004-10,1640856,
2004-11,1643862,
2004-12,1651163,
2005-01,1659889,
2005-02,1689477,
2005-03,1698621,
2005-04,1711427,
2005-05,1717207,
2005-06,1734145,
2005-07,1734471,
2005-08,1737622,
2005-09,1746469,
2005-10,1766120,
2005-11,1764239,
2005-12,1739043,
2006-01,1749789,
2006-02,1777267,
2006-03,1805584,
2006-04,1814039,
2006-05,1830389,
2006-06,1842034,
2006-07,1850664,
2006-08,1864940,
2006-09,1873465,
2006-10,1906631,
2006-11,1926604,
2006-12,1928383,
2007-01,1957177,
2007-02,1996163,
2007-03,2025171,
2007-04,2027806,
2007-05,2049680,
2007-06,2055889,
2007-07,2057138,
2007-08,2089837,
2007-09,2111179,
2007-10,2172569,
2007-11,2176529,
2007-12,2190944,
2008-01,2173705,
2008-02,2152870,
2008-03,2174372,
2008-04,2169436,
2008-05,2197146,
2008-06,2210579,
2008-07,2228654,
2008-08,2227684,
2008-09,2233719,
2008-10,2176362,
2008-11,2174521,
2008-12,2193794,
2009-01,2160993,
2009-02,2181632,
2009-03,2171753,
2009-04,2166357,
2009-05,2182951,
2009-06,2169431,
2009-07,2174299,
2009-08,2168027,
2009-09,2156920,
2009-10,2148492,
2009-11,2143964,
2009-12,2136839,
2010-01,2155120,
2010-02,2133800,
2010-03,2161439,
2010-04,2162458,
2010-05,2149336,
2010-06,2141365,
2010-07,2142071,
2010-08,2133598,
2010-09,2143399,
2010-10,2143873,
2010-11,2155296,
2010-12,2152942,
2011-01,2187130,
2011-02,2201533,
2011-03,2284779,
2011-04,2292478,
2011-05,2303182,
2011-06,2315733,
2011-07,2314653,
2011-08,2304450,
2011-09,2314245,
2011-10,2301875,
2011-11,2312182,
2011-12,2296993,
2012-01,2298191,
2012-02,2303515,
2012-03,2312542,
2012-04,2289095,
2012-05,2271781,
2012-06,2275228,
2012-07,2275856,
2012-08,2264894,
2012-09,2251596,
2012-10,2226155,
2012-11,2206616,
2012-12,2183121,
2013-01,2172250,
2013-02,2151423,
2013-03,2122023,
2013-04,2102000,
2013-05,2076426,
2013-06,2061841,
2013-07,2031226,
2013-08,2012935,
2013-09,2003656,
2013-10,2006091,
2013-11,1999872,
2013-12,1978634,
2014-01,1969067,
2014-02,1956671,
2014-03,1961523,
2014-04,1948385,
2014-05,1948708,
2014-06,1919879,
2014-07,1898468,
2014-08,1888829,
2014-09,1878016,
2014-10,1839760,
2014-11,1824877,
2014-12,1815169,
2015-01,1800510,
