"",BBK01.TUD438,BBK01.TUD438_FLAGS
"",Deposits of non-banks (non-MFIs) in the euro area / in other member states / Overnight / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:24,
1979-12,479,
1980-01,448,
1980-02,454,
1980-03,468,
1980-04,471,
1980-05,468,
1980-06,476,
1980-07,468,
1980-08,478,
1980-09,483,
1980-10,489,
1980-11,495,
1980-12,509,
1981-01,495,
1981-02,499,
1981-03,534,
1981-04,516,
1981-05,525,
1981-06,525,
1981-07,538,
1981-08,524,
1981-09,520,
1981-10,512,
1981-11,516,
1981-12,544,
1982-01,523,
1982-02,524,
1982-03,532,
1982-04,515,
1982-05,516,
1982-06,529,
1982-07,532,
1982-08,538,
1982-09,544,
1982-10,540,
1982-11,535,
1982-12,554,
1983-01,528,
1983-02,528,
1983-03,533,
1983-04,525,
1983-05,532,
1983-06,553,
1983-07,548,
1983-08,545,
1983-09,546,
1983-10,541,
1983-11,543,
1983-12,558,
1984-01,530,
1984-02,523,
1984-03,530,
1984-04,544,
1984-05,551,
1984-06,556,
1984-07,569,
1984-08,569,
1984-09,601,
1984-10,600,
1984-11,603,
1984-12,648,
1985-01,626,
1985-02,645,
1985-03,618,
1985-04,618,
1985-05,604,
1985-06,623,
1985-07,599,
1985-08,606,
1985-09,607,
1985-10,614,
1985-11,631,
1985-12,659,
1986-01,635,
1986-02,626,
1986-03,651,
1986-04,643,
1986-05,646,
1986-06,650,
1986-07,634,
1986-08,638,
1986-09,691,
1986-10,698,
1986-11,684,
1986-12,695,
1987-01,690,
1987-02,680,
1987-03,688,
1987-04,701,
1987-05,701,
1987-06,721,
1987-07,720,
1987-08,721,
1987-09,741,
1987-10,769,
1987-11,741,
1987-12,736,
1988-01,741,
1988-02,742,
1988-03,757,
1988-04,745,
1988-05,763,
1988-06,786,
1988-07,822,
1988-08,837,
1988-09,834,
1988-10,833,
1988-11,830,
1988-12,828,
1989-01,847,
1989-02,858,
1989-03,881,
1989-04,911,
1989-05,956,
1989-06,957,
1989-07,930,
1989-08,943,
1989-09,952,
1989-10,962,
1989-11,963,
1989-12,962,
1990-01,983,
1990-02,1004,
1990-03,1009,
1990-04,1020,
1990-05,1022,
1990-06,1137,
1990-07,1160,
1990-08,1166,
1990-09,1203,
1990-10,1180,
1990-11,1172,
1990-12,1187,
1991-01,1192,
1991-02,1208,
1991-03,1303,
1991-04,1283,
1991-05,1255,
1991-06,1295,
1991-07,1271,
1991-08,1289,
1991-09,1255,
1991-10,1279,
1991-11,1275,
1991-12,1249,
1992-01,1283,
1992-02,1312,
1992-03,1351,
1992-04,1372,
1992-05,1372,
1992-06,1369,
1992-07,1349,
1992-08,1362,
1992-09,1470,
1992-10,1478,
1992-11,1511,
1992-12,1525,
1993-01,1505,
1993-02,1566,
1993-03,1574,
1993-04,1562,
1993-05,1581,
1993-06,1640,
1993-07,1664,
1993-08,1671,
1993-09,1650,
1993-10,1698,
1993-11,1731,
1993-12,1785,
1994-01,3045,
1994-02,2152,
1994-03,2037,
1994-04,1945,
1994-05,2110,
1994-06,2223,
1994-07,2294,
1994-08,2190,
1994-09,2226,
1994-10,2292,
1994-11,2574,
1994-12,2111,
1995-01,2133,
1995-02,2282,
1995-03,2624,
1995-04,2157,
1995-05,2337,
1995-06,2869,
1995-07,2352,
1995-08,2243,
1995-09,1937,
1995-10,2061,
1995-11,2108,
1995-12,2316,
1996-01,2796,
1996-02,2318,
1996-03,2333,
1996-04,3049,
1996-05,2844,
1996-06,2592,
1996-07,2583,
1996-08,2801,
1996-09,3395,
1996-10,2669,
1996-11,2817,
1996-12,3856,
1997-01,2628,
1997-02,3279,
1997-03,3292,
1997-04,3190,
1997-05,3485,
1997-06,3557,
1997-07,3570,
1997-08,3433,
1997-09,4221,
1997-10,4286,
1997-11,3714,
1997-12,3733,
1998-01,4330,
1998-02,5199,
1998-03,4829,
1998-04,5057,
1998-05,4599,
1998-06,5061,
1998-07,4107,
1998-08,4739,
1998-09,4726,
1998-10,5456,
1998-11,6467,
1998-12,4795,
1999-01,7832,
1999-02,6252,
1999-03,6461,
1999-04,6116,
1999-05,6781,
1999-06,9547,
1999-07,6314,
1999-08,5747,
1999-09,5648,
1999-10,5318,
1999-11,8600,
1999-12,6539,
2000-01,8532,
2000-02,7249,
2000-03,7358,
2000-04,8969,
2000-05,6135,
2000-06,8123,
2000-07,7178,
2000-08,6754,
2000-09,6858,
2000-10,6894,
2000-11,7455,
2000-12,6882,
2001-01,8038,
2001-02,6215,
2001-03,7614,
2001-04,7499,
2001-05,8796,
2001-06,8175,
2001-07,7645,
2001-08,6565,
2001-09,8284,
2001-10,7681,
2001-11,8646,
2001-12,7646,
2002-01,8086,
2002-02,8211,
2002-03,8125,
2002-04,10056,
2002-05,7389,
2002-06,8533,
2002-07,7965,
2002-08,7308,
2002-09,8819,
2002-10,8226,
2002-11,10008,
2002-12,8127,
2003-01,9053,
2003-02,7981,
2003-03,7711,
2003-04,8150,
2003-05,8816,
2003-06,8805,
2003-07,9343,
2003-08,8924,
2003-09,9624,
2003-10,10707,
2003-11,9927,
2003-12,9325,
2004-01,9548,
2004-02,10794,
2004-03,13140,
2004-04,10593,
2004-05,9405,
2004-06,12418,
2004-07,9678,
2004-08,9770,
2004-09,14433,
2004-10,9635,
2004-11,11941,
2004-12,8837,
2005-01,13451,
2005-02,13227,
2005-03,11470,
2005-04,10682,
2005-05,12408,
