"",BBFB1.M.N.DE.W1.S1.S1.T.AI.FA.P.F51._Z._T.M.N,BBFB1.M.N.DE.W1.S1.S1.T.AI.FA.P.F51._Z._T.M.N_FLAGS
"",Financial account / Net domestic financial investment abroad / Portfolio investment / Shares / Purchases / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:50:34,
1991-01,698.108,
1991-02,1608.800,
1991-03,1674.289,
1991-04,1609.202,
1991-05,1360.353,
1991-06,1634.427,
1991-07,1700.559,
1991-08,1475.301,
1991-09,1215.822,
1991-10,1226.058,
1991-11,1131.033,
1991-12,904.886,
1992-01,1547.638,
1992-02,1681.794,
1992-03,1508.917,
1992-04,1524.738,
1992-05,1621.162,
1992-06,1308.833,
1992-07,1432.883,
1992-08,852.688,
1992-09,1089.852,
1992-10,1354.826,
1992-11,1059.017,
1992-12,1150.271,
1993-01,1742.199,
1993-02,2281.733,
1993-03,1905.259,
1993-04,2265.159,
1993-05,1934.570,
1993-06,2010.645,
1993-07,2849.082,
1993-08,2680.989,
1993-09,2088.202,
1993-10,3044.390,
1993-11,2805.384,
1993-12,3981.259,
1994-01,4725.057,
1994-02,4590.975,
1994-03,4936.278,
1994-04,3039.528,
1994-05,3437.833,
1994-06,3219.451,
1994-07,2782.725,
1994-08,2830.040,
1994-09,2067.907,
1994-10,1868.133,
1994-11,2312.027,
1994-12,2138.519,
1995-01,1857.297,
1995-02,2190.750,
1995-03,1845.159,
1995-04,1795.174,
1995-05,3519.386,
1995-06,2090.688,
1995-07,3376.062,
1995-08,3171.823,
1995-09,2730.794,
1995-10,2752.101,
1995-11,3424.755,
1995-12,2877.064,
1996-01,5190.263,
1996-02,3690.268,
1996-03,5672.454,
1996-04,6710.218,
1996-05,5661.624,
1996-06,4690.571,
1996-07,5612.192,
1996-08,4391.443,
1996-09,3618.129,
1996-10,5156.123,
1996-11,4704.662,
1996-12,7730.297,
1997-01,11268.232,
1997-02,12216.966,
1997-03,12756.322,
1997-04,19403.225,
1997-05,17933.839,
1997-06,18807.976,
1997-07,18713.707,
1997-08,14533.270,
1997-09,14178.183,
1997-10,13120.537,
1997-11,14131.796,
1997-12,14981.706,
1998-01,14132.015,
1998-02,18411.049,
1998-03,29942.597,
1998-04,24400.407,
1998-05,33125.965,
1998-06,46031.555,
1998-07,24793.529,
1998-08,20490.190,
1998-09,23164.465,
1998-10,21019.952,
1998-11,17963.472,
1998-12,23572.509,
1999-01,31112.192,
1999-02,20140.898,
1999-03,34210.379,
1999-04,27758.972,
1999-05,23968.537,
1999-06,36575.670,
1999-07,37551.947,
1999-08,26569.049,
1999-09,25213.227,
1999-10,22988.356,
1999-11,37469.058,
1999-12,64378.777,
2000-01,45294.073,
2000-02,208552.979,
2000-03,86799.854,
2000-04,54989.911,
2000-05,55749.884,
2000-06,49552.411,
2000-07,46641.894,
2000-08,61928.221,
2000-09,53168.444,
2000-10,47593.934,
2000-11,47916.961,
2000-12,55007.293,
2001-01,54771.931,
2001-02,44135.410,
2001-03,60409.236,
2001-04,60126.168,
2001-05,63882.458,
2001-06,58937.188,
2001-07,42586.505,
2001-08,35780.154,
2001-09,34615.891,
2001-10,35462.309,
2001-11,36785.142,
2001-12,35336.229,
2002-01,41883.138,
2002-02,33676.003,
2002-03,43892.121,
2002-04,44179.026,
2002-05,33264.517,
2002-06,35930.462,
2002-07,44446.193,
2002-08,27227.345,
2002-09,25689.204,
2002-10,32464.765,
2002-11,24919.307,
2002-12,35203.720,
2003-01,23217.684,
2003-02,19824.159,
2003-03,25363.279,
2003-04,27056.494,
2003-05,24418.858,
2003-06,39436.135,
2003-07,37106.104,
2003-08,26292.783,
2003-09,32591.508,
2003-10,29528.702,
2003-11,28508.842,
2003-12,36900.350,
2004-01,32934.960,
2004-02,33580.446,
2004-03,49946.709,
2004-04,57286.264,
2004-05,55408.744,
2004-06,42361.167,
2004-07,31183.393,
2004-08,33094.370,
2004-09,31281.960,
2004-10,34022.656,
2004-11,40136.929,
2004-12,44062.801,
2005-01,37419.529,
2005-02,43613.210,
2005-03,49366.809,
2005-04,47508.353,
2005-05,56511.621,
2005-06,54791.656,
2005-07,46090.160,
2005-08,51404.641,
2005-09,53329.680,
2005-10,53178.359,
2005-11,80803.792,
2005-12,64349.006,
2006-01,57881.627,
2006-02,60449.563,
2006-03,80558.491,
2006-04,55193.097,
2006-05,76391.128,
2006-06,79301.259,
2006-07,44187.507,
2006-08,65297.057,
2006-09,62378.336,
2006-10,61366.047,
2006-11,68467.934,
2006-12,74273.048,
2007-01,60514.995,
2007-02,79600.620,
2007-03,113942.358,
2007-04,89690.238,
2007-05,105113.035,
2007-06,93953.485,
2007-07,70451.237,
2007-08,80201.983,
2007-09,73133.402,
2007-10,70986.307,
2007-11,75078.122,
2007-12,70040.951,
2008-01,70067.333,
2008-02,57996.261,
2008-03,73661.018,
2008-04,65399.465,
2008-05,77153.218,
2008-06,65346.058,
2008-07,52571.497,
2008-08,44329.927,
2008-09,63458.594,
2008-10,51510.684,
2008-11,34733.052,
2008-12,43289.452,
2009-01,24818.760,
2009-02,27731.282,
2009-03,35425.551,
2009-04,31109.665,
2009-05,34516.702,
2009-06,36027.144,
2009-07,29541.059,
2009-08,32125.989,
2009-09,39072.930,
2009-10,32578.087,
2009-11,35130.809,
2009-12,42914.355,
2010-01,29724.613,
2010-02,31658.096,
2010-03,51365.016,
2010-04,58656.737,
2010-05,81078.404,
2010-06,58843.747,
2010-07,36672.315,
2010-08,37019.539,
2010-09,49859.330,
