"",BBK01.OEAF05H,BBK01.OEAF05H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:06:55,
2002-01,34.277,
2002-04,34.693,
2002-07,34.783,
2002-10,34.435,
2003-01,34.151,
2003-04,34.373,
2003-07,37.053,
2003-10,36.606,
2004-01,36.047,
2004-04,36.820,
2004-07,35.628,
2004-10,35.519,
2005-01,35.565,
2005-04,35.991,
2005-07,36.419,
2005-10,36.541,
2006-01,36.520,
2006-04,36.918,
2006-07,37.153,
2006-10,37.143,
2007-01,36.532,
2007-04,36.519,
2007-07,36.581,
2007-10,36.473,
2008-01,35.998,
2008-04,35.950,
2008-07,36.253,
2008-10,36.089,
2009-01,35.961,
2009-04,36.247,
2009-07,37.012,
2009-10,38.149,
2010-01,36.738,
2010-04,37.861,
2010-07,38.163,
2010-10,38.799,
2011-01,38.785,
2011-04,39.061,
2011-07,41.708,
2011-10,41.830,
2012-01,41.935,
2012-04,40.740,
2012-07,40.819,
2012-10,40.814,
2013-01,40.336,
2013-04,40.467,
2013-07,40.928,
2013-10,40.659,
2014-01,40.460,
2014-04,40.790,
2014-07,40.974,
