"",BBK01.OUD237,BBK01.OUD237_FLAGS
"",Deposits and borrowing from other domestic households / Time deposits / for up to and including 1 year / Regional banks and other commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:34:53,
1968-12,0.251,
1969-01,0.245,
1969-02,0.239,
1969-03,0.232,
1969-04,0.240,
1969-05,0.258,
1969-06,0.240,
1969-07,0.243,
1969-08,0.243,
1969-09,0.284,
1969-10,0.296,
1969-11,0.289,
1969-12,0.319,
1970-01,0.289,
1970-02,0.285,
1970-03,0.268,
1970-04,0.281,
1970-05,0.291,
1970-06,0.307,
1970-07,0.335,
1970-08,0.339,
1970-09,0.323,
1970-10,0.328,
1970-11,0.346,
1970-12,0.380,
1971-01,0.391,
1971-02,0.399,
1971-03,0.411,
1971-04,0.409,
1971-05,0.414,
1971-06,0.411,
1971-07,0.425,
1971-08,0.429,
1971-09,0.431,
1971-10,0.438,
1971-11,0.452,
1971-12,0.497,
1972-01,0.516,
1972-02,0.510,
1972-03,0.474,
1972-04,0.453,
1972-05,0.465,
1972-06,0.471,
1972-07,0.493,
1972-08,0.504,
1972-09,0.497,
1972-10,0.500,
1972-11,0.533,
1972-12,0.596,
1973-01,0.599,
1973-02,0.618,
1973-03,0.613,
1973-04,0.637,
1973-05,0.724,
1973-06,0.784,
1973-07,0.854,
1973-08,0.906,
1973-09,0.931,
1973-10,1.014,
1973-11,1.055,
1973-12,1.050,
1974-01,1.090,
1974-02,1.127,
1974-03,0.998,
1974-04,0.993,
1974-05,0.943,
1974-06,0.948,
1974-07,0.945,
1974-08,0.891,
1974-09,0.884,
1974-10,0.852,
1974-11,0.873,
1974-12,0.859,
1975-01,0.839,
1975-02,0.798,
1975-03,0.716,
1975-04,0.602,
1975-05,0.557,
1975-06,0.507,
1975-07,0.481,
1975-08,0.487,
1975-09,0.454,
1975-10,0.440,
1975-11,0.434,
1975-12,0.448,
1976-01,0.421,
1976-02,0.383,
1976-03,0.356,
1976-04,0.342,
1976-05,0.347,
1976-06,0.340,
1976-07,0.373,
1976-08,0.386,
1976-09,0.369,
1976-10,0.367,
1976-11,0.357,
1976-12,0.389,
1977-01,0.398,
1977-02,0.407,
1977-03,0.431,
1977-04,0.404,
1977-05,0.416,
1977-06,0.408,
1977-07,0.404,
1977-08,0.384,
1977-09,0.384,
1977-10,0.393,
1977-11,0.402,
1977-12,0.407,
1978-01,0.375,
1978-02,0.367,
1978-03,0.386,
1978-04,0.374,
1978-05,0.393,
1978-06,0.393,
1978-07,0.399,
1978-08,0.423,
1978-09,0.420,
1978-10,0.461,
1978-11,0.489,
1978-12,0.495,
1979-01,0.507,
1979-02,0.551,
1979-03,0.538,
1979-04,0.542,
1979-05,0.561,
1979-06,0.568,
1979-07,0.593,
1979-08,0.644,
1979-09,0.652,
1979-10,0.716,
1979-11,0.794,
1979-12,0.839,
1980-01,0.886,
1980-02,0.931,
1980-03,0.978,
1980-04,0.971,
1980-05,1.017,
1980-06,1.016,
1980-07,1.052,
1980-08,1.075,
1980-09,1.078,
1980-10,1.090,
1980-11,1.110,
1980-12,1.158,
1981-01,1.191,
1981-02,1.218,
1981-03,1.237,
1981-04,1.294,
1981-05,1.296,
1981-06,1.310,
1981-07,1.397,
1981-08,1.398,
1981-09,1.400,
1981-10,1.417,
1981-11,1.424,
1981-12,1.446,
1982-01,1.467,
1982-02,1.469,
1982-03,1.446,
1982-04,1.460,
1982-05,1.447,
1982-06,1.428,
1982-07,1.457,
1982-08,1.477,
1982-09,1.421,
