"",BBDE1.M.DE.Y.AEA1.P2XF14000.B2.V.I10.A,BBDE1.M.DE.Y.AEA1.P2XF14000.B2.V.I10.A_FLAGS
"","Orders received / At current prices, flows / Germany / Stuctural engineering - public sector construction / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 08:07:14,
1991-01,124.1,
1991-02,118.8,
1991-03,120.6,
1991-04,126.1,
1991-05,127.8,
1991-06,139.7,
1991-07,125.4,
1991-08,132.6,
1991-09,130.5,
1991-10,129.8,
1991-11,139.0,
1991-12,149.4,
1992-01,146.1,
1992-02,196.1,
1992-03,132.4,
1992-04,135.5,
1992-05,135.1,
1992-06,136.6,
1992-07,132.5,
1992-08,125.5,
1992-09,143.2,
1992-10,140.1,
1992-11,151.0,
1992-12,155.5,
1993-01,130.9,
1993-02,146.4,
1993-03,146.4,
1993-04,137.2,
1993-05,141.0,
1993-06,128.4,
1993-07,129.6,
1993-08,159.2,
1993-09,143.5,
1993-10,150.9,
1993-11,140.3,
1993-12,178.9,
1994-01,144.6,
1994-02,142.1,
1994-03,156.4,
1994-04,142.7,
1994-05,160.4,
1994-06,153.6,
1994-07,161.1,
1994-08,163.2,
1994-09,152.9,
1994-10,155.0,
1994-11,159.6,
1994-12,152.2,
1995-01,196.2,
1995-02,141.0,
1995-03,151.0,
1995-04,160.3,
1995-05,145.8,
1995-06,152.7,
1995-07,170.6,
1995-08,145.1,
1995-09,160.3,
1995-10,158.5,
1995-11,132.9,
1995-12,136.5,
1996-01,165.2,
1996-02,154.6,
1996-03,140.5,
1996-04,152.2,
1996-05,131.5,
1996-06,135.4,
1996-07,132.3,
1996-08,131.2,
1996-09,121.1,
1996-10,126.0,
1996-11,127.1,
1996-12,123.0,
1997-01,104.6,
1997-02,163.6,
1997-03,124.5,
1997-04,113.8,
1997-05,134.8,
1997-06,122.7,
1997-07,142.3,
1997-08,137.8,
1997-09,137.9,
1997-10,133.9,
1997-11,115.1,
1997-12,127.2,
1998-01,154.5,
1998-02,137.9,
1998-03,120.1,
1998-04,120.4,
1998-05,124.6,
1998-06,132.5,
1998-07,130.9,
1998-08,126.4,
1998-09,143.6,
1998-10,111.3,
1998-11,130.5,
1998-12,119.6,
1999-01,121.4,
1999-02,142.2,
1999-03,133.4,
1999-04,143.6,
1999-05,133.4,
1999-06,128.1,
1999-07,101.2,
1999-08,111.4,
1999-09,116.7,
1999-10,134.2,
1999-11,109.7,
1999-12,132.1,
2000-01,133.4,
2000-02,103.8,
2000-03,123.0,
2000-04,113.5,
2000-05,111.0,
2000-06,111.1,
2000-07,94.3,
2000-08,95.6,
2000-09,100.6,
2000-10,99.5,
2000-11,103.6,
2000-12,142.5,
2001-01,97.3,
2001-02,93.4,
2001-03,102.7,
2001-04,97.9,
2001-05,105.8,
2001-06,144.2,
2001-07,98.4,
2001-08,91.4,
2001-09,93.2,
2001-10,126.4,
2001-11,109.2,
2001-12,89.6,
2002-01,98.8,
2002-02,101.6,
2002-03,115.2,
2002-04,107.8,
2002-05,88.3,
2002-06,108.2,
2002-07,95.7,
2002-08,102.6,
2002-09,97.5,
2002-10,79.0,
2002-11,97.9,
2002-12,92.9,
2003-01,87.9,
2003-02,92.5,
2003-03,81.0,
2003-04,91.0,
2003-05,89.3,
2003-06,76.9,
2003-07,89.9,
2003-08,91.9,
2003-09,93.0,
2003-10,89.5,
2003-11,82.9,
2003-12,83.4,
2004-01,79.4,
2004-02,112.3,
2004-03,89.1,
2004-04,86.8,
2004-05,79.7,
2004-06,82.3,
2004-07,99.7,
2004-08,91.3,
2004-09,87.1,
2004-10,87.1,
2004-11,81.8,
2004-12,87.1,
2005-01,79.8,
2005-02,80.7,
2005-03,81.8,
2005-04,75.7,
2005-05,82.0,
2005-06,87.5,
2005-07,78.6,
2005-08,83.7,
2005-09,97.9,
2005-10,84.0,
2005-11,83.5,
2005-12,88.1,
2006-01,85.6,
2006-02,99.0,
2006-03,95.2,
2006-04,91.5,
2006-05,74.7,
2006-06,90.6,
2006-07,94.0,
2006-08,80.3,
2006-09,81.5,
2006-10,78.3,
2006-11,84.1,
2006-12,71.5,
2007-01,84.8,
2007-02,75.5,
2007-03,121.9,
2007-04,81.9,
2007-05,93.7,
2007-06,76.9,
2007-07,88.2,
2007-08,94.5,
2007-09,83.5,
2007-10,94.0,
2007-11,92.2,
2007-12,103.7,
2008-01,99.3,
2008-02,94.7,
2008-03,121.6,
2008-04,98.5,
2008-05,87.4,
2008-06,87.0,
2008-07,93.5,
2008-08,93.0,
2008-09,97.6,
2008-10,101.6,
2008-11,86.0,
2008-12,118.0,
2009-01,85.7,
2009-02,91.0,
2009-03,90.0,
2009-04,88.5,
2009-05,101.9,
2009-06,93.5,
2009-07,91.5,
2009-08,99.4,
2009-09,101.8,
2009-10,94.4,
2009-11,107.6,
2009-12,119.2,
2010-01,105.9,
2010-02,115.4,
2010-03,98.5,
2010-04,110.9,
2010-05,95.8,
2010-06,104.8,
2010-07,96.2,
2010-08,98.4,
2010-09,94.1,
2010-10,97.5,
2010-11,96.3,
2010-12,89.3,
2011-01,85.7,
2011-02,76.0,
2011-03,91.5,
2011-04,86.4,
2011-05,101.1,
2011-06,113.4,
2011-07,96.7,
2011-08,83.9,
2011-09,82.2,
2011-10,77.7,
2011-11,107.1,
2011-12,93.7,
2012-01,104.7,
2012-02,105.8,
2012-03,98.6,
2012-04,83.1,
2012-05,83.7,
2012-06,89.1,
2012-07,74.5,
2012-08,118.9,
2012-09,88.8,
2012-10,105.5,
2012-11,82.9,
2012-12,70.2,
2013-01,89.9,
2013-02,94.4,
2013-03,91.0,
2013-04,113.4,
2013-05,97.1,
2013-06,89.6,
2013-07,94.1,
2013-08,91.8,
2013-09,92.9,
2013-10,85.9,
2013-11,92.8,
2013-12,91.1,
2014-01,107.7,
2014-02,84.0,
2014-03,92.2,
2014-04,95.2,
2014-05,94.1,
2014-06,95.0,
2014-07,94.3,
2014-08,89.3,
2014-09,80.7,
2014-10,85.3,
2014-11,84.4,
2014-12,86.7,
