"",BBK01.PC3383,BBK01.PC3383_FLAGS
"",Lending to craft trades / Total / Building and loan asscociations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:24:40,
1999-01,1.061,
1999-04,1.036,
1999-07,1.037,
1999-10,1.040,
2000-01,1.040,
2000-04,1.046,
2000-07,1.055,
2000-10,1.073,
2001-01,1.077,
2001-04,1.083,
2001-07,1.090,
2001-10,1.100,
2002-01,1.094,
2002-04,1.093,
2002-07,1.099,
2002-10,1.105,
2003-01,1.103,
2003-04,1.096,
2003-07,1.090,
2003-10,1.091,
2004-01,1.091,
2004-04,1.065,
2004-07,1.051,
2004-10,1.049,
2005-01,1.024,
2005-04,1.010,
2005-07,0.997,
2005-10,0.994,
2006-01,0.981,
2006-04,0.968,
2006-07,0.971,
2006-10,1.008,
2007-01,1.020,
2007-04,1.022,
2007-07,1.033,
2007-10,1.013,
2008-01,1.018,
2008-04,1.036,
2008-07,1.059,
2008-10,1.070,
2009-01,1.084,
2009-04,1.093,
2009-07,1.117,
2009-10,1.134,
2010-01,1.141,
2010-04,1.145,
2010-07,1.144,
2010-10,1.147,
2011-01,1.156,
2011-04,1.165,
2011-07,1.180,
2011-10,1.199,
2012-01,1.216,
2012-04,1.229,
2012-07,1.235,
2012-10,1.245,
2013-01,1.260,
2013-04,1.283,
2013-07,1.292,
2013-10,1.304,
2014-01,1.314,
2014-04,1.329,
2014-07,1.331,
2014-10,1.319,
