"",BBK01.OEYB21I,BBK01.OEYB21I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:27:46,
2002-01,22.612,
2002-04,26.371,
2002-07,24.096,
2002-10,23.329,
2003-01,22.513,
2003-04,13.137,
2003-07,12.012,
2003-10,10.962,
2004-01,10.883,
2004-04,10.913,
2004-07,10.912,
2004-10,11.379,
2005-01,10.836,
2005-04,11.335,
2005-07,12.470,
2005-10,14.627,
2006-01,11.610,
2006-04,12.310,
2006-07,20.190,
2006-10,22.436,
2007-01,19.882,
2007-04,20.555,
2007-07,19.915,
2007-10,20.065,
2008-01,18.817,
2008-04,17.969,
2008-07,17.429,
2008-10,17.266,
2009-01,16.976,
2009-04,18.350,
2009-07,26.686,
2009-10,26.862,
2010-01,26.590,
2010-04,25.306,
2010-07,24.718,
2010-10,23.477,
2011-01,25.744,
2011-04,24.956,
2011-07,22.356,
2011-10,22.447,
2012-01,22.284,
2012-04,21.101,
2012-07,20.604,
2012-10,19.878,
2013-01,19.108,
2013-04,19.077,
2013-07,18.542,
2013-10,17.666,
2014-01,17.333,
2014-04,17.070,
2014-07,16.973,
