"",BBK01.OEAF32N,BBK01.OEAF32N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:08:49,
2002-01,144.194,
2002-04,145.841,
2002-07,147.835,
2002-10,150.572,
2003-01,151.061,
2003-04,149.863,
2003-07,152.157,
2003-10,153.636,
2004-01,154.285,
2004-04,156.536,
2004-07,158.143,
2004-10,158.591,
2005-01,163.659,
2005-04,165.291,
2005-07,165.606,
2005-10,167.327,
2006-01,173.270,
2006-04,173.957,
2006-07,175.683,
2006-10,176.673,
2007-01,176.386,
2007-04,177.418,
2007-07,178.849,
2007-10,178.857,
2008-01,179.063,
2008-04,180.472,
2008-07,177.796,
2008-10,177.598,
2009-01,176.577,
2009-04,177.281,
2009-07,178.455,
2009-10,178.870,
2010-01,179.429,
2010-04,179.481,
2010-07,181.204,
2010-10,182.087,
2011-01,182.367,
2011-04,183.361,
2011-07,184.987,
2011-10,185.651,
2012-01,185.898,
2012-04,181.843,
2012-07,183.305,
2012-10,185.486,
2013-01,185.861,
2013-04,187.068,
2013-07,188.499,
2013-10,189.386,
2014-01,189.621,
2014-04,190.774,
2014-07,192.330,
