"",BBK01.PQA351,BBK01.PQA351_FLAGS
"",Lending to domestic enterprises and resident individuals / Short-term / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:19:45,
1948-10,2.370,
1949-01,2.794,
1949-04,3.191,
1949-07,4.057,
1949-10,4.853,
1950-01,5.380,
1950-04,5.645,
1950-07,6.266,
1950-10,7.016,
1951-01,7.003,
1951-04,6.994,
1951-07,7.604,
1951-10,8.238,
1952-01,8.831,
1952-04,8.774,
1952-07,9.273,
1952-10,10.042,
1953-01,10.493,
1953-04,10.679,
1953-07,11.064,
1953-10,11.406,
1954-01,11.832,
1954-04,11.957,
1954-07,12.213,
1954-10,13.216,
1955-01,13.645,
1955-04,13.929,
1955-07,14.281,
1955-10,14.717,
1956-01,15.081,
1956-04,15.384,
1956-07,15.209,
1956-10,15.516,
1957-01,15.967,
1957-04,16.048,
1957-07,15.993,
1957-10,16.379,
1958-01,16.356,
1958-04,16.318,
1958-07,16.096,
1958-10,16.388,
1959-01,16.562,
1959-04,16.827,
1959-07,17.268,
1959-10,18.072,
1960-01,18.732,
1960-04,19.477,
1960-07,20.033,
1960-10,20.882,
1961-01,21.927,
1961-04,23.126,
1961-07,23.570,
1961-10,24.117,
1962-01,24.642,
1962-04,25.612,
1962-07,25.706,
1962-10,25.685,
1963-01,26.382,
1963-04,27.448,
1963-07,27.236,
1963-10,27.564,
1964-01,27.965,
1964-04,29.178,
1964-07,29.498,
1964-10,30.332,
1965-01,31.034,
1965-04,32.754,
1965-07,32.909,
1965-10,33.767,
1966-01,34.749,
1966-04,36.433,
1966-07,36.438,
1966-10,36.339,
1967-01,35.467,
1967-04,36.385,
1967-07,36.500,
1967-10,37.275,
1968-01,36.868,
1968-04,38.504,
1968-07,39.314,
1968-10,40.815,
1969-01,42.730,
1969-04,44.483,
1969-07,45.632,
1969-10,51.208,
1970-01,52.409,
1970-04,55.542,
1970-07,55.642,
1970-10,57.553,
1971-01,58.072,
1971-04,61.059,
1971-07,62.854,
1971-10,66.909,
1972-01,68.522,
1972-04,73.681,
1972-07,74.390,
1972-10,79.383,
1973-01,78.904,
1973-04,81.400,
1973-07,83.185,
1973-10,85.092,
1974-01,86.189,
1974-04,90.108,
1974-07,90.370,
1974-10,91.336,
1975-01,88.898,
1975-04,88.110,
1975-07,84.720,
1975-10,87.017,
1976-01,84.279,
1976-04,88.689,
1976-07,89.893,
1976-10,93.174,
1977-01,92.019,
1977-04,95.440,
1977-07,94.554,
1977-10,98.459,
1978-01,95.593,
1978-04,100.093,
1978-07,100.545,
1978-10,104.919,
1979-01,104.840,
1979-04,112.043,
1979-07,113.775,
1979-10,120.804,
1980-01,119.256,
1980-04,126.440,
1980-07,126.974,
1980-10,136.989,
1981-01,138.854,
1981-04,142.747,
1981-07,143.959,
1981-10,148.807,
1982-01,147.202,
1982-04,151.644,
1982-07,152.590,
1982-10,155.076,
1983-01,151.202,
1983-04,156.032,
1983-07,158.101,
1983-10,162.407,
1984-01,162.669,
1984-04,168.009,
1984-07,171.267,
1984-10,173.869,
1985-01,174.937,
1985-04,178.358,
1985-07,174.140,
1985-10,178.957,
1986-01,178.709,
1986-04,180.613,
1986-07,175.771,
1986-10,174.826,
1987-01,170.402,
1987-04,168.684,
1987-07,168.235,
1987-10,166.518,
1988-01,166.789,
1988-04,170.910,
1988-07,169.162,
1988-10,174.525,
1989-01,175.330,
1989-04,183.056,
1989-07,186.680,
1989-10,191.557,
1990-01,197.473,
1990-04,243.738,
1990-07,256.238,
1990-10,266.323,
1991-01,272.506,
1991-04,284.952,
1991-07,286.214,
1991-10,294.237,
1992-01,292.615,
1992-04,302.487,
1992-07,295.523,
1992-10,291.941,
1993-01,285.887,
1993-04,283.656,
1993-07,280.441,
1993-10,276.495,
1994-01,270.017,
1994-04,270.856,
1994-07,272.808,
1994-10,280.499,
1995-01,282.671,
1995-04,294.046,
1995-07,295.267,
1995-10,298.238,
1996-01,297.306,
1996-04,304.622,
1996-07,303.574,
1996-10,315.036,
1997-01,310.207,
1997-04,317.722,
1997-07,312.777,
1997-10,319.462,
1998-01,314.901,
1998-04,324.159,
1998-07,326.635,
1998-10,337.861,
1999-01,320.999,
1999-04,330.522,
1999-07,321.867,
1999-10,329.404,
2000-01,341.520,
2000-04,349.509,
2000-07,350.685,
2000-10,348.378,
2001-01,362.195,
2001-04,362.671,
2001-07,353.185,
2001-10,355.775,
2002-01,348.527,
2002-04,342.637,
2002-07,342.076,
2002-10,331.399,
2003-01,330.735,
2003-04,327.308,
2003-07,323.306,
2003-10,313.854,
2004-01,306.296,
2004-04,294.552,
2004-07,287.014,
2004-10,283.392,
2005-01,287.111,
2005-04,288.433,
2005-07,293.120,
2005-10,273.229,
2006-01,291.984,
2006-04,291.974,
2006-07,300.773,
2006-10,269.573,
2007-01,291.417,
2007-04,292.926,
2007-07,300.049,
2007-10,301.660,
2008-01,329.020,
2008-04,337.982,
2008-07,345.187,
2008-10,335.524,
2009-01,368.038,
2009-04,362.174,
2009-07,337.282,
2009-10,306.284,
2010-01,302.690,
2010-04,312.993,
2010-07,293.272,
2010-10,282.940,
2011-01,292.458,
2011-04,306.685,
2011-07,325.848,
2011-10,316.162,
2012-01,328.667,
2012-04,323.951,
2012-07,340.477,
2012-10,316.411,
2013-01,331.721,
2013-04,338.243,
2013-07,225.294,
2013-10,217.113,
2014-01,219.877,
2014-04,222.623,
2014-07,220.279,
2014-10,212.108,
