"",BBK01.QUK883,BBK01.QUK883_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Tunisia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:35:13,
2002-03,0.135,
2002-04,0.136,
2002-05,0.137,
2002-06,0.134,
2002-07,0.131,
2002-08,0.132,
2002-09,0.130,
2002-10,0.127,
2002-11,0.140,
2002-12,0.137,
2003-01,0.134,
2003-02,0.135,
2003-03,0.131,
2003-04,0.130,
2003-05,0.129,
2003-06,0.127,
2003-07,0.127,
2003-08,0.127,
2003-09,0.123,
2003-10,0.124,
2003-11,0.123,
2003-12,0.113,
2004-01,0.111,
2004-02,0.110,
2004-03,0.107,
2004-04,0.121,
2004-05,0.122,
2004-06,0.119,
2004-07,0.122,
2004-08,0.122,
2004-09,0.176,
2004-10,0.238,
2004-11,0.219,
2004-12,0.212,
2005-01,0.219,
2005-02,0.228,
2005-03,0.227,
2005-04,0.224,
2005-05,0.227,
2005-06,0.219,
2005-07,0.212,
2005-08,0.213,
2005-09,0.208,
2005-10,0.207,
2005-11,0.208,
2005-12,0.166,
2006-01,0.165,
2006-02,0.165,
2006-03,0.159,
2006-04,0.157,
2006-05,0.156,
2006-06,0.110,
2006-07,0.107,
2006-08,0.108,
2006-09,0.103,
2006-10,0.103,
2006-11,0.102,
2006-12,0.101,
2007-01,0.101,
2007-02,0.100,
2007-03,0.096,
2007-04,0.094,
2007-05,0.093,
2007-06,0.092,
2007-07,0.090,
2007-08,0.089,
2007-09,0.086,
2007-10,0.083,
2007-11,0.098,
2007-12,0.096,
2008-01,0.098,
2008-02,0.084,
2008-03,0.082,
2008-04,0.081,
2008-05,0.081,
2008-06,0.085,
2008-07,0.083,
2008-08,0.083,
2008-09,0.080,
2008-10,0.071,
2008-11,0.072,
2008-12,0.072,
2009-01,0.071,
2009-02,0.071,
2009-03,0.068,
2009-04,0.068,
2009-05,0.069,
2009-06,0.066,
2009-07,0.062,
2009-08,0.058,
2009-09,0.054,
2009-10,0.054,
2009-11,0.055,
2009-12,0.057,
2010-01,0.056,
2010-02,0.051,
2010-03,0.046,
2010-04,0.047,
2010-05,0.045,
2010-06,0.043,
2010-07,0.043,
2010-08,0.041,
2010-09,0.039,
2010-10,0.041,
2010-11,0.041,
2010-12,0.039,
2011-01,0.035,
2011-02,0.035,
2011-03,0.029,
2011-04,0.028,
2011-05,0.027,
2011-06,0.027,
2011-07,0.024,
2011-08,0.023,
2011-09,0.025,
2011-10,0.024,
2011-11,0.021,
2011-12,0.021,
2012-01,0.017,
2012-02,0.018,
2012-03,0.018,
2012-04,0.018,
2012-05,0.018,
2012-06,0.020,
2012-07,0.017,
2012-08,0.017,
2012-09,0.019,
2012-10,0.018,
2012-11,0.015,
2012-12,0.011,
2013-01,0.012,
2013-02,0.012,
2013-03,0.014,
2013-04,0.016,
2013-05,0.017,
2013-06,0.015,
2013-07,0.087,
2013-08,0.083,
2013-09,0.088,
2013-10,0.088,
2013-11,0.087,
2013-12,0.091,
2014-01,0.090,
2014-02,0.094,
2014-03,0.091,
2014-04,0.093,
2014-05,0.097,
2014-06,0.091,
2014-07,0.093,
2014-08,0.088,
2014-09,0.088,
2014-10,0.088,
