"",BBK01.OUA192,BBK01.OUA192_FLAGS
"",Time deposits of domestic non-banks (non-MFIs) / for up and including 1 year / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:17:00,
1968-12,20.734,
1969-01,21.441,
1969-02,21.713,
1969-03,21.294,
1969-04,21.840,
1969-05,24.194,
1969-06,22.839,
1969-07,22.644,
1969-08,23.063,
1969-09,24.722,
1969-10,25.220,
1969-11,23.858,
1969-12,25.484,
1970-01,25.193,
1970-02,25.766,
1970-03,24.698,
1970-04,26.121,
1970-05,27.283,
1970-06,27.834,
1970-07,29.451,
1970-08,29.921,
1970-09,28.590,
1970-10,29.315,
1970-11,29.701,
1970-12,30.983,
1971-01,31.868,
1971-02,32.430,
1971-03,32.441,
1971-04,33.951,
1971-05,35.410,
1971-06,33.715,
1971-07,33.461,
1971-08,33.812,
1971-09,33.925,
1971-10,35.179,
1971-11,35.536,
1971-12,37.477,
1972-01,37.539,
1972-02,37.936,
1972-03,35.987,
1972-04,36.368,
1972-05,37.988,
1972-06,37.876,
1972-07,39.099,
1972-08,40.169,
1972-09,39.685,
1972-10,40.935,
1972-11,41.158,
1972-12,45.230,
1973-01,46.691,
1973-02,48.928,
1973-03,47.912,
1973-04,49.708,
1973-05,54.588,
1973-06,53.413,
1973-07,55.181,
1973-08,58.758,
1973-09,58.514,
1973-10,60.997,
1973-11,60.303,
1973-12,61.220,
1974-01,63.314,
1974-02,63.741,
1974-03,61.440,
1974-04,63.839,
1974-05,63.963,
1974-06,60.748,
1974-07,59.895,
1974-08,59.941,
1974-09,58.299,
1974-10,59.244,
1974-11,58.066,
1974-12,60.675,
1975-01,60.418,
1975-02,59.938,
1975-03,55.324,
1975-04,52.282,
1975-05,50.000,
1975-06,46.934,
1975-07,46.504,
1975-08,47.487,
1975-09,44.595,
1975-10,47.286,
1975-11,46.308,
1975-12,50.155,
1976-01,48.560,
1976-02,48.350,
1976-03,46.304,
1976-04,47.420,
1976-05,46.966,
1976-06,46.533,
1976-07,46.429,
1976-08,49.168,
1976-09,48.996,
1976-10,52.556,
1976-11,51.733,
1976-12,55.196,
1977-01,52.076,
1977-02,52.463,
1977-03,51.147,
1977-04,51.760,
1977-05,53.079,
1977-06,50.636,
1977-07,51.395,
1977-08,52.660,
1977-09,52.161,
1977-10,55.373,
1977-11,55.917,
1977-12,61.364,
1978-01,56.272,
1978-02,55.664,
1978-03,52.673,
1978-04,53.632,
1978-05,54.930,
1978-06,53.835,
1978-07,55.507,
1978-08,58.051,
1978-09,58.360,
1978-10,63.215,
1978-11,65.506,
1978-12,68.103,
1979-01,63.008,
1979-02,64.327,
1979-03,61.571,
1979-04,63.209,
1979-05,66.220,
1979-06,66.224,
1979-07,67.287,
1979-08,69.379,
1979-09,68.841,
1979-10,71.201,
1979-11,72.569,
1979-12,78.833,
1980-01,78.176,
1980-02,80.372,
1980-03,80.270,
1980-04,80.691,
1980-05,82.602,
1980-06,81.061,
1980-07,82.915,
1980-08,84.952,
1980-09,81.805,
1980-10,84.302,
1980-11,85.525,
1980-12,91.817,
1981-01,90.913,
1981-02,93.384,
1981-03,94.926,
1981-04,99.968,
1981-05,102.912,
1981-06,101.091,
1981-07,105.292,
1981-08,108.845,
1981-09,109.258,
1981-10,110.383,
1981-11,108.061,
1981-12,111.937,
1982-01,112.722,
1982-02,113.544,
1982-03,111.686,
1982-04,113.157,
1982-05,113.860,
1982-06,111.766,
1982-07,114.506,
1982-08,116.698,
1982-09,115.016,
1982-10,116.312,
1982-11,112.042,
1982-12,115.095,
1983-01,111.432,
1983-02,111.136,
1983-03,107.345,
1983-04,106.076,
1983-05,106.469,
1983-06,103.639,
1983-07,105.723,
1983-08,107.522,
1983-09,106.855,
1983-10,108.605,
1983-11,106.409,
1983-12,110.218,
1984-01,107.934,
1984-02,109.687,
1984-03,106.768,
1984-04,108.141,
1984-05,110.868,
1984-06,109.774,
1984-07,111.983,
1984-08,115.764,
1984-09,114.643,
1984-10,115.827,
1984-11,114.094,
1984-12,114.597,
1985-01,115.148,
1985-02,117.489,
1985-03,113.570,
1985-04,115.832,
1985-05,118.658,
1985-06,117.542,
1985-07,118.685,
1985-08,119.999,
1985-09,115.229,
1985-10,115.948,
1985-11,115.124,
1985-12,122.308,
1986-01,125.228,
1986-02,125.035,
1986-03,117.942,
1986-04,116.313,
1986-05,118.544,
1986-06,117.363,
1986-07,120.550,
1986-08,124.155,
1986-09,122.441,
1986-10,125.009,
1986-11,124.773,
1986-12,127.002,
1987-01,130.126,
1987-02,130.017,
1987-03,124.845,
1987-04,124.482,
1987-05,126.937,
1987-06,122.930,
1987-07,124.084,
1987-08,125.665,
1987-09,122.898,
1987-10,125.796,
1987-11,125.949,
1987-12,130.710,
1988-01,131.199,
1988-02,128.052,
1988-03,123.963,
1988-04,124.571,
1988-05,126.952,
1988-06,123.385,
1988-07,123.491,
1988-08,127.316,
1988-09,128.679,
1988-10,130.284,
1988-11,131.807,
1988-12,135.329,
1989-01,134.676,
1989-02,136.764,
1989-03,136.037,
1989-04,139.177,
1989-05,140.639,
1989-06,140.262,
1989-07,144.035,
1989-08,148.443,
1989-09,148.836,
1989-10,151.228,
1989-11,154.626,
1989-12,163.270,
1990-01,167.559,
1990-02,171.244,
1990-03,170.578,
1990-04,170.978,
1990-05,177.011,
1990-06,178.697,
1990-07,179.014,
1990-08,187.223,
1990-09,189.616,
1990-10,194.741,
1990-11,196.386,
1990-12,202.450,
1991-01,211.288,
1991-02,216.620,
1991-03,214.064,
1991-04,215.344,
1991-05,220.044,
1991-06,219.218,
1991-07,221.029,
1991-08,228.668,
1991-09,227.904,
1991-10,230.474,
1991-11,233.361,
1991-12,242.057,
1992-01,251.508,
1992-02,254.806,
1992-03,253.794,
1992-04,256.045,
1992-05,260.970,
1992-06,259.944,
1992-07,265.636,
1992-08,270.814,
1992-09,278.514,
1992-10,275.969,
1992-11,268.857,
1992-12,266.198,
1993-01,276.486,
1993-02,278.790,
1993-03,279.085,
1993-04,280.693,
1993-05,285.323,
1993-06,284.015,
1993-07,287.868,
1993-08,289.605,
1993-09,284.722,
1993-10,285.751,
1993-11,283.602,
1993-12,300.159,
1994-01,309.695,
1994-02,308.576,
1994-03,308.983,
1994-04,307.768,
1994-05,306.778,
1994-06,297.087,
1994-07,295.145,
1994-08,291.778,
1994-09,283.907,
1994-10,276.287,
1994-11,265.140,
1994-12,261.348,
1995-01,262.683,
1995-02,257.887,
1995-03,254.897,
1995-04,248.277,
1995-05,248.134,
1995-06,240.552,
1995-07,234.744,
1995-08,238.454,
1995-09,232.125,
1995-10,225.497,
1995-11,220.313,
1995-12,220.575,
1996-01,225.770,
1996-02,224.034,
1996-03,219.234,
1996-04,213.757,
1996-05,212.902,
1996-06,207.284,
1996-07,206.098,
1996-08,207.371,
1996-09,202.507,
1996-10,198.637,
1996-11,193.361,
1996-12,198.347,
1997-01,205.142,
1997-02,202.724,
1997-03,198.961,
1997-04,197.119,
1997-05,198.824,
1997-06,192.147,
1997-07,191.473,
1997-08,193.488,
1997-09,189.990,
1997-10,190.317,
1997-11,189.514,
1997-12,195.302,
1998-01,198.275,
1998-02,196.719,
1998-03,192.881,
1998-04,190.991,
1998-05,194.824,
1998-06,190.296,
1998-07,192.667,
1998-08,194.704,
1998-09,190.994,
1998-10,191.294,
1998-11,189.594,
1998-12,203.879,
1999-01,228.515,
1999-02,228.421,
1999-03,229.912,
1999-04,224.793,
1999-05,225.214,
1999-06,219.382,
1999-07,220.872,
1999-08,223.256,
1999-09,220.512,
1999-10,225.376,
1999-11,226.573,
1999-12,239.666,
2000-01,229.091,
2000-02,229.499,
2000-03,229.011,
2000-04,224.544,
2000-05,232.646,
2000-06,236.164,
2000-07,236.466,
2000-08,242.748,
2000-09,266.073,
2000-10,267.175,
2000-11,260.129,
2000-12,274.703,
2001-01,263.609,
2001-02,265.413,
2001-03,268.169,
2001-04,263.806,
2001-05,266.330,
2001-06,266.042,
2001-07,267.957,
2001-08,271.807,
2001-09,272.117,
2001-10,274.153,
2001-11,268.317,
2001-12,268.703,
2002-01,257.770,
2002-02,256.273,
2002-03,256.394,
2002-04,252.486,
2002-05,255.862,
2002-06,256.613,
2002-07,256.270,
2002-08,259.385,
2002-09,257.807,
2002-10,264.215,
2002-11,253.950,
2002-12,258.339,
2003-01,255.735,
2003-02,253.464,
2003-03,249.909,
2003-04,249.480,
2003-05,253.946,
2003-06,245.872,
2003-07,246.386,
2003-08,248.007,
2003-09,240.257,
2003-10,238.734,
2003-11,237.547,
2003-12,237.847,
2004-01,224.983,
2004-02,223.386,
2004-03,225.256,
2004-04,220.825,
2004-05,227.929,
2004-06,220.431,
2004-07,225.849,
2004-08,224.544,
2004-09,222.080,
2004-10,223.815,
2004-11,216.906,
2004-12,235.004,
2005-01,223.148,
2005-02,220.399,
2005-03,219.344,
2005-04,222.403,
2005-05,225.336,
2005-06,223.894,
2005-07,227.290,
2005-08,230.688,
2005-09,231.410,
2005-10,232.785,
2005-11,232.841,
2005-12,231.252,
2006-01,237.060,
2006-02,234.950,
2006-03,243.783,
2006-04,255.076,
2006-05,250.138,
2006-06,258.437,
2006-07,263.502,
2006-08,273.662,
2006-09,285.874,
