"",BBK01.OUH316,BBK01.OUH316_FLAGS
"",Time deposits of social security funds / for more than two years / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:26:45,
1999-01,0.207,
1999-02,0.210,
1999-03,0.203,
1999-04,0.195,
1999-05,0.196,
1999-06,0.189,
1999-07,0.340,
1999-08,0.343,
1999-09,0.344,
1999-10,0.343,
1999-11,0.339,
1999-12,0.333,
2000-01,0.339,
2000-02,0.339,
2000-03,0.335,
2000-04,0.335,
2000-05,0.336,
2000-06,0.336,
2000-07,0.336,
2000-08,0.381,
2000-09,0.382,
2000-10,0.380,
2000-11,0.379,
2000-12,0.390,
2001-01,0.394,
2001-02,0.384,
2001-03,0.383,
2001-04,0.380,
2001-05,0.381,
2001-06,0.379,
2001-07,0.383,
2001-08,0.379,
2001-09,0.376,
2001-10,0.376,
2001-11,0.377,
2001-12,0.376,
2002-01,0.364,
2002-02,0.359,
2002-03,0.342,
2002-04,0.350,
2002-05,0.342,
2002-06,0.325,
2002-07,0.322,
2002-08,0.328,
2002-09,0.323,
2002-10,0.300,
2002-11,0.308,
2002-12,0.310,
2003-01,0.309,
2003-02,0.311,
2003-03,0.318,
2003-04,0.315,
2003-05,0.315,
2003-06,0.315,
2003-07,0.210,
2003-08,0.208,
2003-09,0.210,
2003-10,0.218,
2003-11,0.229,
2003-12,0.221,
2004-01,0.216,
2004-02,0.236,
2004-03,0.238,
2004-04,0.142,
2004-05,0.163,
2004-06,0.167,
2004-07,0.164,
2004-08,0.166,
2004-09,0.178,
2004-10,0.174,
2004-11,0.167,
2004-12,0.175,
2005-01,0.185,
2005-02,0.185,
2005-03,0.175,
2005-04,0.175,
2005-05,0.173,
2005-06,0.173,
2005-07,0.185,
2005-08,0.183,
2005-09,0.176,
2005-10,0.175,
2005-11,0.215,
2005-12,0.208,
2006-01,0.209,
2006-02,0.209,
2006-03,0.208,
2006-04,0.207,
2006-05,0.162,
2006-06,0.160,
2006-07,0.160,
2006-08,0.160,
2006-09,0.161,
2006-10,0.161,
2006-11,0.158,
2006-12,0.155,
2007-01,0.147,
2007-02,0.146,
2007-03,0.140,
2007-04,0.138,
2007-05,0.138,
2007-06,0.147,
2007-07,0.144,
2007-08,0.140,
2007-09,0.139,
2007-10,0.139,
2007-11,0.134,
2007-12,0.134,
2008-01,0.134,
2008-02,0.134,
2008-03,0.129,
2008-04,0.127,
2008-05,0.127,
2008-06,0.126,
2008-07,0.126,
2008-08,0.126,
2008-09,0.136,
2008-10,0.126,
2008-11,0.126,
2008-12,0.126,
2009-01,0.119,
2009-02,0.119,
2009-03,0.119,
2009-04,0.129,
2009-05,0.131,
2009-06,0.143,
2009-07,0.143,
2009-08,0.143,
2009-09,0.143,
2009-10,0.143,
2009-11,0.143,
2009-12,0.143,
2010-01,0.143,
2010-02,0.143,
2010-03,0.143,
2010-04,0.143,
2010-05,0.143,
2010-06,0.143,
2010-07,0.152,
2010-08,0.147,
2010-09,0.146,
2010-10,0.146,
2010-11,0.106,
2010-12,0.103,
2011-01,0.093,
2011-02,0.093,
2011-03,0.098,
2011-04,0.098,
2011-05,0.081,
2011-06,0.086,
2011-07,0.076,
2011-08,0.067,
2011-09,0.075,
2011-10,0.090,
2011-11,0.090,
2011-12,0.085,
2012-01,0.085,
2012-02,0.085,
2012-03,0.083,
2012-04,0.043,
2012-05,0.042,
2012-06,0.041,
2012-07,0.041,
2012-08,0.041,
2012-09,0.041,
2012-10,0.041,
2012-11,0.041,
2012-12,0.039,
2013-01,0.039,
2013-02,0.039,
2013-03,0.039,
2013-04,0.039,
2013-05,0.039,
2013-06,0.039,
2013-07,0.039,
2013-08,0.042,
2013-09,0.042,
2013-10,0.042,
2013-11,0.032,
2013-12,0.027,
2014-01,0.027,
2014-02,0.027,
2014-03,0.031,
2014-04,0.036,
2014-05,0.033,
2014-06,0.029,
2014-07,0.029,
2014-08,0.029,
2014-09,0.017,
2014-10,0.017,
2014-11,0.029,
2014-12,0.034,Provisional value
