"",BBK01.OUU371,BBK01.OUU371_FLAGS
"",Loans to foreign enterprises and households for over five years / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:28,
1999-01,0.386,
1999-02,0.383,
1999-03,0.382,
1999-04,0.387,
1999-05,0.384,
1999-06,0.384,
1999-07,0.386,
1999-08,0.383,
1999-09,0.386,
1999-10,0.387,
1999-11,0.383,
1999-12,0.378,
2000-01,0.383,
2000-02,0.378,
2000-03,0.380,
2000-04,0.376,
2000-05,0.375,
2000-06,0.372,
2000-07,0.372,
2000-08,0.375,
2000-09,0.377,
2000-10,0.376,
2000-11,0.376,
2000-12,0.374,
2001-01,0.376,
2001-02,0.377,
2001-03,0.379,
2001-04,0.381,
2001-05,0.380,
2001-06,0.382,
2001-07,0.383,
2001-08,0.384,
2001-09,0.380,
2001-10,0.381,
2001-11,0.380,
2001-12,0.382,
2002-01,0.379,
2002-02,0.381,
2002-03,0.381,
2002-04,0.388,
2002-05,0.388,
2002-06,0.388,
2002-07,0.389,
2002-08,0.392,
2002-09,0.393,
2002-10,0.390,
2002-11,0.389,
2002-12,0.395,
2003-01,0.396,
2003-02,0.399,
2003-03,0.400,
2003-04,0.395,
2003-05,0.395,
2003-06,0.399,
2003-07,0.514,
2003-08,0.518,
2003-09,0.517,
2003-10,0.514,
2003-11,0.514,
2003-12,0.509,
2004-01,0.508,
2004-02,0.502,
2004-03,0.472,
2004-04,0.480,
2004-05,0.478,
2004-06,0.475,
2004-07,0.469,
2004-08,0.466,
2004-09,0.461,
2004-10,0.460,
2004-11,0.455,
2004-12,0.456,
2005-01,0.456,
2005-02,0.452,
2005-03,0.451,
2005-04,0.447,
2005-05,0.448,
2005-06,0.447,
2005-07,0.450,
2005-08,0.445,
2005-09,0.444,
2005-10,0.442,
2005-11,0.441,
2005-12,0.442,
2006-01,0.434,
2006-02,0.436,
2006-03,0.436,
2006-04,0.434,
2006-05,0.440,
2006-06,0.437,
2006-07,0.436,
2006-08,0.439,
2006-09,0.438,
2006-10,0.441,
2006-11,0.438,
2006-12,0.454,
2007-01,0.455,
2007-02,0.455,
2007-03,0.457,
2007-04,0.457,
2007-05,0.457,
2007-06,0.461,
2007-07,0.455,
2007-08,0.454,
2007-09,0.458,
2007-10,0.463,
2007-11,0.469,
2007-12,0.470,
2008-01,0.485,
2008-02,0.486,
2008-03,0.485,
2008-04,0.490,
2008-05,0.494,
2008-06,0.497,
2008-07,0.510,
2008-08,0.513,
2008-09,0.521,
2008-10,0.527,
2008-11,0.526,
2008-12,0.534,
2009-01,0.540,
2009-02,0.540,
2009-03,0.545,
2009-04,0.551,
2009-05,0.552,
2009-06,0.553,
2009-07,0.557,
2009-08,0.560,
2009-09,0.564,
2009-10,0.560,
2009-11,0.565,
2009-12,0.570,
2010-01,0.576,
2010-02,0.574,
2010-03,0.573,
2010-04,0.575,
2010-05,0.576,
2010-06,0.577,
2010-07,0.575,
2010-08,0.510,
2010-09,0.510,
2010-10,0.506,
2010-11,0.511,
2010-12,0.508,
2011-01,0.508,
2011-02,0.511,
2011-03,0.513,
2011-04,0.513,
2011-05,0.521,
2011-06,0.519,
2011-07,0.525,
2011-08,0.530,
2011-09,0.536,
2011-10,0.536,
2011-11,0.538,
2011-12,0.542,
2012-01,0.552,
2012-02,0.552,
2012-03,0.554,
2012-04,0.559,
2012-05,0.562,
2012-06,0.569,
2012-07,0.578,
2012-08,0.579,
2012-09,0.584,
2012-10,0.590,
2012-11,0.592,
2012-12,0.594,
2013-01,0.597,
2013-02,0.595,
2013-03,0.603,
2013-04,0.603,
2013-05,0.605,
2013-06,0.615,
2013-07,0.621,
2013-08,0.628,
2013-09,0.637,
2013-10,0.647,
2013-11,0.655,
2013-12,0.660,
2014-01,0.749,
2014-02,0.800,
2014-03,0.808,
2014-04,0.815,
2014-05,0.820,
2014-06,0.846,
2014-07,0.855,
2014-08,0.863,
2014-09,0.868,
2014-10,0.877,
2014-11,0.880,
2014-12,0.924,Provisional value
