"",BBK01.OUL173,BBK01.OUL173_FLAGS
"",Domestic bank debt securities / with a maturity  of more than 2 years  / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:49:59,
1999-01,73.919,
1999-02,74.514,
1999-03,74.916,
1999-04,75.691,
1999-05,76.897,
1999-06,77.315,
1999-07,77.376,
1999-08,76.974,
1999-09,77.019,
1999-10,75.833,
1999-11,73.789,
1999-12,69.209,
2000-01,70.699,
2000-02,71.276,
2000-03,71.425,
2000-04,71.211,
2000-05,70.997,
2000-06,70.380,
2000-07,70.852,
2000-08,70.733,
2000-09,70.455,
2000-10,69.565,
2000-11,68.935,
2000-12,67.392,
2001-01,66.907,
2001-02,67.340,
2001-03,66.953,
2001-04,67.701,
2001-05,68.441,
2001-06,68.794,
2001-07,68.932,
2001-08,68.529,
2001-09,68.685,
2001-10,68.356,
2001-11,67.948,
2001-12,66.322,
2002-01,68.355,
2002-02,69.845,
2002-03,70.974,
2002-04,71.291,
2002-05,72.050,
2002-06,70.057,
2002-07,68.188,
2002-08,68.322,
2002-09,68.383,
2002-10,67.797,
2002-11,68.757,
2002-12,67.609,
2003-01,67.625,
2003-02,67.718,
2003-03,67.995,
2003-04,69.141,
2003-05,69.279,
2003-06,70.701,
2003-07,72.517,
2003-08,72.835,
2003-09,72.774,
2003-10,72.897,
2003-11,73.102,
2003-12,72.434,
2004-01,72.933,
2004-02,73.498,
2004-03,73.985,
2004-04,75.266,
2004-05,76.681,
2004-06,76.952,
2004-07,76.377,
2004-08,75.315,
2004-09,75.440,
2004-10,74.497,
2004-11,74.329,
2004-12,72.369,
2005-01,72.162,
2005-02,72.852,
2005-03,73.862,
2005-04,73.474,
2005-05,73.670,
2005-06,73.396,
2005-07,73.284,
2005-08,73.604,
2005-09,73.330,
2005-10,73.290,
2005-11,72.392,
2005-12,72.058,
2006-01,72.249,
2006-02,72.437,
2006-03,72.745,
2006-04,72.172,
2006-05,71.166,
2006-06,70.494,
2006-07,70.290,
2006-08,70.022,
2006-09,69.749,
2006-10,69.418,
2006-11,68.348,
2006-12,67.593,
2007-01,66.238,
2007-02,65.647,
2007-03,64.578,
2007-04,63.533,
2007-05,63.331,
2007-06,62.874,
2007-07,62.365,
2007-08,61.369,
2007-09,60.490,
2007-10,60.197,
2007-11,60.162,
2007-12,59.260,
2008-01,58.321,
2008-02,58.639,
2008-03,59.397,
2008-04,59.094,
2008-05,58.516,
2008-06,58.282,
2008-07,58.320,
2008-08,58.508,
2008-09,57.054,
2008-10,56.783,
2008-11,57.642,
2008-12,58.444,
2009-01,61.732,
2009-02,63.619,
2009-03,66.071,
2009-04,67.499,
2009-05,69.295,
2009-06,71.640,
2009-07,73.568,
2009-08,75.669,
2009-09,77.068,
2009-10,78.536,
2009-11,79.576,
2009-12,78.815,
2010-01,79.053,
2010-02,79.681,
2010-03,80.317,
2010-04,80.843,
2010-05,80.354,
2010-06,79.726,
2010-07,78.577,
2010-08,78.108,
2010-09,77.608,
2010-10,76.895,
2010-11,76.731,
2010-12,76.154,
2011-01,75.507,
2011-02,75.652,
2011-03,74.915,
2011-04,74.587,
2011-05,74.342,
2011-06,73.875,
2011-07,74.137,
2011-08,74.182,
2011-09,73.260,
2011-10,73.150,
2011-11,73.013,
2011-12,73.234,
2012-01,73.045,
2012-02,75.368,
2012-03,76.226,
2012-04,76.350,
2012-05,76.730,
2012-06,76.837,
2012-07,76.675,
2012-08,78.074,
2012-09,78.154,
2012-10,78.218,
2012-11,78.171,
2012-12,76.825,
2013-01,76.809,
2013-02,76.962,
2013-03,75.763,
2013-04,76.328,
2013-05,76.279,
2013-06,76.399,
2013-07,75.599,
2013-08,75.733,
2013-09,75.709,
2013-10,75.093,
2013-11,74.501,
2013-12,73.418,
2014-01,73.347,
2014-02,73.326,
2014-03,72.696,
2014-04,71.925,
2014-05,71.166,
2014-06,70.331,
2014-07,70.401,
2014-08,70.901,
2014-09,71.188,
2014-10,71.058,
2014-11,70.732,
2014-12,69.712,Provisional value
