"",BBK01.OEAF33G,BBK01.OEAF33G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:06:51,
2002-01,133.340,
2002-04,134.832,
2002-07,135.825,
2002-10,136.977,
2003-01,134.666,
2003-04,134.069,
2003-07,134.981,
2003-10,137.269,
2004-01,137.421,
2004-04,138.086,
2004-07,139.052,
2004-10,139.700,
2005-01,140.921,
2005-04,141.346,
2005-07,142.073,
2005-10,142.851,
2006-01,141.723,
2006-04,142.134,
2006-07,142.804,
2006-10,143.329,
2007-01,142.844,
2007-04,143.202,
2007-07,143.624,
2007-10,144.201,
2008-01,143.997,
2008-04,144.641,
2008-07,145.717,
2008-10,146.245,
2009-01,145.952,
2009-04,148.340,
2009-07,149.598,
2009-10,148.211,
2010-01,151.045,
2010-04,151.280,
2010-07,152.525,
2010-10,153.007,
2011-01,154.296,
2011-04,155.400,
2011-07,156.783,
2011-10,157.833,
2012-01,158.142,
2012-04,159.390,
2012-07,160.778,
2012-10,162.548,
2013-01,163.143,
2013-04,164.247,
2013-07,166.306,
2013-10,167.496,
2014-01,168.657,
2014-04,170.126,
2014-07,172.245,
