"",BBK01.QUV816,BBK01.QUV816_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Brazil / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:19:56,
2001-12,4.135,
2002-01,4.177,
2002-02,4.144,
2002-03,4.171,
2002-04,4.044,
2002-05,3.922,
2002-06,3.697,
2002-07,3.851,
2002-08,3.849,
2002-09,3.737,
2002-10,3.700,
2002-11,3.667,
2002-12,3.522,
2003-01,3.400,
2003-02,3.432,
2003-03,3.444,
2003-04,3.323,
2003-05,3.160,
2003-06,3.150,
2003-07,3.119,
2003-08,3.260,
2003-09,2.998,
2003-10,2.942,
2003-11,2.844,
2003-12,2.688,
2004-01,2.699,
2004-02,2.669,
2004-03,2.674,
2004-04,2.718,
2004-05,2.650,
2004-06,2.519,
2004-07,2.509,
2004-08,2.424,
2004-09,2.389,
2004-10,2.339,
2004-11,2.223,
2004-12,2.106,
2005-01,2.122,
2005-02,2.087,
2005-03,2.053,
2005-04,2.051,
2005-05,2.080,
2005-06,2.018,
2005-07,1.879,
2005-08,1.854,
2005-09,1.835,
2005-10,1.820,
2005-11,1.735,
2005-12,1.694,
2006-01,1.674,
2006-02,1.638,
2006-03,1.577,
2006-04,1.538,
2006-05,1.483,
2006-06,1.368,
2006-07,1.300,
2006-08,1.331,
2006-09,1.415,
2006-10,1.378,
2006-11,1.386,
2006-12,1.303,
2007-01,1.315,
2007-02,1.302,
2007-03,1.330,
2007-04,1.300,
2007-05,1.278,
2007-06,1.227,
2007-07,1.203,
2007-08,1.219,
2007-09,1.214,
2007-10,1.221,
2007-11,1.233,
2007-12,1.224,
2008-01,1.210,
2008-02,1.216,
2008-03,1.166,
2008-04,1.171,
2008-05,1.201,
2008-06,1.181,
2008-07,1.211,
2008-08,1.241,
2008-09,1.286,
2008-10,1.363,
2008-11,1.354,
2008-12,1.235,
2009-01,1.307,
2009-02,1.312,
2009-03,1.250,
2009-04,1.224,
2009-05,1.165,
2009-06,1.174,
2009-07,1.366,
2009-08,1.325,
2009-09,1.271,
2009-10,1.250,
2009-11,1.361,
2009-12,1.379,
2010-01,1.392,
2010-02,1.448,
2010-03,1.331,
2010-04,1.327,
2010-05,1.436,
2010-06,1.449,
2010-07,1.378,
2010-08,1.414,
2010-09,1.352,
2010-10,1.410,
2010-11,1.519,
2010-12,1.479,
2011-01,1.441,
2011-02,1.431,
2011-03,1.436,
2011-04,1.407,
2011-05,1.441,
2011-06,1.463,
2011-07,1.468,
2011-08,1.525,
2011-09,1.615,
2011-10,1.527,
2011-11,1.522,
2011-12,1.543,
2012-01,1.548,
2012-02,1.528,
2012-03,1.578,
2012-04,1.569,
2012-05,1.636,
2012-06,1.526,
2012-07,1.417,
2012-08,1.383,
2012-09,1.380,
2012-10,1.191,
2012-11,1.189,
2012-12,1.335,
2013-01,1.327,
2013-02,1.354,
2013-03,1.278,
2013-04,1.252,
2013-05,1.284,
2013-06,1.332,
2013-07,1.381,
2013-08,1.342,
2013-09,1.348,
2013-10,1.342,
2013-11,1.400,
2013-12,1.541,
2014-01,1.571,
2014-02,1.525,
2014-03,1.601,
2014-04,1.612,
2014-05,1.623,
2014-06,1.582,
2014-07,1.588,
2014-08,1.571,
2014-09,1.620,
2014-10,1.849,
2014-11,1.872,
2014-12,2.022,
