"",BBK01.TVD421,BBK01.TVD421_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / in other member states / General government / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:57,
1980-01,0,
1980-02,14,
1980-03,101,
1980-04,11,
1980-05,-14,
1980-06,55,
1980-07,11,
1980-08,13,
1980-09,20,
1980-10,115,
1980-11,109,
1980-12,-73,
1981-01,-51,
1981-02,10,
1981-03,-3,
1981-04,56,
1981-05,27,
1981-06,-7,
1981-07,22,
1981-08,48,
1981-09,-25,
1981-10,33,
1981-11,-4,
1981-12,89,
1982-01,-27,
1982-02,41,
1982-03,50,
1982-04,8,
1982-05,-30,
1982-06,30,
1982-07,-171,
1982-08,3,
1982-09,-61,
1982-10,-29,
1982-11,55,
1982-12,-64,
1983-01,-75,
1983-02,23,
1983-03,-12,
1983-04,-13,
1983-05,-15,
1983-06,97,
1983-07,-191,
1983-08,-24,
1983-09,6,
1983-10,56,
1983-11,45,
1983-12,71,
1984-01,-95,
1984-02,-131,
1984-03,17,
1984-04,88,
1984-05,103,
1984-06,131,
1984-07,41,
1984-08,-25,
1984-09,76,
1984-10,61,
1984-11,-79,
1984-12,105,
1985-01,63,
1985-02,396,
1985-03,-81,
1985-04,-74,
1985-05,-47,
1985-06,88,
1985-07,-35,
1985-08,17,
1985-09,54,
1985-10,177,
1985-11,271,
1985-12,34,
1986-01,-109,
1986-02,30,
1986-03,95,
1986-04,91,
1986-05,525,
1986-06,132,
1986-07,107,
1986-08,-169,
1986-09,259,
1986-10,19,
1986-11,-28,
1986-12,-76,
1987-01,-82,
1987-02,145,
1987-03,201,
1987-04,-52,
1987-05,116,
1987-06,242,
1987-07,33,
1987-08,41,
1987-09,3,
1987-10,-70,
1987-11,-193,
1987-12,-26,
1988-01,48,
1988-02,29,
1988-03,288,
1988-04,-29,
1988-05,161,
1988-06,236,
1988-07,154,
1988-08,21,
1988-09,5,
1988-10,-109,
1988-11,39,
1988-12,9,
1989-01,334,
1989-02,83,
1989-03,130,
1989-04,-65,
1989-05,45,
1989-06,70,
1989-07,42,
1989-08,176,
1989-09,216,
1989-10,80,
1989-11,155,
1989-12,39,
1990-01,182,
1990-02,285,
1990-03,298,
1990-04,206,
1990-05,171,
1990-06,256,
1990-07,103,
1990-08,286,
1990-09,237,
1990-10,-29,
1990-11,228,
1990-12,134,
