"",BBK01.RU5725,BBK01.RU5725_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Bulgaria / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:12:20,
1982-06,0.107,
1982-07,0.084,
1982-08,0.064,
1982-09,0.084,
1982-10,0.080,
1982-11,0.085,
1982-12,0.099,
1983-01,0.085,
1983-02,0.105,
1983-03,0.104,
1983-04,0.099,
1983-05,0.089,
1983-06,0.133,
1983-07,0.123,
1983-08,0.141,
1983-09,0.158,
1983-10,0.139,
1983-11,0.101,
1983-12,0.131,
1984-01,0.099,
1984-02,0.106,
1984-03,0.103,
1984-04,0.122,
1984-05,0.076,
1984-06,0.128,
1984-07,0.112,
1984-08,0.092,
1984-09,0.073,
1984-10,0.087,
1984-11,0.114,
1984-12,0.152,
1985-01,0.093,
1985-02,0.095,
1985-03,0.119,
1985-04,0.085,
1985-05,0.129,
1985-06,0.146,
1985-07,0.121,
1985-08,0.102,
1985-09,0.111,
1985-10,0.101,
1985-11,0.146,
1985-12,0.188,
1986-01,0.117,
1986-02,0.100,
1986-03,0.088,
1986-04,0.081,
1986-05,0.076,
1986-06,0.056,
1986-07,0.054,
1986-08,0.060,
1986-09,0.049,
1986-10,0.055,
1986-11,0.032,
1986-12,0.060,
1987-01,0.040,
1987-02,0.032,
1987-03,0.032,
1987-04,0.069,
1987-05,0.042,
1987-06,0.055,
1987-07,0.053,
1987-08,0.080,
1987-09,0.093,
1987-10,0.067,
1987-11,0.046,
1987-12,0.048,
1988-01,0.046,
1988-02,0.030,
1988-03,0.047,
1988-04,0.046,
1988-05,0.046,
1988-06,0.043,
1988-07,0.049,
1988-08,0.058,
1988-09,0.039,
1988-10,0.046,
1988-11,0.036,
1988-12,0.054,
1989-01,0.034,
1989-02,0.042,
1989-03,0.042,
1989-04,0.061,
1989-05,0.051,
1989-06,0.055,
1989-07,0.043,
1989-08,0.047,
1989-09,0.075,
1989-10,0.064,
1989-11,0.060,
1989-12,0.056,
1990-01,0.035,
1990-02,0.031,
1990-03,0.059,
1990-04,0.051,
1990-05,0.063,
1990-06,0.076,
1990-07,0.083,
1990-08,0.085,
1990-09,0.088,
1990-10,0.100,
1990-11,0.108,
1990-12,0.116,
1991-01,0.108,
1991-02,0.119,
1991-03,0.120,
1991-04,0.143,
1991-05,0.146,
1991-06,0.152,
1991-07,0.161,
1991-08,0.162,
1991-09,0.167,
1991-10,0.177,
1991-11,0.175,
1991-12,0.158,
1992-01,0.180,
1992-02,0.194,
1992-03,0.199,
1992-04,0.189,
1992-05,0.180,
1992-06,0.189,
1992-07,0.185,
1992-08,0.175,
1992-09,0.154,
1992-10,0.189,
1992-11,0.177,
1992-12,0.172,
1993-01,0.178,
1993-02,0.164,
1993-03,0.121,
1993-04,0.141,
1993-05,0.128,
1993-06,0.131,
1993-07,0.175,
1993-08,0.185,
1993-09,0.192,
1993-10,0.172,
1993-11,0.176,
1993-12,0.161,
1994-01,0.156,
1994-02,0.164,
1994-03,0.155,
1994-04,0.170,
1994-05,0.183,
1994-06,0.166,
1994-07,0.179,
1994-08,0.201,
1994-09,0.218,
1994-10,0.205,
1994-11,0.192,
1994-12,0.149,
1995-01,0.137,
1995-02,0.153,
1995-03,0.130,
1995-04,0.132,
1995-05,0.131,
1995-06,0.154,
1995-07,0.155,
1995-08,0.173,
1995-09,0.153,
1995-10,0.148,
1995-11,0.140,
1995-12,0.144,
1996-01,0.171,
1996-02,0.149,
1996-03,0.131,
1996-04,0.135,
1996-05,0.134,
1996-06,0.137,
1996-07,0.129,
1996-08,0.197,
1996-09,0.192,
1996-10,0.212,
1996-11,0.189,
1996-12,0.209,
1997-01,0.209,
1997-02,0.166,
1997-03,0.164,
1997-04,0.223,
1997-05,0.184,
