"",BBK01.QX8470,BBK01.QX8470_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Other EU member states / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:12:09,
1994-12,72.008,
1995-01,.,No value available
1995-02,.,No value available
1995-03,.,No value available
1995-04,.,No value available
1995-05,.,No value available
1995-06,.,No value available
1995-07,.,No value available
1995-08,.,No value available
1995-09,.,No value available
1995-10,.,No value available
1995-11,.,No value available
1995-12,90.081,
1996-01,.,No value available
1996-02,.,No value available
1996-03,.,No value available
1996-04,.,No value available
1996-05,.,No value available
1996-06,.,No value available
1996-07,.,No value available
1996-08,.,No value available
1996-09,.,No value available
1996-10,.,No value available
1996-11,.,No value available
1996-12,90.768,
1997-01,97.362,
1997-02,105.383,
1997-03,110.940,
1997-04,115.911,
1997-05,115.203,
1997-06,118.583,
1997-07,127.269,
1997-08,128.154,
1997-09,123.982,
1997-10,137.334,
1997-11,138.427,
1997-12,138.599,
1998-01,145.504,
1998-02,147.499,
1998-03,153.454,
1998-04,156.489,
1998-05,166.401,
1998-06,162.496,
1998-07,164.703,
1998-08,166.009,
1998-09,164.111,
1998-10,176.406,
1998-11,184.694,
1998-12,176.210,
1999-01,188.813,
1999-02,188.441,
1999-03,200.472,
1999-04,202.059,
1999-05,205.223,
1999-06,194.730,
1999-07,189.499,
1999-08,193.506,
1999-09,187.409,
1999-10,197.016,
1999-11,208.305,
1999-12,196.476,
2000-01,215.304,
2000-02,217.887,
2000-03,245.362,
2000-04,254.196,
2000-05,261.032,
2000-06,235.995,
2000-07,242.785,
2000-08,253.179,
2000-09,245.397,
2000-10,252.684,
2000-11,268.904,
2000-12,258.429,
2001-01,271.690,
2001-02,276.927,
2001-03,329.600,
2001-04,328.727,
2001-05,332.855,
2001-06,308.985,
2001-07,288.827,
2001-08,297.478,
2001-09,295.548,
2001-10,300.041,
2001-11,295.038,
2001-12,266.865,
2002-01,278.738,
2002-02,273.202,
2002-03,263.640,
2002-04,271.123,
2002-05,283.367,
2002-06,251.929,
2002-07,271.364,
2002-08,270.308,
2002-09,291.460,
2002-10,296.558,
2002-11,315.688,
2002-12,285.929,
2003-01,281.534,
2003-02,287.915,
2003-03,287.209,
2003-04,292.984,
2003-05,296.322,
2003-06,279.451,
2003-07,293.936,
2003-08,276.726,
2003-09,282.528,
2003-10,277.650,
2003-11,281.389,
2003-12,279.704,
2004-01,289.709,
2004-02,314.270,
2004-03,323.917,
2004-04,339.090,
2004-05,333.023,
2004-06,303.347,
2004-07,301.218,
2004-08,305.209,
2004-09,326.901,
2004-10,319.057,
2004-11,344.365,
2004-12,319.023,
2005-01,344.377,
2005-02,355.115,
2005-03,370.477,
2005-04,397.992,
2005-05,395.778,
2005-06,347.401,
2005-07,360.788,
2005-08,354.893,
2005-09,361.545,
2005-10,368.143,
2005-11,382.846,
2005-12,333.868,
2006-01,362.344,
2006-02,366.904,
2006-03,376.255,
2006-04,377.078,
2006-05,394.257,
2006-06,364.266,
2006-07,341.893,
2006-08,352.426,
2006-09,360.500,
2006-10,361.202,
2006-11,350.886,
2006-12,332.685,
2007-01,362.833,
2007-02,375.957,
2007-03,371.727,
2007-04,403.111,
2007-05,410.723,
2007-06,372.929,
2007-07,367.911,
2007-08,382.499,
2007-09,389.583,
2007-10,385.255,
2007-11,390.847,
2007-12,352.490,
2008-01,382.824,
2008-02,395.850,
2008-03,400.343,
2008-04,423.387,
2008-05,405.391,
2008-06,354.678,
2008-07,367.199,
2008-08,370.327,
2008-09,398.441,
2008-10,410.327,
2008-11,377.126,
2008-12,353.357,
2009-01,351.841,
2009-02,337.420,
2009-03,319.715,
2009-04,339.056,
2009-05,326.530,
2009-06,340.074,
2009-07,327.675,
2009-08,318.951,
2009-09,296.458,
2009-10,311.485,
2009-11,314.806,
2009-12,288.244,
2010-01,326.823,
2010-02,337.520,
2010-03,337.188,
2010-04,383.446,
2010-05,427.459,
2010-06,384.002,
2010-07,384.927,
2010-08,399.898,
2010-09,376.881,
2010-10,374.808,
2010-11,383.268,
2010-12,350.743,
2011-01,359.888,
2011-02,355.528,
2011-03,320.546,
2011-04,348.912,
2011-05,347.306,
2011-06,301.141,
2011-07,312.251,
2011-08,342.565,
2011-09,368.257,
2011-10,362.412,
2011-11,376.328,
2011-12,289.917,
2012-01,393.137,
2012-02,416.345,
2012-03,459.224,
2012-04,453.177,
2012-05,445.686,
2012-06,415.329,
2012-07,409.238,
2012-08,431.805,
2012-09,406.284,
2012-10,401.221,
2012-11,379.539,
2012-12,339.227,
2013-01,328.299,
2013-02,323.495,
2013-03,306.510,
2013-04,307.664,
2013-05,288.835,
2013-06,293.923,
2013-07,285.626,
2013-08,281.891,
2013-09,257.025,
2013-10,262.139,
2013-11,270.041,
2013-12,243.295,
2014-01,255.158,
2014-02,258.477,
2014-03,252.488,
2014-04,248.012,
2014-05,251.485,
2014-06,235.483,
2014-07,247.271,
2014-08,247.245,
2014-09,244.313,
2014-10,246.159,
2014-11,239.962,
2014-12,224.224,
