"",BBK01.OEAH19Q,BBK01.OEAH19Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:29:04,
2002-01,13.275,
2002-04,13.397,
2002-07,12.043,
2002-10,12.624,
2003-01,13.391,
2003-04,13.344,
2003-07,14.011,
2003-10,13.778,
2004-01,14.367,
2004-04,14.091,
2004-07,14.556,
2004-10,22.809,
2005-01,23.319,
2005-04,23.408,
2005-07,23.501,
2005-10,23.569,
2006-01,23.590,
2006-04,23.484,
2006-07,16.542,
2006-10,19.043,
2007-01,19.308,
2007-04,20.115,
2007-07,20.893,
2007-10,21.578,
2008-01,21.624,
2008-04,22.000,
2008-07,21.855,
2008-10,21.766,
2009-01,23.799,
2009-04,24.223,
2009-07,25.054,
2009-10,25.060,
2010-01,24.749,
2010-04,24.460,
2010-07,23.761,
2010-10,23.254,
2011-01,23.274,
2011-04,23.106,
2011-07,28.921,
2011-10,28.533,
2012-01,27.581,
2012-04,27.124,
2012-07,26.633,
2012-10,25.806,
2013-01,25.534,
2013-04,26.081,
2013-07,25.343,
2013-10,25.150,
2014-01,24.705,
2014-04,24.446,
2014-07,24.483,
