"",BBK01.OUE382,BBK01.OUE382_FLAGS
"",Securities (excluding money market paper) issued by foreign general government / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:01:04,
1999-01,0.626,
1999-02,1.327,
1999-03,1.114,
1999-04,1.681,
1999-05,1.656,
1999-06,1.730,
1999-07,1.869,
1999-08,1.720,
1999-09,1.423,
1999-10,1.725,
1999-11,1.962,
1999-12,1.985,
2000-01,1.334,
2000-02,0.861,
2000-03,0.645,
2000-04,0.675,
2000-05,0.577,
2000-06,0.711,
2000-07,0.716,
2000-08,0.763,
2000-09,0.655,
2000-10,0.666,
2000-11,0.642,
2000-12,0.669,
2001-01,0.658,
2001-02,0.620,
2001-03,0.609,
2001-04,0.598,
2001-05,0.546,
2001-06,0.539,
2001-07,0.514,
2001-08,0.503,
2001-09,0.492,
2001-10,0.529,
2001-11,0.350,
2001-12,0.549,
2002-01,1.215,
2002-02,0.702,
2002-03,0.712,
2002-04,0.783,
2002-05,1.325,
2002-06,0.947,
2002-07,0.756,
2002-08,0.783,
2002-09,0.817,
2002-10,0.881,
2002-11,0.869,
2002-12,0.917,
2003-01,0.582,
2003-02,0.589,
2003-03,0.615,
2003-04,0.683,
2003-05,0.606,
2003-06,0.378,
2003-07,1.066,
2003-08,0.895,
2003-09,1.002,
2003-10,1.090,
2003-11,1.450,
2003-12,2.093,
2004-01,2.207,
2004-02,2.206,
2004-03,2.177,
2004-04,1.727,
2004-05,1.684,
2004-06,1.523,
2004-07,1.226,
2004-08,1.197,
2004-09,0.811,
2004-10,0.872,
2004-11,0.973,
2004-12,0.957,
2005-01,0.399,
2005-02,0.149,
2005-03,0.048,
2005-04,0.043,
2005-05,0.041,
2005-06,0.119,
2005-07,0.067,
2005-08,0.067,
2005-09,0.067,
2005-10,0.067,
2005-11,0.068,
2005-12,0.076,
2006-01,0.072,
2006-02,0.133,
2006-03,0.122,
2006-04,0.118,
2006-05,0.098,
2006-06,0.054,
2006-07,0.134,
2006-08,0.161,
2006-09,0.131,
2006-10,0.084,
2006-11,0.083,
2006-12,0.094,
2007-01,0.133,
2007-02,0.120,
2007-03,0.068,
2007-04,0.070,
2007-05,0.070,
2007-06,0.069,
2007-07,0.065,
2007-08,0.044,
2007-09,0.064,
2007-10,0.058,
2007-11,0.037,
2007-12,0.037,
2008-01,0.039,
2008-02,-0.018,
2008-03,0.088,
2008-04,0.056,
2008-05,0.044,
2008-06,0.041,
2008-07,0.028,
2008-08,0.045,
2008-09,0.061,
2008-10,0.088,
2008-11,0.081,
2008-12,0.063,
2009-01,0.063,
2009-02,0.077,
2009-03,0.076,
2009-04,0.071,
2009-05,0.030,
2009-06,0.035,
2009-07,0.035,
2009-08,0.035,
2009-09,0.027,
2009-10,0.027,
2009-11,0.032,
2009-12,0.032,
2010-01,0.032,
2010-02,0.032,
2010-03,0.032,
2010-04,0.049,
2010-05,0.049,
2010-06,0.036,
2010-07,0.036,
2010-08,0.027,
2010-09,0.027,
2010-10,0.027,
2010-11,0.027,
2010-12,0.027,
2011-01,0.027,
2011-02,0.027,
2011-03,0.017,
2011-04,0.017,
2011-05,0.017,
2011-06,0.017,
2011-07,0.017,
2011-08,0.017,
2011-09,0.017,
2011-10,0.017,
2011-11,0.017,
2011-12,0.219,
2012-01,0.219,
2012-02,0.219,
2012-03,0.218,
2012-04,0.218,
2012-05,0.218,
2012-06,0.218,
2012-07,0.218,
2012-08,0.217,
2012-09,0.217,
2012-10,0.217,
2012-11,0.217,
2012-12,0.217,
2013-01,0.215,
2013-02,0.214,
2013-03,0.321,
2013-04,0.321,
2013-05,0.320,
2013-06,0.320,
2013-07,0.320,
2013-08,0.321,
2013-09,0.321,
2013-10,0.320,
2013-11,0.320,
2013-12,0.526,
2014-01,0.675,
2014-02,0.670,
2014-03,0.872,
2014-04,1.074,
2014-05,1.145,
2014-06,1.942,
2014-07,2.334,
2014-08,2.613,
2014-09,2.724,
2014-10,2.745,
2014-11,2.748,
2014-12,2.745,Provisional value
