"",BBK01.SUD114,BBK01.SUD114_FLAGS
"",Effective interest rates of German banks / New business / Loans for consumption to households with an initial rate fixation of over 1 year and up to 5 years,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:26:54,
2003-01,6.69,
2003-02,6.71,
2003-03,6.67,
2003-04,6.67,
2003-05,6.69,
2003-06,6.64,
2003-07,6.59,
2003-08,6.36,
2003-09,6.33,
2003-10,6.33,
2003-11,6.27,
2003-12,5.80,
2004-01,6.62,
2004-02,6.50,
2004-03,6.29,
2004-04,6.08,
2004-05,6.21,
2004-06,6.21,
2004-07,6.34,
2004-08,6.44,
2004-09,6.41,
2004-10,6.30,
2004-11,6.20,
2004-12,5.95,
2005-01,6.38,
2005-02,6.35,
2005-03,6.26,
2005-04,6.15,
2005-05,6.04,
2005-06,6.09,
2005-07,6.19,
2005-08,6.23,
2005-09,6.16,
2005-10,6.00,
2005-11,5.75,
2005-12,5.64,
2006-01,5.81,
2006-02,5.78,
2006-03,5.62,
2006-04,5.59,
2006-05,5.49,
2006-06,5.35,
2006-07,5.41,
2006-08,5.48,
2006-09,5.29,
2006-10,5.02,
2006-11,4.92,
2006-12,4.85,
2007-01,5.62,
2007-02,5.91,
2007-03,5.81,
2007-04,5.89,
2007-05,5.88,
2007-06,5.75,
2007-07,5.93,
2007-08,5.96,
2007-09,5.93,
2007-10,5.67,
2007-11,5.50,
2007-12,5.46,
2008-01,5.73,
2008-02,5.84,
2008-03,5.69,
2008-04,5.68,
2008-05,5.66,
2008-06,5.52,
2008-07,5.67,
2008-08,5.80,
2008-09,5.71,
2008-10,5.76,
2008-11,5.66,
2008-12,5.47,
2009-01,5.48,
2009-02,5.17,
2009-03,5.06,
2009-04,5.30,
2009-05,5.08,
2009-06,4.99,
2009-07,5.15,
2009-08,5.28,
2009-09,5.10,
2009-10,5.05,
2009-11,4.96,
2009-12,4.83,
2010-01,5.30,
2010-02,5.31,
2010-03,5.14,
2010-04,5.14,
2010-05,5.04,
2010-06,5.50,
2010-07,5.63,
2010-08,5.76,
2010-09,5.67,
2010-10,5.49,
2010-11,5.42,
2010-12,5.27,
2011-01,5.51,
2011-02,5.43,
2011-03,5.57,
2011-04,5.55,
2011-05,5.69,
2011-06,5.72,
2011-07,5.75,
2011-08,5.74,
2011-09,5.69,
2011-10,5.80,
2011-11,5.63,
2011-12,5.59,
2012-01,5.65,
2012-02,5.58,
2012-03,5.35,
2012-04,5.25,
2012-05,5.29,
2012-06,5.30,
2012-07,5.35,
2012-08,5.23,
2012-09,5.12,
2012-10,5.10,
2012-11,4.98,
2012-12,4.90,
2013-01,5.22,
2013-02,5.10,
2013-03,5.00,
2013-04,4.94,
2013-05,5.00,
2013-06,5.03,
2013-07,5.15,
2013-08,5.09,
2013-09,5.02,
2013-10,5.02,
2013-11,5.01,
2013-12,5.00,
2014-01,5.20,
2014-02,5.09,
2014-03,4.99,
2014-04,4.92,
2014-05,5.02,
2014-06,5.00,
2014-07,4.96,
2014-08,4.86,
2014-09,4.77,
2014-10,4.71,
2014-11,4.71,
2014-12,4.67,Provisional value
"","General: Volume-weighted average rates of all new agreements concluded during the reporting month. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. Loans for consumption are definded as loans granted for the purpose of personal use in the consumption of goods and services. p = Provisional",
