"",BBK01.PQB354,BBK01.PQB354_FLAGS
"",Lending to domestic enterprises / Total / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:10,
1968-10,25.227,
1969-01,26.201,
1969-04,27.011,
1969-07,28.002,
1969-10,31.646,
1970-01,31.071,
1970-04,32.659,
1970-07,32.987,
1970-10,34.752,
1971-01,34.835,
1971-04,36.471,
1971-07,37.465,
1971-10,40.224,
1972-01,41.564,
1972-04,44.295,
1972-07,44.987,
1972-10,48.159,
1973-01,47.687,
1973-04,48.198,
1973-07,49.447,
1973-10,49.515,
1974-01,50.003,
1974-04,51.997,
1974-07,52.170,
1974-10,53.231,
1975-01,50.986,
1975-04,50.545,
1975-07,50.097,
1975-10,52.971,
1976-01,50.564,
1976-04,52.993,
1976-07,53.081,
1976-10,57.132,
1977-01,54.934,
1977-04,56.663,
1977-07,57.506,
1977-10,60.636,
1978-01,57.527,
1978-04,59.484,
1978-07,61.003,
1978-10,64.874,
1979-01,63.203,
1979-04,66.847,
1979-07,66.941,
1979-10,70.791,
1980-01,68.648,
1980-04,71.483,
1980-07,71.674,
1980-10,76.980,
1981-01,75.067,
1981-04,76.442,
1981-07,76.529,
1981-10,79.409,
1982-01,76.032,
1982-04,77.912,
1982-07,78.125,
1982-10,80.523,
1983-01,75.938,
1983-04,78.888,
1983-07,80.067,
1983-10,82.582,
1984-01,79.917,
1984-04,81.810,
1984-07,83.257,
1984-10,86.391,
1985-01,86.103,
1985-04,88.473,
1985-07,87.043,
1985-10,90.574,
1986-01,89.924,
1986-04,93.093,
1986-07,94.163,
1986-10,102.992,
1987-01,101.982,
1987-04,101.644,
1987-07,104.160,
1987-10,105.682,
1988-01,107.050,
1988-04,110.151,
1988-07,110.548,
1988-10,116.511,
1989-01,118.407,
1989-04,122.517,
1989-07,125.767,
1989-10,130.792,
1990-01,135.786,
1990-04,213.030,
1990-07,222.929,
1990-10,227.500,
1991-01,232.970,
1991-04,241.124,
1991-07,242.297,
1991-10,243.245,
1992-01,244.930,
1992-04,251.824,
1992-07,247.190,
1992-10,237.072,
1993-01,195.396,
1993-04,198.039,
1993-07,199.466,
1993-10,199.911,
1994-01,200.282,
1994-04,201.792,
1994-07,205.994,
1994-10,206.613,
1995-01,208.620,
1995-04,218.580,
1995-07,216.851,
1995-10,219.324,
1996-01,226.251,
1996-04,230.646,
1996-07,230.078,
1996-10,235.129,
1997-01,236.803,
1997-04,241.953,
1997-07,238.996,
1997-10,241.779,
1998-01,241.035,
1998-04,242.849,
1998-07,241.812,
1998-10,247.446,
1999-01,234.248,
1999-04,233.484,
1999-07,231.873,
1999-10,238.972,
2000-01,249.546,
2000-04,256.211,
2000-07,259.644,
2000-10,256.538,
2001-01,268.581,
2001-04,260.374,
2001-07,256.495,
2001-10,258.167,
2002-01,255.134,
2002-04,250.449,
2002-07,247.718,
2002-10,242.175,
2003-01,241.880,
2003-04,236.147,
2003-07,235.436,
2003-10,228.153,
2004-01,227.710,
2004-04,221.336,
2004-07,221.480,
2004-10,216.948,
2005-01,221.284,
2005-04,222.131,
2005-07,231.066,
2005-10,222.633,
2006-01,238.578,
2006-04,242.652,
2006-07,247.814,
2006-10,221.031,
2007-01,245.363,
2007-04,248.041,
2007-07,251.346,
2007-10,253.321,
2008-01,280.020,
2008-04,286.261,
2008-07,291.173,
2008-10,286.259,
2009-01,299.604,
2009-04,294.539,
2009-07,291.361,
2009-10,273.488,
2010-01,260.530,
2010-04,273.775,
2010-07,260.533,
2010-10,261.234,
2011-01,269.631,
2011-04,275.194,
2011-07,285.059,
2011-10,285.228,
2012-01,286.278,
2012-04,291.543,
2012-07,296.794,
2012-10,284.927,
2013-01,300.905,
2013-04,311.738,
2013-07,246.657,
2013-10,244.559,
2014-01,247.465,
2014-04,250.499,
2014-07,253.491,
2014-10,253.433,
