"",BBFB1.M.N.DE.W1.S1.S1.T.D.SC2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SC2._Z._Z._Z._T._X.N_FLAGS
"",Current account / Transport / Air transport / Expenditure / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:37:22,
1991-01,258.376,
1991-02,297.360,
1991-03,395.509,
1991-04,382.825,
1991-05,391.758,
1991-06,473.618,
1991-07,510.959,
1991-08,474.429,
1991-09,446.075,
1991-10,493.118,
1991-11,473.585,
1991-12,654.390,
1992-01,277.526,
1992-02,382.204,
1992-03,409.994,
1992-04,440.219,
1992-05,436.941,
1992-06,457.474,
1992-07,507.937,
1992-08,559.193,
1992-09,501.685,
1992-10,518.676,
1992-11,451.999,
1992-12,680.901,
1993-01,253.664,
1993-02,349.021,
1993-03,473.350,
1993-04,483.259,
1993-05,453.614,
1993-06,518.064,
1993-07,432.566,
1993-08,384.952,
1993-09,624.567,
1993-10,446.060,
1993-11,437.948,
1993-12,570.798,
1994-01,229.771,
1994-02,335.858,
1994-03,417.239,
1994-04,425.713,
1994-05,468.944,
1994-06,449.203,
1994-07,507.210,
1994-08,523.117,
1994-09,471.239,
1994-10,474.620,
1994-11,476.887,
1994-12,584.515,
1995-01,249.724,
1995-02,316.522,
1995-03,446.724,
1995-04,432.267,
1995-05,494.599,
1995-06,558.484,
1995-07,548.103,
1995-08,553.009,
1995-09,536.994,
1995-10,538.537,
1995-11,475.695,
1995-12,639.321,
1996-01,287.375,
1996-02,339.639,
1996-03,478.012,
1996-04,470.476,
1996-05,532.735,
1996-06,500.442,
1996-07,610.771,
1996-08,536.957,
1996-09,548.479,
1996-10,535.061,
1996-11,494.080,
1996-12,641.774,
1997-01,293.391,
1997-02,430.199,
1997-03,461.371,
1997-04,524.477,
1997-05,542.813,
1997-06,501.082,
1997-07,707.276,
1997-08,592.678,
1997-09,546.926,
1997-10,666.190,
1997-11,514.869,
1997-12,760.048,
1998-01,352.759,
1998-02,427.255,
1998-03,430.752,
1998-04,598.004,
1998-05,546.317,
1998-06,561.592,
1998-07,669.946,
1998-08,676.390,
1998-09,614.142,
1998-10,631.527,
1998-11,623.822,
1998-12,798.627,
1999-01,318.646,
1999-02,430.536,
1999-03,439.290,
1999-04,592.991,
1999-05,529.108,
1999-06,588.695,
1999-07,615.879,
1999-08,603.627,
1999-09,645.717,
1999-10,622.589,
1999-11,629.580,
1999-12,771.848,
2000-01,311.281,
2000-02,454.906,
2000-03,470.069,
2000-04,604.875,
