"",BBK01.WT5010,BBK01.WT5010_FLAGS
"",Exchange rates on the Frankfurt exchange /NOK 100 = DM ... / Norway,
unit,DEM (hypothetically euro-based),
unit multiplier,one,
last update,2012-04-18 09:22:20,
1953-12-14,58.510,
1953-12-15,58.455,
1953-12-16,58.450,
1953-12-17,58.430,
1953-12-18,58.440,
1953-12-19,58.410,
1953-12-20,.,No value available
1953-12-21,58.380,
1953-12-22,58.360,
1953-12-23,58.360,
1953-12-24,58.365,
1953-12-25,.,No value available
1953-12-26,.,No value available
1953-12-27,.,No value available
1953-12-28,58.360,
1953-12-29,58.360,
1953-12-30,58.360,
1953-12-31,58.360,
1954-01-01,.,No value available
1954-01-02,.,No value available
1954-01-03,.,No value available
1954-01-04,58.360,
1954-01-05,58.360,
1954-01-06,58.360,
1954-01-07,58.360,
1954-01-08,58.360,
1954-01-09,58.360,
1954-01-10,.,No value available
1954-01-11,58.360,
1954-01-12,58.360,
1954-01-13,58.370,
1954-01-14,58.370,
1954-01-15,58.405,
1954-01-16,58.405,
1954-01-17,.,No value available
1954-01-18,58.410,
1954-01-19,58.430,
1954-01-20,58.475,
1954-01-21,58.450,
1954-01-22,58.430,
1954-01-23,58.430,
1954-01-24,.,No value available
1954-01-25,58.450,
1954-01-26,58.465,
1954-01-27,58.480,
1954-01-28,58.495,
1954-01-29,58.500,
1954-01-30,58.490,
1954-01-31,.,No value available
1954-02-01,58.470,
1954-02-02,58.485,
1954-02-03,58.510,
1954-02-04,58.480,
1954-02-05,58.480,
1954-02-06,58.480,
1954-02-07,.,No value available
1954-02-08,58.510,
1954-02-09,58.500,
1954-02-10,58.500,
1954-02-11,58.490,
1954-02-12,58.495,
1954-02-13,58.510,
1954-02-14,.,No value available
1954-02-15,58.480,
1954-02-16,58.490,
1954-02-17,58.495,
1954-02-18,58.510,
1954-02-19,58.510,
1954-02-20,58.495,
1954-02-21,.,No value available
1954-02-22,58.500,
1954-02-23,58.510,
1954-02-24,58.510,
1954-02-25,58.510,
1954-02-26,58.530,
1954-02-27,58.520,
1954-02-28,.,No value available
1954-03-01,58.525,
1954-03-02,58.530,
1954-03-03,58.535,
1954-03-04,58.550,
1954-03-05,58.580,
1954-03-06,58.565,
1954-03-07,.,No value available
1954-03-08,58.565,
1954-03-09,58.555,
1954-03-10,58.540,
1954-03-11,58.525,
1954-03-12,58.520,
1954-03-13,58.525,
1954-03-14,.,No value available
1954-03-15,58.525,
1954-03-16,58.528,
1954-03-17,58.530,
1954-03-18,58.526,
1954-03-19,58.540,
1954-03-20,58.545,
1954-03-21,.,No value available
1954-03-22,58.550,
1954-03-23,58.555,
1954-03-24,58.565,
1954-03-25,58.565,
1954-03-26,58.615,
1954-03-27,58.600,
1954-03-28,.,No value available
1954-03-29,58.600,
1954-03-30,58.600,
1954-03-31,58.595,
1954-04-01,58.610,
1954-04-02,58.628,
1954-04-03,58.628,
1954-04-04,.,No value available
1954-04-05,58.623,
1954-04-06,58.645,
1954-04-07,58.625,
1954-04-08,58.650,
1954-04-09,58.620,
1954-04-10,58.640,
1954-04-11,.,No value available
1954-04-12,58.650,
1954-04-13,58.650,
1954-04-14,58.670,
1954-04-15,58.680,
1954-04-16,.,No value available
1954-04-17,.,No value available
1954-04-18,.,No value available
1954-04-19,.,No value available
1954-04-20,58.690,
1954-04-21,58.713,
1954-04-22,58.780,
1954-04-23,58.770,
1954-04-24,58.750,
1954-04-25,.,No value available
1954-04-26,58.755,
1954-04-27,58.770,
1954-04-28,58.760,
1954-04-29,58.760,
1954-04-30,58.765,
1954-05-01,.,No value available
1954-05-02,.,No value available
1954-05-03,58.810,
1954-05-04,58.830,
1954-05-05,58.855,
1954-05-06,58.750,
1954-05-07,58.680,
1954-05-08,58.740,
1954-05-09,.,No value available
1954-05-10,58.728,
1954-05-11,58.710,
1954-05-12,58.680,
1954-05-13,58.725,
1954-05-14,58.750,
1954-05-15,58.750,
1954-05-16,.,No value available
1954-05-17,58.760,
1954-05-18,58.750,
1954-05-19,58.765,
1954-05-20,58.770,
1954-05-21,58.760,
1954-05-22,58.760,
1954-05-23,.,No value available
1954-05-24,58.750,
1954-05-25,58.760,
1954-05-26,58.740,
1954-05-27,.,No value available
1954-05-28,58.730,
1954-05-29,58.720,
1954-05-30,.,No value available
1954-05-31,58.715,
1954-06-01,58.666,
1954-06-02,58.740,
1954-06-03,58.740,
1954-06-04,58.720,
1954-06-05,.,No value available
1954-06-06,.,No value available
1954-06-07,.,No value available
1954-06-08,58.690,
1954-06-09,58.680,
1954-06-10,58.668,
1954-06-11,58.665,
1954-06-12,58.660,
1954-06-13,.,No value available
1954-06-14,58.660,
1954-06-15,58.660,
1954-06-16,58.670,
1954-06-17,.,No value available
1954-06-18,58.670,
1954-06-19,58.695,
1954-06-20,.,No value available
1954-06-21,58.670,
1954-06-22,58.695,
1954-06-23,58.700,
1954-06-24,58.690,
1954-06-25,58.690,
1954-06-26,58.690,
1954-06-27,.,No value available
1954-06-28,58.685,
1954-06-29,58.710,
1954-06-30,58.688,
1954-07-01,58.680,
1954-07-02,58.670,
1954-07-03,58.650,
1954-07-04,.,No value available
1954-07-05,58.640,
1954-07-06,58.620,
1954-07-07,58.640,
1954-07-08,58.600,
1954-07-09,58.610,
1954-07-10,58.590,
1954-07-11,.,No value available
1954-07-12,58.600,
1954-07-13,58.550,
1954-07-14,58.550,
1954-07-15,58.520,
1954-07-16,58.525,
1954-07-17,58.502,
1954-07-18,.,No value available
1954-07-19,58.502,
1954-07-20,58.535,
1954-07-21,58.560,
1954-07-22,58.565,
1954-07-23,58.570,
1954-07-24,58.560,
1954-07-25,.,No value available
1954-07-26,58.540,
1954-07-27,58.500,
1954-07-28,58.520,
1954-07-29,58.560,
1954-07-30,58.575,
1954-07-31,58.570,
1954-08-01,.,No value available
1954-08-02,58.560,
1954-08-03,58.560,
1954-08-04,58.590,
1954-08-05,58.570,
1954-08-06,58.580,
1954-08-07,58.570,
1954-08-08,.,No value available
1954-08-09,58.565,
1954-08-10,58.560,
1954-08-11,58.550,
1954-08-12,58.550,
1954-08-13,58.545,
1954-08-14,58.535,
1954-08-15,.,No value available
1954-08-16,58.550,
1954-08-17,58.560,
1954-08-18,58.575,
1954-08-19,58.575,
1954-08-20,58.570,
1954-08-21,58.570,
1954-08-22,.,No value available
1954-08-23,58.563,
1954-08-24,58.570,
