"",BBK01.QUK885,BBK01.QUK885_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / All countires / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:29:48,
2002-03,97.303,
2002-04,86.955,
2002-05,86.342,
2002-06,74.322,
2002-07,74.474,
2002-08,73.771,
2002-09,73.925,
2002-10,74.929,
2002-11,74.042,
2002-12,70.880,
2003-01,70.104,
2003-02,69.498,
2003-03,68.071,
2003-04,65.006,
2003-05,65.822,
2003-06,65.543,
2003-07,65.892,
2003-08,64.376,
2003-09,63.622,
2003-10,65.732,
2003-11,66.835,
2003-12,70.289,
2004-01,67.014,
2004-02,67.844,
2004-03,66.614,
2004-04,66.850,
2004-05,66.898,
2004-06,65.938,
2004-07,65.492,
2004-08,64.719,
2004-09,64.706,
2004-10,64.707,
2004-11,66.270,
2004-12,67.918,
2005-01,65.548,
2005-02,65.967,
2005-03,66.166,
2005-04,67.944,
2005-05,68.765,
2005-06,70.305,
2005-07,70.632,
2005-08,68.825,
2005-09,72.090,
2005-10,69.728,
2005-11,69.385,
2005-12,59.629,
2006-01,59.572,
2006-02,57.147,
2006-03,56.123,
2006-04,56.939,
2006-05,57.254,
2006-06,58.363,
2006-07,58.411,
2006-08,58.530,
2006-09,61.937,
2006-10,61.631,
2006-11,60.831,
2006-12,60.191,
2007-01,58.324,
2007-02,57.804,
2007-03,59.314,
2007-04,59.087,
2007-05,60.124,
2007-06,60.385,
2007-07,65.613,
2007-08,66.017,
2007-09,65.130,
2007-10,64.363,
2007-11,63.054,
2007-12,62.545,
2008-01,73.865,
2008-02,74.812,
2008-03,74.791,
2008-04,76.558,
2008-05,78.670,
2008-06,73.042,
2008-07,73.773,
2008-08,73.072,
2008-09,75.020,
2008-10,77.671,
2008-11,77.703,
2008-12,69.226,
2009-01,70.805,
2009-02,68.462,
2009-03,64.903,
2009-04,66.348,
2009-05,64.221,
2009-06,61.134,
2009-07,65.893,
2009-08,52.516,
2009-09,51.716,
2009-10,52.370,
2009-11,50.778,
2009-12,47.365,
2010-01,47.592,
2010-02,47.447,
2010-03,46.036,
2010-04,45.486,
2010-05,51.709,
2010-06,50.218,
2010-07,49.435,
2010-08,51.498,
2010-09,51.808,
2010-10,51.291,
2010-11,50.911,
2010-12,49.660,
2011-01,50.644,
2011-02,50.863,
2011-03,50.669,
2011-04,49.987,
2011-05,50.213,
2011-06,51.124,
2011-07,56.058,
2011-08,55.644,
2011-09,56.693,
2011-10,52.772,
2011-11,53.654,
2011-12,55.791,
2012-01,55.111,
2012-02,55.329,
2012-03,54.150,
2012-04,53.466,
2012-05,54.007,
2012-06,54.152,
2012-07,54.117,
2012-08,54.386,
2012-09,53.456,
2012-10,52.582,
2012-11,54.824,
2012-12,52.494,
2013-01,52.004,
2013-02,52.016,
2013-03,52.524,
2013-04,53.269,
2013-05,52.302,
2013-06,51.432,
2013-07,51.413,
2013-08,50.825,
2013-09,50.884,
2013-10,50.855,
2013-11,50.967,
2013-12,47.828,
2014-01,49.325,
2014-02,49.941,
2014-03,51.004,
2014-04,50.677,
2014-05,51.734,
2014-06,51.145,
2014-07,52.436,
2014-08,52.289,
2014-09,54.099,
2014-10,52.855,
