"",BBK01.PC3425,BBK01.PC3425_FLAGS
"",Housing loans to domestic enterprises and self-employed persons / Medium-term / Building and loan associations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:22:58,
1999-01,0.976,
1999-04,0.930,
1999-07,0.901,
1999-10,0.888,
2000-01,0.801,
2000-04,0.795,
2000-07,0.811,
2000-10,0.798,
2001-01,0.800,
2001-04,0.807,
2001-07,0.801,
2001-10,0.818,
2002-01,0.822,
2002-04,0.840,
2002-07,0.861,
2002-10,0.892,
2003-01,0.912,
2003-04,0.962,
2003-07,0.948,
2003-10,0.944,
2004-01,0.920,
2004-04,0.899,
2004-07,0.884,
2004-10,0.883,
2005-01,0.851,
2005-04,0.839,
2005-07,0.826,
2005-10,0.819,
2006-01,0.796,
2006-04,0.823,
2006-07,0.820,
2006-10,0.827,
2007-01,0.821,
2007-04,0.797,
2007-07,0.778,
2007-10,0.760,
2008-01,0.737,
2008-04,0.739,
2008-07,0.735,
2008-10,0.722,
2009-01,0.717,
2009-04,0.732,
2009-07,0.818,
2009-10,0.851,
2010-01,0.872,
2010-04,0.892,
2010-07,0.915,
2010-10,0.931,
2011-01,0.919,
2011-04,0.934,
2011-07,0.931,
2011-10,0.938,
2012-01,0.936,
2012-04,0.945,
2012-07,0.926,
2012-10,0.929,
2013-01,0.898,
2013-04,0.919,
2013-07,0.926,
2013-10,0.907,
2014-01,0.891,
2014-04,0.881,
2014-07,0.854,
2014-10,0.834,
