"",BBK01.OEYB01I,BBK01.OEYB01I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:27:37,
2002-01,77.838,
2002-04,81.936,
2002-07,75.521,
2002-10,73.510,
2003-01,71.076,
2003-04,59.883,
2003-07,62.321,
2003-10,59.666,
2004-01,59.152,
2004-04,58.423,
2004-07,58.349,
2004-10,58.177,
2005-01,57.494,
2005-04,57.862,
2005-07,59.382,
2005-10,60.303,
2006-01,58.474,
2006-04,59.702,
2006-07,73.811,
2006-10,72.586,
2007-01,69.124,
2007-04,68.994,
2007-07,68.181,
2007-10,71.018,
2008-01,72.485,
2008-04,72.476,
2008-07,73.090,
2008-10,71.177,
2009-01,71.088,
2009-04,73.062,
2009-07,86.148,
2009-10,88.398,
2010-01,88.385,
2010-04,87.555,
2010-07,83.391,
2010-10,84.766,
2011-01,88.449,
2011-04,89.839,
2011-07,90.676,
2011-10,86.891,
2012-01,90.765,
2012-04,91.360,
2012-07,87.762,
2012-10,83.469,
2013-01,82.711,
2013-04,85.262,
2013-07,76.277,
2013-10,75.878,
2014-01,75.715,
2014-04,75.199,
2014-07,73.960,
