"",BBK01.TU2062,BBK01.TU2062_FLAGS
"",Lending to non-banks (non-MFIs) / Loans / to German non-banks / of which: enterprises and households,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:38,
1984-12,16.218,
1985-01,16.077,
1985-02,15.807,
1985-03,15.369,
1985-04,15.157,
1985-05,14.912,
1985-06,15.438,
1985-07,15.469,
1985-08,16.038,
1985-09,16.083,
1985-10,15.688,
1985-11,15.584,
1985-12,14.818,
1986-01,14.616,
1986-02,14.334,
1986-03,14.017,
1986-04,13.628,
1986-05,13.203,
1986-06,13.059,
1986-07,12.699,
1986-08,12.567,
1986-09,12.215,
1986-10,11.966,
1986-11,11.734,
1986-12,10.546,
1987-01,10.872,
1987-02,11.039,
1987-03,10.926,
1987-04,10.737,
1987-05,10.491,
1987-06,10.288,
1987-07,10.212,
1987-08,10.173,
1987-09,10.147,
1987-10,10.552,
1987-11,10.509,
1987-12,10.043,
1988-01,10.527,
1988-02,10.589,
1988-03,10.279,
1988-04,10.048,
1988-05,10.256,
1988-06,10.388,
1988-07,10.424,
1988-08,10.454,
1988-09,10.609,
1988-10,10.687,
1988-11,10.432,
1988-12,9.879,
1989-01,10.059,
1989-02,9.847,
1989-03,10.337,
1989-04,10.395,
1989-05,10.175,
1989-06,9.996,
1989-07,10.363,
1989-08,10.409,
1989-09,9.973,
1989-10,10.183,
1989-11,10.382,
1989-12,9.642,
1990-01,10.290,
1990-02,10.619,
1990-03,11.010,
1990-04,11.086,
1990-05,11.452,
1990-06,11.691,
1990-07,12.374,
1990-08,12.524,
1990-09,12.498,
1990-10,12.887,
1990-11,13.995,
1990-12,12.278,
1991-01,13.212,
1991-02,14.929,
1991-03,14.398,
1991-04,14.889,
1991-05,15.079,
1991-06,15.720,
1991-07,15.497,
1991-08,15.673,
1991-09,16.141,
1991-10,15.745,
1991-11,16.706,
1991-12,17.528,
1992-01,18.415,
1992-02,18.607,
1992-03,17.769,
1992-04,17.385,
1992-05,17.569,
1992-06,19.146,
1992-07,20.412,
1992-08,20.329,
1992-09,21.979,
1992-10,21.968,
1992-11,21.926,
1992-12,21.539,
1993-01,22.603,
1993-02,22.776,
1993-03,22.105,
1993-04,22.778,
1993-05,22.008,
1993-06,21.196,
1993-07,21.306,
1993-08,21.305,
1993-09,20.360,
1993-10,20.005,
1993-11,20.383,
1993-12,21.046,
1994-01,21.910,
1994-02,20.619,
1994-03,20.581,
1994-04,19.951,
1994-05,20.165,
1994-06,20.508,
1994-07,20.936,
1994-08,21.489,
1994-09,21.475,
1994-10,20.654,
1994-11,20.999,
1994-12,21.350,
1995-01,21.744,
1995-02,21.316,
1995-03,20.968,
1995-04,21.283,
1995-05,21.319,
1995-06,21.551,
1995-07,21.588,
1995-08,21.892,
1995-09,22.529,
1995-10,22.364,
1995-11,22.931,
1995-12,23.242,
1996-01,23.811,
1996-02,23.377,
1996-03,21.669,
1996-04,21.591,
1996-05,21.630,
1996-06,21.087,
1996-07,20.892,
1996-08,21.545,
1996-09,21.445,
1996-10,22.059,
1996-11,22.659,
1996-12,23.440,
1997-01,22.472,
1997-02,22.521,
1997-03,22.958,
1997-04,22.045,
1997-05,22.351,
1997-06,24.369,
1997-07,26.543,
1997-08,27.290,
1997-09,27.522,
1997-10,27.822,
1997-11,27.277,
1997-12,28.090,
1998-01,27.943,
1998-02,28.568,
1998-03,30.036,
1998-04,29.598,
1998-05,28.890,
1998-06,27.803,
1998-07,28.118,
1998-08,28.403,
1998-09,29.326,
1998-10,30.445,
1998-11,31.221,
1998-12,31.864,
1999-01,32.988,
1999-02,33.634,
1999-03,34.124,
1999-04,35.078,
1999-05,34.298,
1999-06,36.151,
1999-07,37.508,
1999-08,38.909,
1999-09,35.717,
1999-10,36.896,
1999-11,36.363,
1999-12,37.524,
2000-01,38.551,
2000-02,38.195,
2000-03,38.609,
2000-04,38.406,
2000-05,38.644,
2000-06,39.157,
2000-07,37.498,
2000-08,38.450,
2000-09,39.569,
2000-10,40.952,
2000-11,41.024,
2000-12,42.320,
2001-01,40.664,
2001-02,40.756,
2001-03,41.995,
2001-04,41.537,
2001-05,42.664,
2001-06,45.265,
2001-07,44.455,
2001-08,43.669,
2001-09,44.518,
2001-10,43.787,
2001-11,45.997,
2001-12,47.666,
2002-01,47.227,
2002-02,45.712,
2002-03,46.337,
2002-04,46.143,
2002-05,46.358,
2002-06,45.198,
2002-07,45.028,
2002-08,44.777,
2002-09,44.188,
2002-10,43.739,
2002-11,44.103,
2002-12,42.898,
2003-01,42.808,
2003-02,41.947,
2003-03,40.684,
2003-04,39.875,
2003-05,39.020,
2003-06,38.731,
2003-07,38.510,
2003-08,38.721,
2003-09,37.424,
2003-10,36.909,
2003-11,36.986,
2003-12,37.850,
2004-01,37.881,
2004-02,37.144,
2004-03,37.973,
2004-04,37.774,
2004-05,37.873,
2004-06,37.289,
2004-07,36.741,
2004-08,36.202,
2004-09,35.495,
2004-10,34.939,
2004-11,35.031,
2004-12,35.048,
2005-01,34.677,
2005-02,35.175,
2005-03,35.479,
2005-04,35.835,
2005-05,35.541,
2005-06,35.139,
2005-07,35.433,
2005-08,36.083,
2005-09,35.960,
2005-10,35.652,
2005-11,35.988,
