"",BBK01.OUC368,BBK01.OUC368_FLAGS
"",Loans to foreign enterprises and households / Total / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:09,
1999-01,36.983,
1999-02,34.494,
1999-03,37.981,
1999-04,38.426,
1999-05,41.093,
1999-06,35.414,
1999-07,38.837,
1999-08,34.875,
1999-09,37.822,
1999-10,40.340,
1999-11,39.336,
1999-12,34.338,
2000-01,39.944,
2000-02,40.960,
2000-03,44.117,
2000-04,46.983,
2000-05,44.688,
2000-06,36.655,
2000-07,38.052,
2000-08,44.063,
2000-09,45.081,
2000-10,46.581,
2000-11,48.253,
2000-12,52.552,
2001-01,59.869,
2001-02,63.988,
2001-03,79.737,
2001-04,86.092,
2001-05,87.355,
2001-06,82.247,
2001-07,78.652,
2001-08,79.770,
2001-09,82.889,
2001-10,85.312,
2001-11,94.303,
2001-12,82.064,
2002-01,83.132,
2002-02,87.489,
2002-03,96.003,
2002-04,89.424,
2002-05,91.979,
2002-06,89.375,
2002-07,83.005,
2002-08,83.424,
2002-09,89.859,
2002-10,91.219,
2002-11,93.714,
2002-12,76.738,
2003-01,82.021,
2003-02,100.057,
2003-03,98.633,
2003-04,106.391,
2003-05,113.670,
2003-06,104.486,
2003-07,102.639,
2003-08,99.797,
2003-09,106.572,
2003-10,103.898,
2003-11,117.048,
2003-12,105.512,
2004-01,114.165,
2004-02,123.086,
2004-03,127.889,
2004-04,130.215,
2004-05,118.645,
2004-06,119.210,
2004-07,122.611,
2004-08,128.835,
2004-09,135.311,
2004-10,130.795,
2004-11,146.474,
2004-12,130.125,
2005-01,139.341,
2005-02,143.605,
2005-03,129.528,
2005-04,153.057,
2005-05,143.071,
2005-06,130.399,
2005-07,128.928,
2005-08,129.406,
2005-09,129.113,
2005-10,130.700,
2005-11,139.171,
2005-12,122.904,
2006-01,131.859,
2006-02,126.672,
2006-03,120.632,
2006-04,123.995,
2006-05,127.230,
2006-06,123.692,
2006-07,128.945,
2006-08,130.588,
2006-09,130.515,
2006-10,132.264,
2006-11,137.067,
2006-12,122.310,
2007-01,135.740,
2007-02,141.328,
2007-03,141.189,
2007-04,147.588,
2007-05,151.958,
2007-06,152.110,
2007-07,144.703,
2007-08,143.735,
2007-09,139.698,
2007-10,130.170,
2007-11,144.065,
2007-12,119.469,
2008-01,139.634,
2008-02,151.479,
2008-03,148.052,
2008-04,146.026,
2008-05,146.709,
2008-06,120.293,
2008-07,125.162,
2008-08,133.814,
2008-09,132.746,
2008-10,131.818,
2008-11,133.482,
2008-12,107.249,
2009-01,114.741,
2009-02,101.758,
2009-03,96.269,
2009-04,109.258,
2009-05,105.153,
2009-06,105.202,
2009-07,100.845,
2009-08,98.283,
2009-09,94.203,
2009-10,93.892,
2009-11,89.249,
2009-12,85.549,
2010-01,87.278,
2010-02,89.283,
2010-03,85.862,
2010-04,105.049,
2010-05,117.266,
2010-06,95.404,
2010-07,96.629,
2010-08,100.715,
2010-09,83.858,
2010-10,85.360,
2010-11,96.367,
2010-12,82.963,
2011-01,80.279,
2011-02,86.927,
2011-03,80.563,
2011-04,95.020,
2011-05,100.082,
2011-06,90.032,
2011-07,90.699,
2011-08,95.856,
2011-09,97.124,
2011-10,84.939,
2011-11,84.616,
2011-12,75.605,
2012-01,76.641,
2012-02,74.860,
2012-03,88.440,
2012-04,92.047,
2012-05,97.682,
2012-06,88.400,
2012-07,92.222,
2012-08,93.481,
2012-09,92.081,
2012-10,94.560,
2012-11,103.603,
2012-12,85.913,
2013-01,90.108,
2013-02,87.796,
2013-03,90.241,
2013-04,90.969,
2013-05,91.678,
2013-06,88.172,
2013-07,86.604,
2013-08,84.624,
2013-09,76.007,
2013-10,75.523,
2013-11,78.440,
2013-12,70.674,
2014-01,75.306,
2014-02,77.406,
2014-03,70.490,
2014-04,76.445,
2014-05,75.180,
2014-06,75.451,
2014-07,82.121,
2014-08,79.912,
2014-09,76.698,
2014-10,74.375,
2014-11,78.290,
2014-12,62.021,Provisional value
