"",BBSF2.M.1.S.I1252.IMM01.I.F.ANZ.DE.00000.000000.Z01.00,BBSF2.M.1.S.I1252.IMM01.I.F.ANZ.DE.00000.000000.Z01.00_FLAGS
"",Special investors funds / Real estate funds / Number / Other insurance corporations / Distribution and cumulative funds,
unit,Stück (hypothetically euro-based),
unit multiplier,one,
last update,2014-12-29 10:51:50,
2009-09,41,
2009-10,41,
2009-11,41,
2009-12,39,
2010-01,41,
2010-02,41,
2010-03,41,
2010-04,41,
2010-05,41,
2010-06,41,
2010-07,40,
2010-08,40,
2010-09,40,
2010-10,40,
2010-11,40,
2010-12,40,
2011-01,40,
2011-02,40,
2011-03,40,
2011-04,40,
2011-05,40,
2011-06,40,
2011-07,40,
2011-08,40,
2011-09,38,
2011-10,38,
2011-11,37,
2011-12,38,
2012-01,39,
2012-02,39,
2012-03,39,
2012-04,39,
2012-05,39,
2012-06,39,
2012-07,40,
2012-08,40,
2012-09,40,
2012-10,52,
2012-11,52,
2012-12,52,
2013-01,52,
2013-02,52,
2013-03,52,
2013-04,52,
2013-05,51,
2013-06,51,
2013-07,52,
2013-08,51,
2013-09,49,
2013-10,49,
2013-11,48,
2013-12,48,
2014-01,48,
2014-02,48,
2014-03,48,
2014-04,49,
2014-05,49,
2014-06,49,
2014-07,47,
2014-08,47,
2014-09,47,
2014-10,48,
2014-11,48,
