"",BBFN1.M.DE.N.1.A.W03100.S1P.H1.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.A.W03100.S1P.H1.T.N000.Z01.BGA.X001.D_FLAGS
"",Claims of enterprises on non-residents arising from credit terms granted / Total / Emerging economies and developing countries,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-11 07:07:59,
1995-01,22.897,
1995-02,22.653,
1995-03,23.009,
1995-04,23.213,
1995-05,23.494,
1995-06,23.913,
1995-07,24.379,
1995-08,24.234,
1995-09,24.281,
1995-10,23.867,
1995-11,24.601,
1995-12,24.368,
1996-01,23.675,
1996-02,24.063,
1996-03,24.627,
1996-04,25.025,
1996-05,25.251,
1996-06,25.886,
1996-07,25.986,
1996-08,25.682,
1996-09,26.026,
1996-10,26.539,
1996-11,27.015,
1996-12,26.711,
1997-01,26.047,
1997-02,26.426,
1997-03,27.039,
1997-04,27.318,
1997-05,27.709,
1997-06,28.133,
1997-07,28.322,
1997-08,28.551,
1997-09,28.744,
1997-10,29.223,
1997-11,29.405,
1997-12,29.959,
1998-01,28.949,
1998-02,30.376,
1998-03,30.055,
1998-04,30.131,
1998-05,30.285,
1998-06,29.605,
1998-07,29.863,
1998-08,29.347,
1998-09,29.411,
1998-10,29.315,
1998-11,29.401,
1998-12,28.835,
1999-01,27.942,
1999-02,28.153,
1999-03,28.767,
1999-04,26.800,
1999-05,28.759,
1999-06,29.592,
1999-07,29.490,
1999-08,29.653,
1999-09,29.852,
1999-10,30.907,
1999-11,31.317,
1999-12,31.057,
2000-01,31.256,
2000-02,30.834,
2000-03,31.703,
2000-04,32.107,
2000-05,32.724,
2000-06,33.244,
2000-07,33.993,
2000-08,34.153,
2000-09,35.093,
2000-10,35.533,
2000-11,36.153,
2000-12,35.580,
2001-01,34.790,
2001-02,35.111,
2001-03,35.420,
2001-04,35.792,
2001-05,35.464,
2001-06,37.404,
2001-07,35.365,
2001-08,35.567,
2001-09,37.208,
2001-10,37.031,
2001-11,37.005,
2001-12,35.404,
2002-01,32.802,
2002-02,33.300,
2002-03,33.473,
2002-04,34.133,
2002-05,34.985,
2002-06,35.335,
2002-07,35.076,
2002-08,34.313,
2002-09,35.167,
2002-10,34.955,
2002-11,36.299,
2002-12,35.410,
2003-01,34.140,
2003-02,33.967,
2003-03,33.539,
2003-04,33.832,
2003-05,33.365,
2003-06,33.126,
2003-07,33.378,
2003-08,33.776,
2003-09,33.430,
2003-10,33.606,
2003-11,34.064,
2003-12,33.279,
2004-01,32.055,
2004-02,31.953,
2004-03,33.049,
2004-04,32.991,
2004-05,27.196,
2004-06,27.502,
2004-07,27.672,
2004-08,27.438,
2004-09,27.770,
2004-10,28.185,
2004-11,28.124,
2004-12,27.439,
2005-01,26.397,
2005-02,26.727,
2005-03,27.790,
2005-04,28.208,
2005-05,28.754,
2005-06,29.625,
2005-07,29.749,
2005-08,29.657,
2005-09,30.474,
2005-10,30.709,
2005-11,31.294,
2005-12,31.219,
2006-01,30.973,
2006-02,31.149,
2006-03,32.051,
2006-04,32.274,
2006-05,32.867,
2006-06,33.566,
2006-07,33.276,
2006-08,33.155,
2006-09,33.569,
2006-10,33.674,
2006-11,34.075,
2006-12,33.516,
2007-01,31.914,
2007-02,33.002,
2007-03,33.673,
2007-04,33.792,
2007-05,33.927,
2007-06,34.773,
2007-07,35.423,
2007-08,35.396,
2007-09,36.502,
2007-10,36.820,
2007-11,37.426,
2007-12,36.738,
2008-01,35.774,
2008-02,36.251,
2008-03,37.275,
2008-04,39.017,
2008-05,38.668,
2008-06,39.714,
2008-07,40.408,
2008-08,40.264,
2008-09,39.949,
2008-10,40.914,
2008-11,41.405,
2008-12,39.518,
2009-01,37.162,
2009-02,36.330,
2009-03,35.584,
2009-04,35.026,
2009-05,35.203,
2009-06,35.302,
2009-07,35.842,
2009-08,36.088,
2009-09,36.867,
2009-10,37.244,
2009-11,37.810,
2009-12,37.039,
2010-01,36.604,
2010-02,37.826,
2010-03,39.586,
2010-04,40.965,
2010-05,42.208,
2010-06,43.537,
2010-07,43.248,
2010-08,42.810,
2010-09,43.645,
2010-10,44.814,
2010-11,45.087,
2010-12,44.604,
2011-01,43.977,
2011-02,45.489,
2011-03,47.193,
2011-04,47.856,
2011-05,48.365,
2011-06,47.962,
2011-07,48.956,
2011-08,48.875,
2011-09,50.080,
2011-10,50.878,
2011-11,51.490,
2011-12,50.477,
2012-01,50.403,
2012-02,51.248,
2012-03,53.309,
2012-04,53.480,
2012-05,54.291,
2012-06,57.731,
2012-07,57.832,
2012-08,55.367,
2012-09,55.879,
2012-10,54.897,
2012-11,55.824,
2012-12,53.856,
2013-01,52.533,
2013-02,53.069,
2013-03,54.570,
2013-04,55.148,
2013-05,54.586,
2013-06,56.319,
2013-07,54.819,
2013-08,55.145,
2013-09,55.859,
2013-10,55.699,
2013-11,57.435,
2013-12,55.647,
2014-01,53.992,
2014-02,54.827,
2014-03,55.079,
2014-04,56.102,
2014-05,55.900,
2014-06,57.650,
2014-07,58.253,
2014-08,58.133,
2014-09,59.429,
2014-10,59.914,
2014-11,59.749,
2014-12,58.552,
"","General: All countries that are not regarded as industrial countries. Up to December 2010 including Niederl. Antillen; from January 2011 including Bonaire,St.Eustatius, Saba; Curacao; St.Martin (Dutch part)",
