"",BBK01.OEAF01H,BBK01.OEAF01H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:06:54,
2002-01,181.833,
2002-04,181.137,
2002-07,181.730,
2002-10,181.958,
2003-01,181.540,
2003-04,181.602,
2003-07,182.424,
2003-10,182.024,
2004-01,179.538,
2004-04,180.372,
2004-07,179.465,
2004-10,178.662,
2005-01,179.229,
2005-04,179.289,
2005-07,179.694,
2005-10,179.491,
2006-01,178.939,
2006-04,178.364,
2006-07,178.553,
2006-10,177.118,
2007-01,174.967,
2007-04,173.721,
2007-07,172.911,
2007-10,167.747,
2008-01,165.112,
2008-04,163.837,
2008-07,162.952,
2008-10,161.069,
2009-01,159.273,
2009-04,147.258,
2009-07,148.193,
2009-10,148.202,
2010-01,146.548,
2010-04,148.136,
2010-07,149.009,
2010-10,150.480,
2011-01,149.641,
2011-04,150.410,
2011-07,153.945,
2011-10,154.476,
2012-01,154.726,
2012-04,154.719,
2012-07,156.474,
2012-10,157.008,
2013-01,157.256,
2013-04,159.056,
2013-07,160.806,
2013-10,161.755,
2014-01,161.830,
2014-04,163.729,
2014-07,166.046,
