"",BBK01.SUD221,BBK01.SUD221_FLAGS
"",New business (volumes) of German banks / Loans for other purposes to households with an initial rate fixation of over 1 year and up to 5 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:10,
2003-01,1686,
2003-02,1485,
2003-03,1619,
2003-04,1834,
2003-05,1546,
2003-06,1603,
2003-07,1802,
2003-08,1461,
2003-09,1693,
2003-10,3368,
2003-11,1440,
2003-12,2578,
2004-01,1992,
2004-02,1588,
2004-03,2037,
2004-04,1658,
2004-05,1552,
2004-06,2816,
2004-07,1908,
2004-08,1379,
2004-09,1474,
2004-10,1590,
2004-11,1164,
2004-12,2853,
2005-01,1578,
2005-02,1182,
2005-03,1700,
2005-04,1415,
2005-05,1488,
2005-06,2177,
2005-07,1941,
2005-08,1550,
2005-09,1858,
2005-10,1415,
2005-11,1500,
2005-12,2336,
2006-01,1922,
2006-02,1316,
2006-03,2132,
2006-04,1610,
2006-05,1890,
2006-06,2119,
2006-07,1793,
2006-08,1394,
2006-09,1861,
2006-10,1815,
2006-11,1407,
2006-12,2326,
2007-01,1793,
2007-02,1468,
2007-03,2087,
2007-04,1488,
2007-05,1743,
2007-06,2009,
2007-07,1697,
2007-08,1346,
2007-09,1477,
2007-10,1456,
2007-11,1296,
2007-12,2239,
2008-01,1745,
2008-02,1102,
2008-03,1041,
2008-04,1274,
2008-05,1081,
2008-06,1165,
2008-07,1227,
2008-08,883,
2008-09,994,
2008-10,1337,
2008-11,972,
2008-12,1360,
2009-01,1475,
2009-02,1155,
2009-03,1467,
2009-04,1773,
2009-05,1307,
2009-06,1419,
2009-07,1468,
2009-08,1119,
2009-09,1043,
2009-10,1208,
2009-11,1225,
2009-12,1495,
2010-01,1422,
2010-02,977,
2010-03,1205,
2010-04,1307,
2010-05,1082,
2010-06,1925,
2010-07,1701,
2010-08,857,
2010-09,1061,
2010-10,1025,
2010-11,1519,
2010-12,1326,
2011-01,1387,
2011-02,1039,
2011-03,1328,
2011-04,1175,
2011-05,1150,
2011-06,1092,
2011-07,1599,
2011-08,1087,
2011-09,1122,
2011-10,1044,
2011-11,992,
2011-12,1233,
2012-01,1148,
2012-02,988,
2012-03,1107,
2012-04,1294,
2012-05,1184,
2012-06,1213,
2012-07,1450,
2012-08,966,
2012-09,860,
2012-10,1122,
2012-11,966,
2012-12,916,
2013-01,1171,
2013-02,920,
2013-03,900,
2013-04,1181,
2013-05,864,
2013-06,886,
2013-07,1332,
2013-08,961,
2013-09,900,
2013-10,1047,
2013-11,909,
2013-12,1098,
2014-01,1102,
2014-02,902,
2014-03,1162,
2014-04,1092,
2014-05,1023,
2014-06,947,
2014-07,1196,
2014-08,799,
2014-09,859,
2014-10,972,
2014-11,847,
2014-12,1236,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. For the purpose of these statistics, other loans are loans granted for other purposes such as business, debt consolidation, education etc. p = Provisional",
