"",BBFI1.Q.N.DE.W1.S12T.S1.LX.L.FA.P.F3.L._T.M.N,BBFI1.Q.N.DE.W1.S12T.S1.LX.L.FA.P.F3.L._T.M.N_FLAGS
"",IIP - Portfolio investment - Debt securities - Long-term original maturity (over 1 year) - Liabilities - Changes in positions - resident issuer: Monetary financial institutions other than central bank - all countries,
unit,EUR (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-30 16:05:43,
2013-01,-9562,
2013-04,-38609,
2013-07,-25777,
2013-10,-17029,
2014-01,-5387,
2014-04,5464,
2014-07,24758,
