"",BBK01.SU0268,BBK01.SU0268_FLAGS
"",Money market rates / Fibor three-month funds / Monthly average,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2012-04-19 15:30:06,
1990-07,8.26,
1990-08,8.45,
1990-09,8.47,
1990-10,8.60,
1990-11,8.88,
1990-12,9.21,
1991-01,9.35,
1991-02,9.08,
1991-03,9.09,
1991-04,9.18,
1991-05,9.08,
1991-06,9.06,
1991-07,9.15,
1991-08,9.31,
1991-09,9.27,
1991-10,9.38,
1991-11,9.43,
1991-12,9.58,
1992-01,9.53,
1992-02,9.61,
1992-03,9.70,
1992-04,9.75,
1992-05,9.79,
1992-06,9.75,
1992-07,9.78,
1992-08,9.88,
1992-09,9.50,
1992-10,8.94,
1992-11,8.94,
1992-12,9.04,
1993-01,8.59,
1993-02,8.40,
1993-03,7.98,
1993-04,7.92,
1993-05,7.51,
1993-06,7.60,
1993-07,7.24,
1993-08,6.61,
1993-09,6.63,
1993-10,6.64,
1993-11,6.31,
1993-12,6.11,
1994-01,5.89,
1994-02,5.91,
1994-03,5.84,
1994-04,5.59,
1994-05,5.20,
1994-06,5.07,
1994-07,4.97,
1994-08,5.00,
1994-09,5.07,
1994-10,5.22,
1994-11,5.21,
1994-12,5.40,
1995-01,5.16,
1995-02,5.10,
1995-03,5.07,
1995-04,4.68,
1995-05,4.59,
1995-06,4.53,
1995-07,4.56,
1995-08,4.46,
1995-09,4.19,
1995-10,4.09,
1995-11,4.01,
1995-12,3.94,
1996-01,3.61,
1996-02,3.35,
1996-03,3.36,
1996-04,3.33,
1996-05,3.29,
1996-06,3.39,
1996-07,3.38,
1996-08,3.29,
1996-09,3.12,
1996-10,3.12,
1996-11,3.19,
1996-12,3.23,
1997-01,3.14,
1997-02,3.19,
1997-03,3.26,
1997-04,3.23,
1997-05,3.17,
1997-06,3.14,
1997-07,3.14,
1997-08,3.26,
1997-09,3.31,
1997-10,3.58,
1997-11,3.74,
1997-12,3.74,
1998-01,3.57,
1998-02,3.51,
1998-03,3.52,
1998-04,3.63,
1998-05,3.63,
1998-06,3.56,
1998-07,3.54,
1998-08,3.50,
1998-09,3.49,
1998-10,3.57,
1998-11,3.63,
1998-12,3.38,
"",General: Frankfurt Interbank Offered Rate; calculated by Telerate from 2 July 1990 to 30 December 1998 according to the act/360 method.,
