"",BBK01.PQG351,BBK01.PQG351_FLAGS
"",Lending to domestic enterprises and resident individuals / Short-term / Land banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:19:49,
1958-10,0.864,
1959-01,-,Nothing exists
1959-04,0.832,
1959-07,-,Nothing exists
1959-10,0.964,
1960-01,-,Nothing exists
1960-04,1.006,
1960-07,-,Nothing exists
1960-10,1.047,
1961-01,-,Nothing exists
1961-04,1.180,
1961-07,-,Nothing exists
1961-10,1.313,
1962-01,-,Nothing exists
1962-04,1.345,
1962-07,-,Nothing exists
1962-10,1.428,
1963-01,-,Nothing exists
1963-04,1.484,
1963-07,-,Nothing exists
1963-10,1.589,
1964-01,-,Nothing exists
1964-04,1.602,
1964-07,-,Nothing exists
1964-10,1.662,
1965-01,1.770,
1965-04,1.882,
1965-07,2.040,
1965-10,2.120,
1966-01,2.002,
1966-04,2.237,
1966-07,2.220,
1966-10,2.182,
1967-01,1.991,
1967-04,2.021,
1967-07,2.029,
1967-10,2.019,
1968-01,1.858,
1968-04,2.073,
1968-07,2.225,
1968-10,2.661,
1969-01,2.596,
1969-04,2.618,
1969-07,2.667,
1969-10,3.269,
1970-01,3.421,
1970-04,3.780,
1970-07,4.000,
1970-10,4.308,
1971-01,4.225,
1971-04,4.534,
1971-07,4.753,
1971-10,5.662,
1972-01,5.287,
1972-04,5.820,
1972-07,5.641,
1972-10,6.096,
1973-01,5.565,
1973-04,5.877,
1973-07,6.505,
1973-10,6.774,
1974-01,6.575,
1974-04,6.901,
1974-07,7.579,
1974-10,7.706,
1975-01,7.284,
1975-04,7.182,
1975-07,6.314,
1975-10,6.501,
1976-01,5.664,
1976-04,6.293,
1976-07,6.427,
1976-10,6.280,
1977-01,6.193,
1977-04,6.079,
1977-07,5.519,
1977-10,5.845,
1978-01,5.361,
1978-04,5.685,
1978-07,5.478,
1978-10,5.838,
1979-01,5.497,
1979-04,6.190,
1979-07,6.579,
1979-10,7.424,
1980-01,7.137,
1980-04,7.779,
1980-07,7.985,
1980-10,9.318,
1981-01,9.280,
1981-04,9.369,
1981-07,9.660,
1981-10,10.227,
1982-01,9.473,
1982-04,9.754,
1982-07,10.753,
1982-10,10.835,
1983-01,9.963,
1983-04,10.848,
1983-07,11.059,
1983-10,11.449,
1984-01,10.792,
1984-04,11.022,
1984-07,11.776,
1984-10,11.804,
1985-01,11.110,
1985-04,11.447,
1985-07,11.402,
1985-10,11.824,
1986-01,11.494,
1986-04,10.892,
1986-07,10.590,
1986-10,11.089,
1987-01,9.539,
1987-04,9.198,
1987-07,9.196,
1987-10,9.302,
1988-01,8.613,
1988-04,8.808,
1988-07,8.507,
1988-10,9.680,
1989-01,8.854,
1989-04,9.117,
1989-07,9.902,
1989-10,10.359,
1990-01,10.343,
1990-04,11.296,
1990-07,11.551,
1990-10,14.804,
1991-01,15.097,
1991-04,16.199,
1991-07,17.162,
1991-10,18.312,
1992-01,18.288,
1992-04,20.142,
1992-07,17.670,
1992-10,19.259,
1993-01,19.880,
1993-04,19.623,
1993-07,19.778,
1993-10,20.013,
1994-01,19.370,
1994-04,19.634,
1994-07,19.798,
1994-10,22.327,
1995-01,21.137,
1995-04,21.450,
1995-07,21.018,
1995-10,22.576,
1996-01,22.053,
1996-04,22.800,
1996-07,23.706,
1996-10,27.347,
1997-01,25.447,
1997-04,26.917,
1997-07,26.891,
1997-10,29.892,
1998-01,26.897,
1998-04,29.131,
1998-07,30.167,
1998-10,32.558,
1999-01,31.991,
1999-04,34.856,
1999-07,32.365,
1999-10,34.705,
2000-01,36.302,
2000-04,39.843,
2000-07,39.647,
2000-10,42.237,
2001-01,43.818,
2001-04,45.860,
2001-07,45.156,
2001-10,46.509,
2002-01,44.951,
2002-04,46.349,
2002-07,49.010,
2002-10,46.620,
2003-01,45.343,
2003-04,47.664,
2003-07,47.749,
2003-10,46.130,
2004-01,49.275,
2004-04,44.564,
2004-07,40.723,
2004-10,42.628,
2005-01,43.069,
2005-04,45.113,
2005-07,44.271,
2005-10,39.197,
2006-01,44.937,
2006-04,44.285,
2006-07,49.202,
2006-10,44.917,
2007-01,49.544,
2007-04,48.085,
2007-07,56.124,
2007-10,51.237,
2008-01,56.653,
2008-04,62.608,
2008-07,60.197,
2008-10,54.353,
2009-01,59.954,
2009-04,61.632,
2009-07,53.228,
2009-10,48.207,
2010-01,47.951,
2010-04,49.084,
2010-07,46.889,
2010-10,47.286,
2011-01,47.931,
2011-04,48.970,
2011-07,61.833,
2011-10,56.938,
2012-01,62.077,
2012-04,59.849,
2012-07,68.399,
2012-10,50.944,
2013-01,49.055,
2013-04,50.456,
2013-07,33.043,
2013-10,30.353,
2014-01,28.733,
2014-04,28.423,
2014-07,27.276,
2014-10,26.563,
