"",BBK01.TYI318,BBK01.TYI318_FLAGS
"",Monetary capital formation at monetary financial institutions (MFIs) in the euro area / Total / German contribution / Changes,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:18:54,
1980-01,0,
1980-02,2593,
1980-03,2974,
1980-04,3059,
1980-05,2636,
1980-06,2250,
1980-07,144,
1980-08,1845,
1980-09,1438,
1980-10,788,
1980-11,1201,
1980-12,9028,
1981-01,141,
1981-02,2470,
1981-03,4515,
1981-04,2985,
1981-05,2559,
1981-06,1916,
1981-07,863,
1981-08,1480,
1981-09,1803,
1981-10,1789,
1981-11,592,
1981-12,9206,
1982-01,363,
1982-02,1653,
1982-03,2692,
1982-04,2363,
1982-05,2276,
1982-06,-4090,
1982-07,-1853,
1982-08,1140,
1982-09,867,
1982-10,2035,
1982-11,1225,
1982-12,10557,
1983-01,-676,
1983-02,2476,
1983-03,3794,
1983-04,2864,
1983-05,3262,
1983-06,2776,
1983-07,-980,
1983-08,2077,
1983-09,2988,
1983-10,2797,
1983-11,3824,
1983-12,10050,
1984-01,3580,
1984-02,5580,
1984-03,4057,
1984-04,2307,
1984-05,3585,
1984-06,1085,
1984-07,-357,
1984-08,2229,
1984-09,2589,
1984-10,4070,
1984-11,2865,
1984-12,10144,
1985-01,3543,
1985-02,4615,
1985-03,4352,
1985-04,444,
1985-05,2948,
1985-06,3243,
1985-07,1002,
1985-08,2916,
1985-09,2882,
1985-10,4478,
1985-11,3540,
1985-12,9218,
1986-01,6265,
1986-02,5112,
1986-03,6565,
1986-04,4695,
1986-05,4385,
1986-06,2873,
1986-07,3347,
1986-08,3899,
1986-09,4797,
1986-10,1466,
1986-11,3432,
1986-12,9899,
1987-01,7649,
1987-02,4428,
1987-03,8700,
1987-04,1889,
1987-05,5724,
1987-06,3144,
1987-07,74,
1987-08,2203,
1987-09,3842,
1987-10,2529,
1987-11,2096,
1987-12,7314,
1988-01,3774,
1988-02,-291,
1988-03,2160,
1988-04,1188,
1988-05,2342,
1988-06,1028,
1988-07,292,
1988-08,2236,
1988-09,-577,
1988-10,657,
1988-11,305,
1988-12,4325,
1989-01,-78,
1989-02,2056,
1989-03,535,
1989-04,1710,
1989-05,4163,
1989-06,1180,
1989-07,1340,
1989-08,4608,
1989-09,2832,
1989-10,5284,
1989-11,7446,
1989-12,12387,
1990-01,7639,
1990-02,6660,
1990-03,8167,
1990-04,7209,
1990-05,6523,
1990-06,4188,
1990-07,5777,
1990-08,5272,
1990-09,7058,
1990-10,3810,
1990-11,7181,
1990-12,12435,
1991-01,9387,
1991-02,8159,
1991-03,7718,
1991-04,7355,
1991-05,6249,
1991-06,9827,
1991-07,3836,
1991-08,4814,
1991-09,8194,
1991-10,5480,
1991-11,7055,
1991-12,10718,
1992-01,11149,
1992-02,8795,
1992-03,8075,
1992-04,6393,
1992-05,3097,
1992-06,2686,
1992-07,1959,
1992-08,5875,
1992-09,6854,
1992-10,7119,
1992-11,4740,
1992-12,8248,
1993-01,3950,
1993-02,6487,
1993-03,7269,
1993-04,217,
1993-05,6179,
1993-06,4950,
1993-07,10383,
1993-08,6969,
1993-09,5359,
1993-10,8205,
1993-11,6830,
1993-12,4571,
1994-01,4864,
1994-02,8857,
1994-03,-695,
1994-04,2108,
1994-05,9328,
1994-06,4527,
1994-07,9754,
1994-08,7565,
1994-09,8059,
1994-10,4600,
1994-11,12777,
1994-12,25541,
1995-01,10109,
1995-02,9217,
1995-03,9620,
1995-04,7500,
1995-05,11951,
1995-06,9766,
1995-07,21981,
1995-08,10793,
1995-09,7709,
1995-10,7227,
1995-11,7052,
1995-12,18158,
1996-01,9666,
1996-02,16864,
1996-03,3128,
1996-04,11966,
1996-05,13048,
1996-06,8087,
1996-07,9702,
1996-08,5944,
1996-09,7281,
1996-10,6719,
1996-11,12002,
1996-12,8737,
1997-01,6636,
1997-02,12274,
1997-03,11513,
1997-04,5064,
1997-05,5394,
1997-06,11536,
1997-07,11780,
1997-08,2409,
1997-09,3051,
1997-10,5017,
1997-11,9533,
1997-12,5864,
1998-01,7463,
1998-02,18946,
1998-03,5683,
1998-04,11125,
1998-05,4928,
1998-06,6661,
1998-07,16747,
1998-08,334,
1998-09,9004,
1998-10,-10990,
1998-11,3285,
1998-12,-339,
1999-01,19199,
1999-02,14955,
1999-03,7016,
1999-04,12325,
1999-05,1019,
1999-06,7773,
1999-07,4609,
1999-08,8789,
1999-09,17154,
1999-10,4232,
1999-11,9816,
1999-12,2283,
2000-01,-3754,
2000-02,5827,
2000-03,-1094,
2000-04,11156,
2000-05,7599,
2000-06,9526,
2000-07,11686,
2000-08,5935,
2000-09,5272,
2000-10,2524,
2000-11,-6441,
2000-12,-6981,
2001-01,7983,
2001-02,7564,
2001-03,-750,
2001-04,-13025,
2001-05,367,
2001-06,12655,
2001-07,-3938,
2001-08,5894,
2001-09,-22,
2001-10,2359,
2001-11,7568,
2001-12,-906,
2002-01,2764,
2002-02,5008,
2002-03,13387,
2002-04,-7542,
2002-05,414,
2002-06,-234,
2002-07,11188,
2002-08,8915,
2002-09,1507,
2002-10,33,
2002-11,5871,
2002-12,-8697,
2003-01,4222,
2003-02,4288,
2003-03,1719,
2003-04,-2570,
2003-05,-2744,
2003-06,4760,
2003-07,8672,
2003-08,5701,
2003-09,2310,
2003-10,3092,
2003-11,3287,
2003-12,-248,
2004-01,2679,
2004-02,-5544,
2004-03,9454,
2004-04,12963,
2004-05,5085,
2004-06,7919,
2004-07,8021,
2004-08,2795,
2004-09,9905,
2004-10,3844,
2004-11,451,
2004-12,2116,
2005-01,2340,
2005-02,4910,
2005-03,10549,
2005-04,11792,
2005-05,-1900,
2005-06,9041,
2005-07,6750,
2005-08,-1297,
2005-09,-5623,
2005-10,3722,
2005-11,2529,
2005-12,-5003,
2006-01,6670,
2006-02,17014,
2006-03,-139,
2006-04,2394,
2006-05,3063,
2006-06,7524,
2006-07,14611,
2006-08,-3081,
2006-09,-5809,
2006-10,5079,
2006-11,-675,
2006-12,5185,
2007-01,18665,
2007-02,5690,
2007-03,-5243,
2007-04,8755,
2007-05,-2258,
