"",BBK01.CEB401,BBK01.CEB401_FLAGS
"",Loans debtor: All sectors                     creditor: Non-financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:13:11,
1991-01,107.0,
1991-04,105.9,
1991-07,104.5,
1991-10,101.1,
1992-01,101.8,
1992-04,100.5,
1992-07,99.4,
1992-10,96.1,
1993-01,94.6,
1993-04,96.3,
1993-07,96.7,
1993-10,99.7,
1994-01,105.4,
1994-04,106.1,
1994-07,105.8,
1994-10,111.9,
1995-01,118.4,
1995-04,119.9,
1995-07,121.0,
1995-10,123.6,
1996-01,125.1,
1996-04,126.4,
1996-07,124.9,
1996-10,127.7,
1997-01,131.3,
1997-04,130.7,
1997-07,131.1,
1997-10,133.3,
1998-01,136.1,
1998-04,142.4,
1998-07,148.6,
1998-10,155.9,
1999-01,157.4,
1999-04,158.8,
1999-07,164.1,
1999-10,158.7,
2000-01,165.1,
2000-04,174.7,
2000-07,156.3,
2000-10,189.7,
2001-01,213.3,
2001-04,218.5,
2001-07,214.7,
2001-10,225.8,
2002-01,259.3,
2002-04,265.2,
2002-07,280.7,
2002-10,265.7,
2003-01,282.3,
2003-04,283.1,
2003-07,288.5,
2003-10,285.2,
2004-01,283.2,
2004-04,279.6,
2004-07,285.1,
2004-10,277.9,
2005-01,265.4,
2005-04,275.4,
2005-07,283.0,
2005-10,278.9,
2006-01,297.5,
2006-04,303.8,
2006-07,315.1,
2006-10,318.6,
2007-01,314.9,
2007-04,312.2,
2007-07,317.1,
2007-10,335.4,
2008-01,342.0,
2008-04,346.3,
2008-07,343.4,
2008-10,342.5,
2009-01,351.3,
2009-04,359.2,
2009-07,352.7,
2009-10,342.5,
2010-01,348.3,
2010-04,363.0,
2010-07,358.5,
2010-10,364.0,
2011-01,371.0,
2011-04,361.9,
2011-07,360.7,
2011-10,369.3,
2012-01,379.7,
2012-04,391.8,
2012-07,392.5,
2012-10,395.8,
2013-01,401.1,
2013-04,400.0,
2013-07,404.3,
2013-10,385.2,
2014-01,393.2,
