"",BBFN1.M.DE.N.1.L.W03100.S1P.H1.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.L.W03100.S1P.H1.T.N000.Z01.BGA.X001.D_FLAGS
"",Liabilities of enterprises vis-à-vis non-residents arising from credit terms used / Total / Emerging economies and developing countries,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-11 07:08:11,
1995-01,5.077,
1995-02,4.843,
1995-03,5.108,
1995-04,5.050,
1995-05,5.190,
1995-06,5.178,
1995-07,5.312,
1995-08,5.369,
1995-09,5.508,
1995-10,5.449,
1995-11,5.547,
1995-12,5.579,
1996-01,5.632,
1996-02,5.452,
1996-03,5.391,
1996-04,5.374,
1996-05,5.396,
1996-06,5.481,
1996-07,5.505,
1996-08,5.435,
1996-09,5.590,
1996-10,5.635,
1996-11,5.777,
1996-12,5.904,
1997-01,5.720,
1997-02,5.688,
1997-03,5.849,
1997-04,5.792,
1997-05,5.920,
1997-06,6.241,
1997-07,6.096,
1997-08,6.324,
1997-09,6.553,
1997-10,6.590,
1997-11,6.890,
1997-12,6.835,
1998-01,6.803,
1998-02,6.698,
1998-03,7.134,
1998-04,6.968,
1998-05,7.042,
1998-06,7.145,
1998-07,7.302,
1998-08,6.978,
1998-09,7.261,
1998-10,7.355,
1998-11,7.336,
1998-12,7.356,
1999-01,6.973,
1999-02,6.911,
1999-03,7.365,
1999-04,7.439,
1999-05,7.750,
1999-06,7.809,
1999-07,7.881,
1999-08,7.986,
1999-09,8.266,
1999-10,8.743,
1999-11,8.787,
1999-12,9.128,
2000-01,9.255,
2000-02,9.330,
2000-03,9.512,
2000-04,9.304,
2000-05,9.894,
2000-06,10.277,
2000-07,10.473,
2000-08,10.527,
2000-09,11.461,
2000-10,11.694,
2000-11,12.842,
2000-12,12.015,
2001-01,11.602,
2001-02,11.655,
2001-03,11.759,
2001-04,11.260,
2001-05,11.448,
2001-06,11.614,
2001-07,11.240,
2001-08,11.163,
2001-09,11.619,
2001-10,11.419,
2001-11,11.755,
2001-12,11.624,
2002-01,10.704,
2002-02,10.774,
2002-03,10.972,
2002-04,10.907,
2002-05,10.501,
2002-06,10.644,
2002-07,10.913,
2002-08,11.169,
2002-09,11.852,
2002-10,11.615,
2002-11,11.886,
2002-12,11.891,
2003-01,11.484,
2003-02,11.274,
2003-03,11.647,
2003-04,11.502,
2003-05,11.354,
2003-06,11.699,
2003-07,11.844,
2003-08,11.857,
2003-09,12.008,
2003-10,12.609,
2003-11,12.354,
2003-12,12.254,
2004-01,11.580,
2004-02,11.800,
2004-03,12.627,
2004-04,12.283,
2004-05,9.128,
2004-06,8.697,
2004-07,8.708,
2004-08,8.444,
2004-09,9.058,
2004-10,9.018,
2004-11,9.626,
2004-12,10.282,
2005-01,9.930,
2005-02,9.799,
2005-03,10.304,
2005-04,10.549,
2005-05,10.414,
2005-06,10.969,
2005-07,11.225,
2005-08,11.026,
2005-09,11.514,
2005-10,11.473,
2005-11,11.929,
2005-12,12.363,
2006-01,12.257,
2006-02,11.969,
2006-03,12.393,
2006-04,11.618,
2006-05,11.641,
2006-06,11.775,
2006-07,11.545,
2006-08,11.946,
2006-09,12.768,
2006-10,12.988,
2006-11,13.068,
2006-12,13.690,
2007-01,12.892,
2007-02,12.197,
2007-03,12.391,
2007-04,12.566,
2007-05,12.385,
2007-06,12.844,
2007-07,12.419,
2007-08,12.829,
2007-09,13.262,
2007-10,12.589,
2007-11,12.802,
2007-12,13.632,
2008-01,12.769,
2008-02,12.066,
2008-03,12.710,
2008-04,11.940,
2008-05,11.959,
2008-06,13.060,
2008-07,13.281,
2008-08,13.605,
2008-09,13.274,
2008-10,12.931,
2008-11,13.066,
2008-12,11.832,
2009-01,11.175,
2009-02,11.073,
2009-03,11.180,
2009-04,10.084,
2009-05,10.470,
2009-06,10.467,
2009-07,10.308,
2009-08,10.687,
2009-09,11.012,
2009-10,10.803,
2009-11,11.315,
2009-12,11.847,
2010-01,11.688,
2010-02,11.920,
2010-03,12.341,
2010-04,12.377,
2010-05,13.945,
2010-06,13.964,
2010-07,13.722,
2010-08,13.689,
2010-09,14.427,
2010-10,14.140,
2010-11,13.664,
2010-12,14.301,
2011-01,14.680,
2011-02,13.781,
2011-03,14.232,
2011-04,14.189,
2011-05,13.485,
2011-06,13.309,
2011-07,13.887,
2011-08,13.623,
2011-09,14.408,
2011-10,13.616,
2011-11,13.398,
2011-12,14.640,
2012-01,13.905,
2012-02,14.403,
2012-03,14.025,
2012-04,13.384,
2012-05,14.066,
2012-06,15.468,
2012-07,13.964,
2012-08,14.111,
2012-09,15.167,
2012-10,15.016,
2012-11,15.722,
2012-12,15.181,
2013-01,14.571,
2013-02,15.194,
2013-03,15.551,
2013-04,13.958,
2013-05,13.590,
2013-06,14.853,
2013-07,13.832,
2013-08,14.360,
2013-09,15.258,
2013-10,14.522,
2013-11,15.437,
2013-12,15.723,
2014-01,14.231,
2014-02,14.495,
2014-03,15.531,
2014-04,14.566,
2014-05,14.691,
2014-06,15.982,
2014-07,15.290,
2014-08,16.014,
2014-09,16.367,
2014-10,15.875,
2014-11,16.333,
2014-12,17.014,
"","General: All countries that are not regarded as industrial countries. Up to December 2010 including Niederl. Antillen; from January 2011 including Bonaire,St.Eustatius, Saba; Curacao; St.Martin (Dutch part)",
