"",BBK01.OUP029,BBK01.OUP029_FLAGS
"",Sight deposits of foreign banks (MFIs) / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:11:05,
1985-12,4.657,
1986-01,5.350,
1986-02,5.514,
1986-03,6.170,
1986-04,5.414,
1986-05,5.582,
1986-06,5.267,
1986-07,4.597,
1986-08,4.352,
1986-09,5.863,
1986-10,5.111,
1986-11,5.499,
1986-12,5.429,
1987-01,6.110,
1987-02,6.319,
1987-03,5.900,
1987-04,6.698,
1987-05,6.092,
1987-06,5.437,
1987-07,5.581,
1987-08,5.323,
1987-09,5.489,
1987-10,6.319,
1987-11,6.043,
1987-12,5.881,
1988-01,5.385,
1988-02,5.779,
1988-03,6.585,
1988-04,5.580,
1988-05,5.419,
1988-06,7.614,
1988-07,6.705,
1988-08,6.545,
1988-09,7.358,
1988-10,6.801,
1988-11,6.888,
1988-12,5.770,
1989-01,7.070,
1989-02,6.445,
1989-03,7.955,
1989-04,6.611,
1989-05,9.436,
1989-06,7.855,
1989-07,7.746,
1989-08,7.805,
1989-09,7.747,
1989-10,7.394,
1989-11,8.019,
1989-12,6.897,
1990-01,8.221,
1990-02,9.752,
1990-03,8.346,
1990-04,7.818,
1990-05,8.115,
1990-06,8.081,
1990-07,7.329,
1990-08,9.441,
1990-09,8.766,
1990-10,7.676,
1990-11,8.704,
1990-12,9.049,
1991-01,8.464,
1991-02,9.153,
1991-03,11.338,
1991-04,10.658,
1991-05,9.976,
1991-06,9.264,
1991-07,9.177,
1991-08,8.302,
1991-09,7.774,
1991-10,9.658,
1991-11,8.103,
1991-12,8.731,
1992-01,9.333,
1992-02,9.001,
1992-03,9.290,
1992-04,9.548,
1992-05,9.425,
1992-06,8.909,
1992-07,8.413,
1992-08,10.555,
1992-09,8.960,
1992-10,10.724,
1992-11,10.239,
1992-12,9.439,
1993-01,10.280,
1993-02,10.080,
1993-03,9.680,
1993-04,9.834,
1993-05,9.422,
1993-06,9.346,
1993-07,8.493,
1993-08,9.392,
1993-09,10.101,
1993-10,9.392,
1993-11,10.747,
