"",BBK01.OUN032,BBK01.OUN032_FLAGS
"",Time deposits of foreign banks (MFIs) / medium- and longtherm / Special purpose banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:11:31,
1968-12,0.004,
1969-01,0.004,
1969-02,0.004,
1969-03,0.003,
1969-04,0.004,
1969-05,0.004,
1969-06,0.005,
1969-07,0.004,
1969-08,0.004,
1969-09,0.005,
1969-10,0.003,
1969-11,0.003,
1969-12,0.003,
1970-01,0.003,
1970-02,0.003,
1970-03,0.003,
1970-04,0.002,
1970-05,0.002,
1970-06,0.006,
1970-07,0.012,
1970-08,0.012,
1970-09,0.021,
1970-10,0.036,
1970-11,0.034,
1970-12,0.040,
1971-01,0.072,
1971-02,0.081,
1971-03,0.108,
1971-04,0.111,
1971-05,0.114,
1971-06,0.226,
1971-07,0.231,
1971-08,0.245,
1971-09,0.243,
1971-10,0.243,
1971-11,0.243,
1971-12,0.248,
1972-01,0.254,
1972-02,0.272,
1972-03,0.254,
1972-04,0.231,
1972-05,0.231,
1972-06,0.228,
1972-07,0.218,
1972-08,0.218,
1972-09,0.198,
1972-10,0.195,
1972-11,0.190,
1972-12,0.179,
1973-01,0.166,
1973-02,0.166,
1973-03,0.160,
1973-04,0.140,
1973-05,0.140,
1973-06,0.115,
1973-07,0.112,
1973-08,0.103,
1973-09,0.099,
1973-10,0.096,
1973-11,0.096,
1973-12,0.096,
1974-01,0.097,
1974-02,0.097,
1974-03,0.097,
1974-04,0.097,
1974-05,0.100,
1974-06,0.105,
1974-07,0.108,
1974-08,0.108,
1974-09,0.105,
1974-10,0.105,
1974-11,0.126,
1974-12,0.116,
1975-01,0.105,
1975-02,0.112,
1975-03,0.116,
1975-04,0.115,
1975-05,0.117,
1975-06,0.116,
1975-07,0.105,
1975-08,0.098,
1975-09,0.095,
1975-10,0.162,
1975-11,0.390,
1975-12,0.417,
1976-01,0.415,
1976-02,0.454,
1976-03,0.499,
1976-04,0.536,
1976-05,0.536,
1976-06,0.542,
1976-07,0.594,
1976-08,0.700,
1976-09,0.727,
1976-10,0.730,
1976-11,0.696,
1976-12,0.699,
1977-01,0.745,
1977-02,0.840,
1977-03,0.822,
1977-04,0.788,
1977-05,0.807,
1977-06,0.809,
1977-07,0.827,
1977-08,0.810,
1977-09,0.819,
1977-10,0.825,
1977-11,0.834,
1977-12,0.844,
1978-01,0.904,
1978-02,1.003,
1978-03,1.029,
1978-04,1.094,
1978-05,1.121,
1978-06,1.122,
1978-07,1.148,
1978-08,1.215,
1978-09,1.230,
1978-10,1.280,
1978-11,1.353,
1978-12,1.435,
1979-01,1.484,
1979-02,1.488,
1979-03,1.515,
1979-04,1.528,
1979-05,1.577,
1979-06,1.679,
1979-07,1.707,
1979-08,1.766,
1979-09,1.881,
1979-10,1.913,
1979-11,2.043,
1979-12,2.117,
1980-01,2.372,
1980-02,2.436,
1980-03,2.461,
1980-04,2.456,
1980-05,2.657,
1980-06,2.755,
1980-07,2.757,
1980-08,2.839,
1980-09,2.831,
1980-10,2.895,
1980-11,2.934,
1980-12,3.028,
1981-01,3.042,
1981-02,3.047,
1981-03,3.039,
1981-04,3.028,
1981-05,3.043,
1981-06,3.235,
1981-07,3.462,
1981-08,3.481,
1981-09,4.026,
1981-10,4.145,
1981-11,4.194,
1981-12,4.175,
1982-01,4.155,
1982-02,3.968,
1982-03,3.566,
1982-04,3.538,
1982-05,3.551,
1982-06,3.542,
1982-07,3.652,
1982-08,3.602,
1982-09,3.603,
1982-10,3.612,
1982-11,3.526,
1982-12,3.501,
1983-01,3.498,
1983-02,3.318,
1983-03,3.306,
1983-04,3.223,
1983-05,3.129,
1983-06,3.042,
1983-07,2.948,
1983-08,2.906,
1983-09,2.775,
1983-10,2.733,
1983-11,2.587,
1983-12,2.591,
1984-01,2.500,
1984-02,2.470,
1984-03,2.509,
1984-04,2.461,
1984-05,2.520,
1984-06,2.468,
1984-07,2.352,
1984-08,2.461,
1984-09,2.437,
1984-10,2.394,
1984-11,2.380,
1984-12,2.399,
1985-01,2.321,
1985-02,2.272,
1985-03,2.190,
1985-04,2.054,
1985-05,2.057,
1985-06,2.027,
1985-07,1.929,
1985-08,2.150,
1985-09,2.125,
1985-10,2.135,
1985-11,2.190,
1985-12,2.285,
1986-01,2.242,
1986-02,2.310,
1986-03,2.325,
1986-04,2.337,
1986-05,2.366,
1986-06,2.473,
1986-07,2.653,
1986-08,2.793,
1986-09,3.144,
1986-10,3.239,
1986-11,3.313,
1986-12,3.335,
1987-01,3.548,
1987-02,3.620,
1987-03,3.640,
1987-04,3.658,
1987-05,3.631,
1987-06,3.638,
1987-07,3.657,
1987-08,3.674,
1987-09,3.700,
1987-10,3.669,
1987-11,3.652,
1987-12,3.649,
1988-01,3.582,
1988-02,3.580,
1988-03,3.369,
1988-04,3.329,
1988-05,3.376,
1988-06,3.363,
1988-07,3.343,
1988-08,3.378,
1988-09,3.512,
1988-10,3.475,
1988-11,3.618,
1988-12,3.588,
1989-01,3.589,
1989-02,3.732,
1989-03,3.951,
1989-04,3.984,
1989-05,4.006,
1989-06,4.142,
1989-07,4.063,
1989-08,4.009,
1989-09,4.058,
1989-10,4.082,
1989-11,4.140,
1989-12,4.150,
1990-01,4.121,
1990-02,4.234,
1990-03,4.236,
1990-04,4.201,
1990-05,4.254,
1990-06,4.275,
1990-07,4.236,
1990-08,4.218,
1990-09,4.221,
1990-10,4.306,
1990-11,4.268,
1990-12,4.285,
1991-01,4.048,
1991-02,4.079,
1991-03,4.040,
1991-04,4.028,
1991-05,4.129,
1991-06,4.131,
1991-07,4.176,
1991-08,4.349,
1991-09,4.354,
1991-10,4.410,
1991-11,4.473,
1991-12,4.475,
1992-01,4.515,
1992-02,4.547,
1992-03,4.533,
1992-04,4.506,
1992-05,4.491,
1992-06,4.469,
1992-07,4.409,
1992-08,4.979,
1992-09,5.017,
1992-10,4.966,
1992-11,4.927,
1992-12,4.991,
1993-01,4.996,
1993-02,5.004,
1993-03,4.968,
1993-04,4.881,
1993-05,4.756,
1993-06,4.796,
1993-07,4.878,
1993-08,4.832,
1993-09,4.813,
1993-10,4.759,
1993-11,4.744,
1993-12,4.604,
1994-01,4.590,
1994-02,4.478,
1994-03,4.360,
1994-04,4.452,
1994-05,4.497,
1994-06,4.387,
1994-07,4.317,
1994-08,4.526,
1994-09,4.417,
1994-10,4.441,
1994-11,4.464,
1994-12,4.440,
1995-01,4.466,
1995-02,4.406,
1995-03,4.263,
1995-04,4.344,
1995-05,4.344,
1995-06,4.380,
1995-07,4.298,
1995-08,4.328,
1995-09,4.409,
1995-10,4.281,
1995-11,4.235,
1995-12,4.190,
1996-01,4.128,
1996-02,4.243,
1996-03,4.107,
1996-04,4.157,
1996-05,4.192,
1996-06,4.205,
1996-07,4.208,
1996-08,4.215,
1996-09,4.534,
1996-10,4.574,
1996-11,4.579,
1996-12,4.635,
1997-01,4.712,
1997-02,4.652,
1997-03,4.571,
1997-04,4.566,
1997-05,4.511,
1997-06,4.534,
1997-07,4.286,
1997-08,4.210,
1997-09,4.229,
1997-10,4.241,
1997-11,4.408,
1997-12,4.647,
1998-01,4.706,
1998-02,4.690,
1998-03,4.719,
1998-04,4.681,
1998-05,4.721,
1998-06,4.600,
1998-07,4.467,
1998-08,4.538,
1998-09,4.498,
1998-10,4.475,
1998-11,4.364,
1998-12,4.774,
1999-01,4.358,
1999-02,4.302,
1999-03,1.647,
1999-04,1.645,
1999-05,1.599,
1999-06,1.604,
1999-07,1.687,
1999-08,1.653,
1999-09,1.713,
1999-10,1.857,
1999-11,2.017,
1999-12,2.037,
2000-01,2.069,
2000-02,2.144,
2000-03,2.073,
2000-04,2.152,
2000-05,2.072,
2000-06,1.797,
2000-07,1.842,
2000-08,2.055,
2000-09,2.217,
2000-10,2.384,
2000-11,2.296,
2000-12,1.616,
2001-01,1.680,
2001-02,1.631,
2001-03,1.511,
2001-04,1.459,
2001-05,1.346,
2001-06,1.743,
2001-07,1.748,
2001-08,1.778,
2001-09,1.789,
2001-10,1.749,
2001-11,1.740,
2001-12,1.760,
2002-01,1.818,
2002-02,1.803,
2002-03,1.832,
2002-04,1.859,
2002-05,1.874,
2002-06,1.777,
2002-07,1.766,
2002-08,3.442,
2002-09,3.542,
2002-10,3.527,
2002-11,1.627,
2002-12,1.847,
2003-01,1.818,
2003-02,1.823,
2003-03,1.803,
2003-04,1.809,
2003-05,1.989,
2003-06,1.957,
2003-07,2.036,
2003-08,2.002,
2003-09,1.733,
2003-10,1.755,
2003-11,1.921,
2003-12,1.819,
2004-01,1.888,
2004-02,1.937,
2004-03,1.942,
2004-04,1.956,
2004-05,3.258,
2004-06,3.275,
2004-07,3.363,
2004-08,3.474,
2004-09,3.536,
2004-10,3.634,
2004-11,3.609,
2004-12,3.649,
2005-01,3.706,
2005-02,3.694,
2005-03,3.706,
2005-04,3.748,
2005-05,3.732,
2005-06,3.799,
2005-07,3.593,
2005-08,3.367,
2005-09,3.377,
2005-10,3.251,
2005-11,4.146,
2005-12,4.144,
2006-01,4.123,
2006-02,4.172,
2006-03,4.162,
2006-04,4.126,
2006-05,4.026,
2006-06,3.975,
2006-07,3.997,
2006-08,4.035,
2006-09,4.064,
2006-10,4.028,
2006-11,4.011,
2006-12,4.055,
2007-01,4.050,
2007-02,4.109,
2007-03,4.109,
2007-04,4.129,
2007-05,4.029,
2007-06,4.049,
2007-07,4.072,
2007-08,4.055,
2007-09,4.018,
2007-10,4.001,
2007-11,3.991,
2007-12,3.903,
2008-01,3.922,
2008-02,3.896,
2008-03,3.929,
2008-04,3.958,
2008-05,3.911,
2008-06,3.896,
2008-07,3.971,
2008-08,3.906,
2008-09,3.939,
2008-10,3.949,
2008-11,3.958,
2008-12,3.831,
2009-01,3.720,
2009-02,3.609,
2009-03,3.646,
2009-04,3.646,
2009-05,8.489,
2009-06,8.410,
2009-07,8.307,
2009-08,8.317,
2009-09,8.505,
2009-10,9.142,
2009-11,7.961,
2009-12,7.726,
2010-01,7.736,
2010-02,7.747,
2010-03,7.699,
2010-04,7.758,
2010-05,7.727,
2010-06,7.714,
2010-07,7.641,
2010-08,7.520,
2010-09,7.148,
2010-10,7.228,
2010-11,7.235,
2010-12,7.410,
2011-01,7.404,
2011-02,7.392,
2011-03,7.356,
2011-04,7.321,
2011-05,7.446,
2011-06,7.381,
2011-07,7.472,
2011-08,7.771,
2011-09,7.415,
2011-10,7.524,
2011-11,7.295,
2011-12,7.323,
2012-01,7.316,
2012-02,7.294,
2012-03,6.841,
2012-04,7.011,
2012-05,7.093,
2012-06,7.002,
2012-07,7.019,
2012-08,6.977,
2012-09,6.953,
2012-10,6.928,
2012-11,7.024,
2012-12,7.322,
2013-01,7.421,
2013-02,7.290,
2013-03,7.274,
2013-04,7.189,
2013-05,7.228,
2013-06,7.265,
2013-07,7.237,
2013-08,7.251,
2013-09,7.240,
2013-10,7.216,
2013-11,7.321,
2013-12,7.081,
2014-01,7.081,
2014-02,7.089,
2014-03,7.039,
2014-04,7.213,
2014-05,6.128,
2014-06,5.812,
2014-07,5.686,
2014-08,5.852,
2014-09,5.853,
2014-10,5.740,
2014-11,5.784,
2014-12,5.950,Provisional value
