"",BBK01.QUK862,BBK01.QUK862_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Croatia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:31:54,
2002-03,1.058,
2002-04,1.108,
2002-05,1.641,
2002-06,1.671,
2002-07,1.759,
2002-08,1.813,
2002-09,1.874,
2002-10,1.922,
2002-11,2.147,
2002-12,2.184,
2003-01,2.184,
2003-02,2.167,
2003-03,2.155,
2003-04,2.153,
2003-05,2.237,
2003-06,2.275,
2003-07,2.271,
2003-08,2.193,
2003-09,2.116,
2003-10,2.101,
2003-11,2.183,
2003-12,2.228,
2004-01,2.240,
2004-02,2.319,
2004-03,2.307,
2004-04,2.362,
2004-05,2.393,
2004-06,2.407,
2004-07,2.524,
2004-08,2.518,
2004-09,2.485,
2004-10,2.535,
2004-11,2.661,
2004-12,2.701,
2005-01,2.738,
2005-02,2.766,
2005-03,2.800,
2005-04,2.808,
2005-05,2.868,
2005-06,2.874,
2005-07,2.922,
2005-08,2.910,
2005-09,2.768,
2005-10,2.818,
2005-11,2.871,
2005-12,0.937,
2006-01,0.933,
2006-02,0.951,
2006-03,0.966,
2006-04,0.996,
2006-05,0.934,
2006-06,0.952,
2006-07,0.980,
2006-08,1.009,
2006-09,1.009,
2006-10,1.004,
2006-11,1.008,
2006-12,1.012,
2007-01,1.128,
2007-02,1.199,
2007-03,1.159,
2007-04,1.307,
2007-05,1.308,
2007-06,1.297,
2007-07,1.315,
2007-08,1.357,
2007-09,1.324,
2007-10,1.235,
2007-11,1.320,
2007-12,8.039,
2008-01,8.196,
2008-02,8.227,
2008-03,8.421,
2008-04,8.453,
2008-05,8.544,
2008-06,8.684,
2008-07,8.717,
2008-08,8.964,
2008-09,9.018,
2008-10,9.240,
2008-11,9.185,
2008-12,9.259,
2009-01,9.313,
2009-02,9.374,
2009-03,9.324,
2009-04,9.314,
2009-05,9.383,
2009-06,9.350,
2009-07,9.345,
2009-08,9.263,
2009-09,9.400,
2009-10,9.310,
2009-11,9.245,
2009-12,1.615,
2010-01,1.590,
2010-02,1.604,
2010-03,1.586,
2010-04,1.570,
2010-05,1.635,
2010-06,1.587,
2010-07,1.486,
2010-08,1.559,
2010-09,1.533,
2010-10,1.502,
2010-11,1.494,
2010-12,1.484,
2011-01,1.455,
2011-02,1.479,
2011-03,1.507,
2011-04,1.475,
2011-05,1.437,
2011-06,1.392,
2011-07,1.394,
2011-08,1.403,
2011-09,1.367,
2011-10,1.452,
2011-11,1.417,
2011-12,1.329,
2012-01,1.369,
2012-02,1.315,
2012-03,1.315,
2012-04,1.262,
2012-05,1.291,
2012-06,1.243,
2012-07,1.230,
2012-08,1.258,
2012-09,1.241,
2012-10,1.264,
2012-11,1.181,
2012-12,1.192,
2013-01,1.179,
2013-02,1.129,
2013-03,1.189,
2013-04,1.055,
2013-05,1.019,
2013-06,1.007,
2013-07,1.019,
2013-08,1.010,
2013-09,1.035,
2013-10,1.028,
2013-11,1.031,
2013-12,1.023,
2014-01,1.036,
2014-02,1.015,
2014-03,1.008,
2014-04,1.017,
2014-05,1.012,
2014-06,1.011,
2014-07,1.005,
2014-08,1.007,
2014-09,1.464,
2014-10,1.480,
