"",BBK01.WXI050,BBK01.WXI050_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:42:07,
2009-09,4038,
2009-10,4175,
2009-11,4142,
2009-12,3822,
2010-01,4076,
2010-02,3959,
2010-03,4086,
2010-04,4737,
2010-05,5082,
2010-06,4808,
2010-07,4635,
2010-08,5047,
2010-09,5334,
2010-10,4964,
2010-11,5665,
2010-12,4698,
2011-01,4554,
2011-02,4299,
2011-03,4204,
2011-04,4702,
2011-05,4366,
2011-06,4224,
2011-07,3959,
2011-08,4636,
2011-09,4783,
2011-10,5305,
2011-11,6098,
2011-12,4968,
2012-01,5588,
2012-02,5407,
2012-03,5279,
2012-04,5107,
2012-05,5938,
2012-06,7774,
2012-07,5653,
2012-08,6290,
2012-09,5711,
2012-10,5616,
2012-11,6486,
2012-12,6044,
2013-01,6724,
2013-02,5980,
2013-03,6068,
2013-04,6351,
2013-05,6001,
2013-06,6078,
2013-07,6057,
2013-08,5400,
2013-09,5072,
2013-10,5780,
2013-11,5743,
2013-12,4764,
2014-01,4607,
2014-02,5314,
2014-03,4907,
2014-04,5877,
2014-05,5227,
2014-06,5284,
2014-07,5270,
2014-08,5166,
2014-09,4802,
2014-10,6255,
2014-11,7327,
