"",BBK01.OEAF02G,BBK01.OEAF02G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:06:41,
2002-01,175.006,
2002-04,176.977,
2002-07,178.456,
2002-10,179.770,
2003-01,179.415,
2003-04,180.198,
2003-07,181.969,
2003-10,183.317,
2004-01,182.603,
2004-04,182.979,
2004-07,184.014,
2004-10,184.262,
2005-01,185.372,
2005-04,185.904,
2005-07,186.963,
2005-10,187.347,
2006-01,185.183,
2006-04,185.384,
2006-07,186.055,
2006-10,185.279,
2007-01,184.100,
2007-04,184.001,
2007-07,184.291,
2007-10,184.167,
2008-01,183.285,
2008-04,184.142,
2008-07,184.706,
2008-10,185.436,
2009-01,185.001,
2009-04,187.568,
2009-07,188.975,
2009-10,189.398,
2010-01,189.395,
2010-04,190.403,
2010-07,191.795,
2010-10,191.587,
2011-01,193.054,
2011-04,194.271,
2011-07,195.675,
2011-10,196.513,
2012-01,196.325,
2012-04,197.628,
2012-07,198.913,
2012-10,199.834,
2013-01,199.562,
2013-04,200.289,
2013-07,202.056,
2013-10,202.838,
2014-01,202.988,
2014-04,204.479,
2014-07,206.087,
