"",BBK01.WU0179,BBK01.WU0179_FLAGS
"",Shares in circulation / net increase or decrease(-) / Nominal value,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-09 06:39:38,
1957-01,88,
1957-02,36,
1957-03,60,
1957-04,21,
1957-05,31,
1957-06,145,
1957-07,164,
1957-08,195,
1957-09,46,
1957-10,37,
1957-11,24,
1957-12,23,
1958-01,70,
1958-02,65,
1958-03,55,
1958-04,92,
1958-05,95,
1958-06,36,
1958-07,78,
1958-08,19,
1958-09,43,
1958-10,55,
1958-11,47,
1958-12,-139,
1959-01,-41,
1959-02,54,
1959-03,-151,
1959-04,15,
1959-05,1,
1959-06,297,
1959-07,79,
1959-08,48,
1959-09,51,
1959-10,-146,
1959-11,11,
1959-12,-219,
1960-01,169,
1960-02,88,
1960-03,164,
1960-04,110,
1960-05,180,
1960-06,206,
1960-07,337,
1960-08,431,
1960-09,87,
1960-10,42,
1960-11,29,
1960-12,127,
1961-01,164,
1961-02,105,
1961-03,195,
1961-04,95,
1961-05,81,
1961-06,119,
1961-07,316,
1961-08,209,
1961-09,187,
1961-10,62,
1961-11,125,
1961-12,67,
1962-01,109,
1962-02,126,
1962-03,34,
1962-04,116,
1962-05,87,
1962-06,37,
1962-07,129,
1962-08,66,
1962-09,47,
1962-10,59,
1962-11,172,
1962-12,131,
1963-01,58,
1963-02,50,
1963-03,90,
1963-04,1,
1963-05,25,
1963-06,10,
1963-07,111,
1963-08,193,
1963-09,44,
1963-10,48,
1963-11,41,
1963-12,50,
1964-01,180,
1964-02,27,
1964-03,44,
1964-04,185,
1964-05,60,
1964-06,87,
1964-07,166,
1964-08,194,
1964-09,73,
1964-10,72,
1964-11,74,
1964-12,94,
1965-01,41,
1965-02,163,
1965-03,121,
1965-04,49,
1965-05,478,
1965-06,282,
1965-07,157,
1965-08,296,
1965-09,92,
1965-10,175,
1965-11,47,
1965-12,10,
1966-01,243,
1966-02,163,
1966-03,52,
1966-04,113,
1966-05,91,
1966-06,105,
1966-07,271,
1966-08,85,
1966-09,8,
1966-10,146,
1966-11,26,
1966-12,49,
1967-01,156,
1967-02,41,
1967-03,143,
1967-04,38,
1967-05,43,
1967-06,82,
1967-07,-31,
1967-08,65,
1967-09,103,
1967-10,9,
1967-11,35,
1967-12,149,
