"",BBK01.OUE006,BBK01.OUE006_FLAGS
"",Cash in hand and credit balances with central banks / Branches of foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:14:04,
1968-12,0.046,
1969-01,0.058,
1969-02,0.037,
1969-03,0.054,
1969-04,0.137,
1969-05,0.130,
1969-06,0.111,
1969-07,0.095,
1969-08,0.072,
1969-09,0.186,
1969-10,0.075,
1969-11,0.056,
1969-12,0.038,
1970-01,0.054,
1970-02,0.046,
1970-03,0.097,
1970-04,0.060,
1970-05,0.083,
1970-06,0.040,
1970-07,0.075,
1970-08,0.052,
1970-09,0.045,
1970-10,0.040,
1970-11,0.091,
1970-12,0.082,
1971-01,0.105,
1971-02,0.093,
1971-03,0.058,
1971-04,0.058,
1971-05,0.089,
1971-06,0.088,
1971-07,0.139,
1971-08,0.063,
1971-09,0.095,
1971-10,0.092,
1971-11,0.093,
1971-12,0.116,
1972-01,0.230,
1972-02,0.115,
1972-03,0.126,
1972-04,0.131,
1972-05,0.147,
1972-06,0.256,
1972-07,0.291,
1972-08,0.414,
1972-09,0.171,
1972-10,0.295,
1972-11,0.313,
1972-12,0.391,
1973-01,0.412,
1973-02,0.744,
1973-03,0.894,
1973-04,1.179,
1973-05,0.778,
1973-06,0.543,
1973-07,0.616,
1973-08,0.537,
1973-09,0.854,
1973-10,0.634,
1973-11,0.506,
1973-12,0.423,
1974-01,0.515,
1974-02,0.485,
1974-03,0.612,
1974-04,0.360,
1974-05,0.554,
1974-06,0.536,
1974-07,0.398,
1974-08,0.370,
1974-09,0.559,
1974-10,0.413,
1974-11,0.374,
1974-12,0.236,
1975-01,0.352,
1975-02,0.276,
1975-03,0.253,
1975-04,0.281,
1975-05,0.334,
1975-06,0.286,
1975-07,0.346,
1975-08,0.189,
1975-09,0.299,
1975-10,0.274,
1975-11,0.298,
1975-12,0.219,
1976-01,0.243,
1976-02,0.262,
1976-03,0.344,
1976-04,0.310,
1976-05,0.468,
1976-06,0.337,
1976-07,0.261,
1976-08,0.248,
1976-09,0.380,
1976-10,0.279,
1976-11,0.303,
1976-12,0.267,
1977-01,0.349,
1977-02,0.420,
1977-03,0.266,
1977-04,0.264,
1977-05,0.406,
1977-06,0.317,
1977-07,0.266,
1977-08,0.271,
1977-09,0.196,
1977-10,0.302,
1977-11,0.311,
1977-12,0.189,
1978-01,0.359,
1978-02,0.206,
1978-03,0.212,
1978-04,0.218,
1978-05,0.209,
1978-06,0.125,
1978-07,0.167,
1978-08,0.180,
1978-09,0.228,
1978-10,0.231,
1978-11,0.332,
1978-12,0.273,
1979-01,0.248,
1979-02,0.361,
1979-03,0.199,
1979-04,0.279,
1979-05,0.244,
1979-06,0.202,
1979-07,0.232,
1979-08,0.154,
1979-09,0.179,
1979-10,0.230,
1979-11,0.265,
1979-12,0.282,
1980-01,0.189,
1980-02,0.228,
1980-03,0.313,
1980-04,0.264,
1980-05,0.211,
1980-06,0.228,
1980-07,0.267,
1980-08,0.206,
1980-09,0.295,
1980-10,0.176,
1980-11,0.217,
1980-12,0.263,
1981-01,0.247,
1981-02,0.151,
1981-03,0.248,
1981-04,0.230,
1981-05,0.284,
1981-06,0.355,
1981-07,0.370,
1981-08,0.305,
1981-09,0.310,
1981-10,0.232,
1981-11,0.360,
1981-12,0.239,
1982-01,0.213,
1982-02,0.201,
1982-03,0.281,
1982-04,0.226,
1982-05,0.205,
1982-06,0.238,
1982-07,0.202,
1982-08,0.209,
1982-09,0.266,
1982-10,0.176,
1982-11,0.184,
1982-12,0.260,
1983-01,0.293,
1983-02,0.240,
1983-03,0.227,
1983-04,0.200,
1983-05,0.328,
1983-06,0.231,
1983-07,0.216,
1983-08,0.253,
1983-09,0.178,
1983-10,0.269,
1983-11,0.180,
1983-12,0.265,
1984-01,0.221,
1984-02,0.259,
1984-03,0.169,
1984-04,0.285,
1984-05,0.187,
1984-06,0.205,
1984-07,0.284,
1984-08,0.232,
1984-09,0.219,
1984-10,0.236,
1984-11,0.288,
1984-12,0.368,
1985-01,0.241,
1985-02,0.355,
1985-03,0.234,
1985-04,0.247,
1985-05,0.267,
1985-06,0.298,
1985-07,0.339,
1985-08,0.375,
1985-09,0.290,
1985-10,0.325,
1985-11,0.354,
1985-12,0.367,
1986-01,0.344,
1986-02,0.400,
1986-03,0.262,
1986-04,0.338,
1986-05,0.136,
1986-06,0.326,
1986-07,0.350,
1986-08,0.184,
1986-09,0.431,
1986-10,0.177,
1986-11,0.244,
1986-12,0.249,
1987-01,0.212,
1987-02,0.222,
1987-03,0.409,
1987-04,0.209,
1987-05,0.207,
1987-06,0.289,
1987-07,0.257,
1987-08,0.237,
1987-09,0.212,
1987-10,0.312,
1987-11,0.405,
1987-12,0.178,
1988-01,0.181,
1988-02,0.494,
1988-03,0.235,
1988-04,0.229,
1988-05,0.203,
1988-06,0.158,
1988-07,0.192,
1988-08,0.152,
1988-09,0.227,
1988-10,0.315,
1988-11,0.309,
1988-12,0.293,
1989-01,0.256,
1989-02,0.251,
1989-03,0.159,
1989-04,0.182,
1989-05,0.181,
1989-06,0.171,
1989-07,0.223,
1989-08,0.109,
1989-09,0.187,
1989-10,0.217,
1989-11,0.215,
1989-12,0.180,
1990-01,0.140,
1990-02,0.424,
1990-03,0.159,
1990-04,0.159,
1990-05,0.167,
1990-06,0.219,
1990-07,0.278,
1990-08,0.189,
1990-09,0.242,
1990-10,0.115,
1990-11,0.114,
1990-12,0.191,
1991-01,0.301,
1991-02,0.177,
1991-03,0.167,
1991-04,0.271,
1991-05,0.219,
1991-06,0.231,
1991-07,0.154,
1991-08,0.145,
1991-09,0.296,
1991-10,0.186,
1991-11,0.186,
1991-12,0.171,
1992-01,0.213,
1992-02,0.159,
1992-03,0.202,
1992-04,0.148,
1992-05,0.215,
1992-06,0.238,
1992-07,0.191,
1992-08,0.214,
1992-09,0.196,
