"",BBK01.BQ1711,BBK01.BQ1711_FLAGS
"","Central, state and local government debt by creditor - debt owed to the Bundesbank",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:36:30,
1961-01,.,No value available
1961-04,.,No value available
1961-07,.,No value available
1961-10,6601.8,
1962-01,.,No value available
1962-04,.,No value available
1962-07,.,No value available
1962-10,6807.9,
1963-01,.,No value available
1963-04,.,No value available
1963-07,.,No value available
1963-10,7267.9,
1964-01,.,No value available
1964-04,.,No value available
1964-07,.,No value available
1964-10,6690.3,
1965-01,.,No value available
1965-04,.,No value available
1965-07,.,No value available
1965-10,6352.9,
1966-01,.,No value available
1966-04,.,No value available
1966-07,.,No value available
1966-10,6528.3,
1967-01,5818.9,
1967-04,5725.4,
1967-07,5571.4,
1967-10,6683.1,
1968-01,5555.2,
1968-04,5445.4,
1968-07,5310.2,
1968-10,5707.9,
1969-01,5222.3,
1969-04,4919.9,
1969-07,4917.7,
1969-10,6121.4,
1970-01,5161.2,
1970-04,5258.3,
1970-07,4860.0,
1970-10,5919.5,
1971-01,4770.8,
1971-04,4736.5,
1971-07,4687.1,
1971-10,5695.5,
1972-01,4491.6,
1972-04,4626.4,
1972-07,4469.4,
1972-10,4673.8,
1973-01,4443.0,
1973-04,4647.5,
1973-07,4647.5,
1973-10,5900.6,
1974-01,5350.1,
1974-04,4610.2,
1974-07,4610.2,
1974-10,5217.4,
1975-01,5610.7,
1975-04,4534.9,
1975-07,5847.7,
1975-10,6631.8,
1976-01,6103.3,
1976-04,6004.9,
1976-07,5659.4,
1976-10,5720.7,
1977-01,4680.8,
1977-04,4677.3,
1977-07,4646.7,
1977-10,5086.1,
1978-01,4677.1,
1978-04,5175.6,
1978-07,5778.6,
1978-10,5716.8,
1979-01,5548.0,
1979-04,5510.9,
1979-07,5336.8,
1979-10,5137.2,
1980-01,5347.7,
1980-04,4796.1,
1980-07,5396.0,
1980-10,6851.2,
1981-01,6139.1,
1981-04,5812.0,
1981-07,5876.2,
1981-10,8046.8,
1982-01,8179.3,
1982-04,7100.6,
1982-07,6798.5,
1982-10,7103.1,
1983-01,9671.1,
1983-04,8091.3,
1983-07,7901.4,
1983-10,7869.4,
1984-01,7381.3,
1984-04,6978.4,
1984-07,6673.4,
1984-10,7189.0,
1985-01,9185.0,
1985-04,6056.9,
1985-07,5616.2,
1985-10,5945.6,
1986-01,7782.8,
1986-04,6771.3,
1986-07,6644.0,
1986-10,7823.9,
1987-01,6709.3,
1987-04,6532.2,
1987-07,6434.6,
1987-10,6464.3,
1988-01,6356.8,
1988-04,6411.5,
1988-07,6570.9,
1988-10,6793.5,
1989-01,8508.7,
1989-04,6690.5,
1989-07,6195.4,
1989-10,6588.9,
1990-01,7417.0,
1990-04,6913.2,
1990-07,6768.3,
1990-10,6506.4,
1991-01,6134.1,
1991-04,6056.4,
1991-07,6609.7,
1991-10,6649.1,
1992-01,7006.0,
1992-04,8028.5,
1992-07,7985.1,
1992-10,9693.2,
1993-01,7350.8,
1993-04,7210.9,
1993-07,7006.4,
1993-10,6688.4,
1994-01,6501.1,
1994-04,6369.9,
1994-07,6124.6,
1994-10,5938.3,
1995-01,5737.6,
1995-04,5514.1,
1995-07,5424.8,
1995-10,4859.6,
1996-01,4439.9,
1996-04,4439.9,
1996-07,4439.9,
1996-10,4439.9,
1997-01,4439.9,
1997-04,4439.9,
1997-07,4439.9,
1997-10,4439.9,
1998-01,4439.9,
1998-04,4439.9,
1998-07,4439.9,
1998-10,4439.9,
1999-01,4439.9,
1999-04,4439.9,
1999-07,4439.9,
1999-10,4439.9,
2000-01,4439.9,
2000-04,4439.9,
2000-07,4439.9,
2000-10,4439.9,
2001-01,4439.9,
2001-04,4439.9,
2001-07,4439.9,
2001-10,4439.9,
2002-01,4439.9,
2002-04,4439.9,
2002-07,4439.9,
2002-10,4439.9,
2003-01,4439.9,
2003-04,4439.9,
2003-07,4439.9,
2003-10,4439.9,
2004-01,4439.9,
2004-04,4439.9,
2004-07,4439.9,
2004-10,4439.9,
2005-01,4439.9,
2005-04,4439.9,
2005-07,4439.9,
2005-10,4439.9,
2006-01,4439.9,
2006-04,4439.9,
2006-07,4439.9,
2006-10,4439.9,
2007-01,4439.9,
2007-04,4439.9,
2007-07,4439.9,
2007-10,4439.9,
2008-01,4439.9,
2008-04,4439.9,
2008-07,4439.9,
2008-10,4439.9,
2009-01,4439.9,
2009-04,4439.9,
2009-07,4439.9,
2009-10,4439.9,
2010-01,4439.9,
2010-04,4439.9,
2010-07,4439.9,
2010-10,4439.9,
2011-01,4439.9,
2011-04,4439.9,
2011-07,4439.9,
2011-10,4439.9,
2012-01,4439.9,
2012-04,4439.9,
2012-07,4439.9,
2012-10,4439.9,
2013-01,4439.9,
2013-04,4439.9,
2013-07,4439.9,
2013-10,4439.9,
2014-01,4439.9,
2014-04,4439.9,
2014-07,4439.9,
