"",BBK01.TUD415,BBK01.TUD415_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / in the home country / General government / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:01,
1979-12,154450,
1980-01,154671,
1980-02,155315,
1980-03,154568,
1980-04,156629,
1980-05,157978,
1980-06,158379,
1980-07,159381,
1980-08,158965,
1980-09,159708,
1980-10,161502,
1980-11,165099,
1980-12,165151,
1981-01,165783,
1981-02,165788,
1981-03,167498,
1981-04,169926,
1981-05,169920,
1981-06,172650,
1981-07,174585,
1981-08,176427,
1981-09,179763,
1981-10,182599,
1981-11,186170,
1981-12,189284,
1982-01,192011,
1982-02,191670,
1982-03,194019,
1982-04,196954,
1982-05,196290,
1982-06,195422,
1982-07,197335,
1982-08,198425,
1982-09,199762,
1982-10,203033,
1982-11,205831,
1982-12,209731,
1983-01,210543,
1983-02,211192,
1983-03,211956,
1983-04,212817,
1983-05,212733,
1983-06,213701,
1983-07,213982,
1983-08,213907,
1983-09,213966,
1983-10,216246,
1983-11,217606,
1983-12,219655,
1984-01,217935,
1984-02,216960,
1984-03,216426,
1984-04,217964,
1984-05,217623,
1984-06,217935,
1984-07,218719,
1984-08,220144,
1984-09,222577,
1984-10,224329,
1984-11,227500,
1984-12,229373,
1985-01,229424,
1985-02,231156,
1985-03,231178,
1985-04,231934,
1985-05,232653,
1985-06,233014,
1985-07,234085,
1985-08,233990,
1985-09,234527,
1985-10,235229,
1985-11,237670,
1985-12,239687,
1986-01,238683,
1986-02,237249,
1986-03,236538,
1986-04,237575,
1986-05,237282,
1986-06,236377,
1986-07,238291,
1986-08,237965,
1986-09,237727,
1986-10,238870,
1986-11,240410,
1986-12,241962,
1987-01,240121,
1987-02,240308,
1987-03,240110,
1987-04,240128,
1987-05,241871,
1987-06,241375,
1987-07,244583,
1987-08,246421,
1987-09,246820,
1987-10,252379,
1987-11,254746,
1987-12,256754,
1988-01,259036,
1988-02,260011,
1988-03,260561,
1988-04,261031,
1988-05,262334,
1988-06,265356,
1988-07,267782,
1988-08,270694,
1988-09,272308,
1988-10,274543,
1988-11,277899,
1988-12,278220,
1989-01,280204,
1989-02,280384,
1989-03,279553,
1989-04,279957,
1989-05,280015,
1989-06,278844,
1989-07,279148,
1989-08,278400,
1989-09,278431,
1989-10,277760,
1989-11,281396,
1989-12,281768,
1990-01,282052,
1990-02,282119,
1990-03,281989,
1990-04,282692,
1990-05,284517,
1990-06,317374,
1990-07,317907,
1990-08,324960,
1990-09,328791,
1990-10,334568,
1990-11,338174,
1990-12,342009,
1991-01,342474,
1991-02,347874,
1991-03,351072,
1991-04,352950,
1991-05,356244,
1991-06,355950,
1991-07,357490,
1991-08,360031,
1991-09,358585,
1991-10,360686,
1991-11,363760,
1991-12,365589,
1992-01,369746,
1992-02,369172,
1992-03,368313,
1992-04,370921,
1992-05,369961,
1992-06,370791,
1992-07,374284,
1992-08,373895,
1992-09,370411,
1992-10,376960,
1992-11,383725,
1992-12,392204,
1993-01,395929,
1993-02,398493,
1993-03,402177,
1993-04,404382,
1993-05,410019,
1993-06,411881,
