"",BBK01.OEGB05I,BBK01.OEGB05I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:07:00,
2002-01,40.583,
2002-04,40.061,
2002-07,39.407,
2002-10,39.560,
2003-01,38.026,
2003-04,37.521,
2003-07,41.436,
2003-10,39.790,
2004-01,39.080,
2004-04,38.454,
2004-07,23.248,
2004-10,22.512,
2005-01,22.007,
2005-04,21.407,
2005-07,23.018,
2005-10,22.496,
2006-01,21.944,
2006-04,22.245,
2006-07,25.198,
2006-10,23.177,
2007-01,21.302,
2007-04,20.638,
2007-07,20.185,
2007-10,22.347,
2008-01,24.814,
2008-04,24.202,
2008-07,25.044,
2008-10,23.664,
2009-01,23.799,
2009-04,25.700,
2009-07,26.003,
2009-10,27.619,
2010-01,27.750,
2010-04,26.348,
2010-07,23.337,
2010-10,23.407,
2011-01,26.746,
2011-04,28.315,
2011-07,28.829,
2011-10,25.389,
2012-01,29.408,
2012-04,30.380,
2012-07,27.892,
2012-10,24.437,
2013-01,24.502,
2013-04,27.701,
2013-07,19.084,
2013-10,19.241,
2014-01,19.838,
2014-04,19.538,
2014-07,19.841,
