"",BBK01.PC3692,BBK01.PC3692_FLAGS
"",Housing loans to domestic enterprises and resident individuals / Short-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:20:45,
1985-10,0.135,
1986-01,0.133,
1986-04,0.108,
1986-07,0.097,
1986-10,0.089,
1987-01,0.091,
1987-04,0.082,
1987-07,0.076,
1987-10,0.066,
1988-01,0.074,
1988-04,0.079,
1988-07,0.083,
1988-10,0.087,
1989-01,0.062,
1989-04,0.072,
1989-07,0.077,
1989-10,0.072,
1990-01,0.093,
1990-04,0.103,
1990-07,0.095,
1990-10,0.105,
1991-01,0.198,
1991-04,0.290,
1991-07,0.279,
1991-10,0.186,
1992-01,0.360,
1992-04,0.389,
1992-07,0.394,
1992-10,0.466,
1993-01,0.507,
1993-04,0.395,
1993-07,0.436,
1993-10,0.429,
1994-01,0.308,
1994-04,0.295,
1994-07,0.405,
1994-10,0.378,
1995-01,0.263,
1995-04,0.280,
1995-07,0.253,
1995-10,0.232,
1996-01,0.229,
1996-04,0.230,
1996-07,0.238,
1996-10,0.310,
1997-01,0.229,
1997-04,0.219,
1997-07,0.224,
1997-10,0.167,
1998-01,0.145,
1998-04,0.159,
1998-07,0.130,
1998-10,0.121,
1999-01,0.090,
1999-04,0.080,
1999-07,0.076,
1999-10,0.074,
2000-01,0.084,
2000-04,0.089,
2000-07,0.109,
2000-10,0.115,
2001-01,0.128,
2001-04,0.113,
2001-07,0.120,
2001-10,0.131,
2002-01,0.132,
2002-04,0.213,
2002-07,0.256,
2002-10,0.253,
2003-01,0.204,
2003-04,0.145,
2003-07,0.155,
2003-10,0.165,
2004-01,0.191,
2004-04,0.184,
2004-07,0.126,
2004-10,0.616,
2005-01,0.732,
2005-04,0.831,
2005-07,0.966,
2005-10,1.466,
2006-01,1.460,
2006-04,1.436,
2006-07,1.516,
2006-10,1.431,
2007-01,1.235,
2007-04,0.261,
2007-07,0.254,
2007-10,0.296,
2008-01,0.269,
2008-04,0.261,
2008-07,0.270,
2008-10,0.286,
2009-01,0.313,
2009-04,0.295,
2009-07,0.271,
2009-10,0.269,
2010-01,0.222,
2010-04,0.216,
2010-07,0.597,
2010-10,0.590,
2011-01,0.778,
2011-04,0.775,
2011-07,0.827,
2011-10,0.317,
2012-01,0.393,
2012-04,0.304,
2012-07,0.426,
2012-10,0.430,
2013-01,0.462,
2013-04,0.323,
2013-07,0.287,
2013-10,0.309,
2014-01,0.273,
2014-04,0.309,
2014-07,0.348,
2014-10,0.338,
