"",BBK01.OEAC01G,BBK01.OEAC01G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:49:27,
2002-01,159.963,
2002-04,163.481,
2002-07,162.348,
2002-10,161.848,
2003-01,157.347,
2003-04,159.148,
2003-07,155.923,
2003-10,155.163,
2004-01,154.854,
2004-04,155.438,
2004-07,151.760,
2004-10,151.065,
2005-01,151.006,
2005-04,152.816,
2005-07,150.580,
2005-10,149.287,
2006-01,147.709,
2006-04,148.272,
2006-07,148.970,
2006-10,146.707,
2007-01,148.752,
2007-04,151.060,
2007-07,154.029,
2007-10,157.379,
2008-01,156.607,
2008-04,160.499,
2008-07,166.246,
2008-10,169.251,
2009-01,174.791,
2009-04,180.314,
2009-07,179.362,
2009-10,174.496,
2010-01,173.522,
2010-04,172.689,
2010-07,172.609,
2010-10,172.089,
2011-01,173.341,
2011-04,171.525,
2011-07,172.045,
2011-10,173.553,
2012-01,173.933,
2012-04,178.739,
2012-07,180.487,
2012-10,179.271,
2013-01,180.059,
2013-04,180.063,
2013-07,171.395,
2013-10,171.548,
2014-01,171.820,
2014-04,172.635,
2014-07,173.070,
