"",BBK01.QUV989,BBK01.QUV989_FLAGS
"",Banks in Germany: Short-term liabilities to non-residents / Countries in Africa / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:16:07,
2001-12,10.092,
2002-01,10.051,
2002-02,10.113,
2002-03,10.082,
2002-04,10.325,
2002-05,9.694,
2002-06,9.308,
2002-07,9.845,
2002-08,10.099,
2002-09,9.885,
2002-10,9.806,
2002-11,9.874,
2002-12,9.005,
2003-01,9.173,
2003-02,9.306,
2003-03,10.009,
2003-04,9.837,
2003-05,9.909,
2003-06,10.351,
2003-07,10.226,
2003-08,9.936,
2003-09,9.650,
2003-10,9.849,
2003-11,9.948,
2003-12,9.405,
2004-01,9.826,
2004-02,9.623,
2004-03,9.895,
2004-04,9.910,
2004-05,10.002,
2004-06,10.805,
2004-07,10.852,
2004-08,10.675,
2004-09,10.725,
2004-10,10.729,
2004-11,10.593,
2004-12,11.631,
2005-01,12.544,
2005-02,13.448,
2005-03,13.619,
2005-04,13.802,
2005-05,14.866,
2005-06,14.941,
2005-07,15.678,
2005-08,16.321,
2005-09,16.275,
2005-10,17.622,
2005-11,18.806,
2005-12,20.842,
2006-01,20.572,
2006-02,20.422,
2006-03,22.195,
2006-04,22.086,
2006-05,19.707,
2006-06,20.626,
2006-07,19.617,
2006-08,19.574,
2006-09,20.626,
2006-10,21.621,
2006-11,22.355,
2006-12,23.608,
2007-01,22.301,
2007-02,22.172,
2007-03,22.983,
2007-04,22.838,
2007-05,22.603,
2007-06,22.123,
2007-07,21.023,
2007-08,23.273,
2007-09,22.980,
2007-10,23.395,
2007-11,22.286,
2007-12,21.174,
2008-01,21.534,
2008-02,20.299,
2008-03,19.220,
2008-04,19.040,
2008-05,19.774,
2008-06,19.689,
2008-07,19.849,
2008-08,20.560,
2008-09,22.669,
2008-10,18.071,
2008-11,15.886,
2008-12,15.170,
2009-01,15.781,
2009-02,14.121,
2009-03,13.784,
2009-04,14.480,
2009-05,13.035,
2009-06,13.601,
2009-07,14.083,
2009-08,14.436,
2009-09,14.083,
2009-10,14.364,
2009-11,14.788,
2009-12,14.699,
2010-01,15.954,
2010-02,16.534,
2010-03,16.409,
2010-04,18.822,
2010-05,19.290,
2010-06,19.411,
2010-07,19.565,
2010-08,20.493,
2010-09,19.207,
2010-10,19.311,
2010-11,19.433,
2010-12,19.542,
2011-01,20.173,
2011-02,19.239,
2011-03,18.270,
2011-04,17.557,
2011-05,17.389,
2011-06,17.872,
2011-07,17.394,
2011-08,18.009,
2011-09,19.482,
2011-10,18.132,
2011-11,18.375,
2011-12,19.613,
2012-01,21.236,
2012-02,20.679,
2012-03,20.128,
2012-04,19.314,
2012-05,19.436,
2012-06,20.877,
2012-07,20.426,
2012-08,19.238,
2012-09,18.989,
2012-10,18.595,
2012-11,18.252,
2012-12,16.577,
2013-01,17.519,
2013-02,17.272,
2013-03,18.167,
2013-04,17.500,
2013-05,17.938,
2013-06,18.187,
2013-07,18.139,
2013-08,17.268,
2013-09,16.891,
2013-10,15.533,
2013-11,14.221,
2013-12,10.861,
2014-01,11.399,
2014-02,11.041,
2014-03,10.677,
2014-04,11.673,
2014-05,11.042,
2014-06,10.547,
2014-07,11.770,
2014-08,11.425,
2014-09,12.107,
2014-10,12.640,
2014-11,12.389,
2014-12,11.227,
